axis,source,target,distance,basis,rounds,patch,method,prior,alpha,transfer,certified,keep,src_cal_n,test_n,test_errors,test_rate,exceed,sig_exceed
patch,d3_at_q4_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,1,0.1,15000,1506,15,0.0099601593625498,0,0
patch,d3_at_q4_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.65,15000,10132,734,0.07244374259771022,0,0
patch,d3_at_q4_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.65,15000,9591,626,0.06526952351162549,0,0
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,threshold,1,0.15,15000,2422,51,0.021056977704376548,0,0
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,1,0.15,15000,2254,46,0.02040816326530612,0,0
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.7,15000,10839,893,0.08238767413968079,0,0
patch,d3_at_q6_11/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.7,15000,10329,781,0.07561235356762513,0,0
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,threshold,1,0.2,15000,2344,49,0.020904436860068258,0,0
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,1,0.2,15000,2955,82,0.02774957698815567,0,0
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.7,15000,10650,852,0.08,0,0
patch,d3_at_q6_3/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.7,15000,10329,781,0.07561235356762513,0,0
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.3,15000,7523,411,0.054632460454605875,0,0
patch,d3_at_q6_7/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.3,15000,4448,186,0.041816546762589925,0,0
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.5,15000,8124,477,0.058714918759231904,0,0
patch,d3_at_q8_5/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.5,15000,7453,404,0.05420635985509191,0,0
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.25,15000,6128,283,0.04618146214099217,0,0
patch,d3_at_q8_9/X/r30,d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.25,15000,3710,139,0.03746630727762803,0,0
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,threshold,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,threshold,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.001,keep_fraction,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,threshold,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.003,keep_fraction,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,threshold,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.01,keep_fraction,0,,120000,,,,,
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,threshold,1,0.1,120000,2088,36,0.017241379310344827,0,0
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.03,keep_fraction,1,0.1,120000,1506,15,0.0099601593625498,0,0
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,threshold,1,0.6,120000,9987,703,0.07039150896165014,0,0
pooled,pool:d3/X/r30 without q4_5 (8 patches),d3_at_q4_5/X/r30,3,X,30,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.6,120000,8835,547,0.06191284663271081,0,0
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.3,15000,4479,392,0.08751953561062738,0,0
same,d3_at_q4_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.3,15000,4479,392,0.08751953561062738,0,0
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.55,15000,7843,956,0.12189213311232946,1,1
basis,d3_at_q4_5/Z/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.55,15000,8393,1085,0.1292743953294412,1,1
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,1,0.05,15000,637,17,0.026687598116169546,0,0
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,1,0.05,15000,692,24,0.03468208092485549,1,0
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.5,15000,6299,687,0.10906493094141927,1,1
patch,d3_at_q10_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.5,15000,7641,888,0.11621515508441303,1,1
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.35,15000,4093,330,0.08062545809919375,0,0
patch,d3_at_q2_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.35,15000,5274,528,0.10011376564277588,1,0
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.25,15000,1266,66,0.052132701421800945,0,0
patch,d3_at_q4_9/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.25,15000,3726,284,0.0762211486849168,0,0
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.35,15000,4503,396,0.08794137241838774,0,0
patch,d3_at_q6_11/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.35,15000,5274,528,0.10011376564277588,1,0
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.5,15000,7179,797,0.11101824766680596,1,1
patch,d3_at_q6_3/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.5,15000,7641,888,0.11621515508441303,1,1
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,threshold,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.03,keep_fraction,0,,15000,,,,,
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,threshold,1,0.1,15000,2154,138,0.06406685236768803,0,0
patch,d3_at_q6_7/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.1,keep_fraction,1,0.1,15000,1442,96,0.06657420249653259,0,0
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.0003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.001,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.003,keep_fraction,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,threshold,0,,15000,,,,,
patch,d3_at_q8_5/X/r50,d3_at_q4_5/X/r50,3,X,50,q4_5,bm_gap,rl,0.01,keep_fraction,0,,15000,,,,,
