key,distance,patch,basis,rounds,method,prior,n,errors,mean_q,ece,brier,nll,kept_0.00,err_0.00,kept_0.05,err_0.05,kept_0.10,err_0.10,kept_0.20,err_0.20,kept_0.30,err_0.30,kept_0.50,err_0.50,kept_0.70,err_0.70
d3_at_q2_7/Z/r190,3,q2_7,Z,190,mwpm_gap,si1000,20000,9558,0.2997232342384301,0.1781767657615699,0.2945727424984411,0.8390608391250954,20000,9558,19000,9059,18000,8535,16000,7496,14000,6522,10000,4550,6000,2600
d3_at_q2_7/Z/r190,3,q2_7,Z,190,mwpm_gap,rl,20000,9468,0.30536761386496,0.16803238613504004,0.2873240294465015,0.7971445635869719,20000,9468,19000,8984,18000,8467,16000,7511,14000,6532,10000,4557,6000,2587
d3_at_q2_7/Z/r210,3,q2_7,Z,210,mwpm_gap,si1000,20000,9650,0.3081593273496277,0.17434067265037234,0.29348351230319747,0.8321308987616413,20000,9650,19000,9142,18000,8643,16000,7607,14000,6578,10000,4588,6000,2668
d3_at_q2_7/Z/r210,3,q2_7,Z,210,mwpm_gap,rl,20000,9475,0.31111804973390406,0.16263195026609595,0.2864407561258799,0.7943214126903685,20000,9475,19000,8954,18000,8454,16000,7495,14000,6551,10000,4578,6000,2649
d3_at_q2_7/Z/r230,3,q2_7,Z,230,mwpm_gap,si1000,20000,9684,0.322227957699062,0.16197204230093804,0.29141108515622133,0.8201806970299306,20000,9684,19000,9203,18000,8713,16000,7687,14000,6680,10000,4717,6000,2743
d3_at_q2_7/Z/r230,3,q2_7,Z,230,mwpm_gap,rl,20000,9761,0.321904562093171,0.166145437906829,0.2866723372111778,0.7907491070958966,20000,9761,19000,9247,18000,8752,16000,7714,14000,6705,10000,4700,6000,2675
d3_at_q2_7/Z/r250,3,q2_7,Z,250,mwpm_gap,si1000,20000,9764,0.33076407670020497,0.1574359232997951,0.2921125160423027,0.8200225782008971,20000,9764,19000,9244,18000,8732,16000,7746,14000,6768,10000,4851,6000,2858
d3_at_q2_7/Z/r250,3,q2_7,Z,250,mwpm_gap,rl,20000,9820,0.3316234164188797,0.15937658358112025,0.28586134363602417,0.7871045903332288,20000,9820,19000,9296,18000,8788,16000,7763,14000,6790,10000,4793,6000,2827
d3_at_q4_5/X/r01,3,q4_5,X,1,mwpm_gap,si1000,20000,123,0.002513187688198057,0.0036383051952981844,0.005365677672973453,0.02568926389637586,20000,123,19000,72,18000,7,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/X/r01,3,q4_5,X,1,mwpm_gap,rl,20000,120,0.004490164602225225,0.0015168286122643174,0.004911678207175427,0.019579678577597643,20000,120,19000,16,18000,2,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/X/r01,3,q4_5,X,1,exact,si1000,20000,119,0.0027154385981938167,0.003237452343267883,0.005277549116910436,0.024207260303489686,20000,119,19000,72,18000,6,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/X/r01,3,q4_5,X,1,exact,rl,20000,111,0.004723579779520187,0.0008702420313276653,0.004731263417435228,0.018891644098350445,20000,111,19000,17,18000,2,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/X/r10,3,q4_5,X,10,mwpm_gap,si1000,20000,1701,0.038583294869588045,0.046466705130411956,0.06410248677670229,0.25514696265113135,20000,1701,19000,1137,18000,796,16000,564,14000,455,10000,251,6000,17
d3_at_q4_5/X/r10,3,q4_5,X,10,mwpm_gap,rl,20000,1506,0.050912498581770674,0.024387501418229336,0.059317159927963554,0.21907025367847927,20000,1506,19000,1081,18000,783,16000,531,14000,405,10000,152,6000,15
d3_at_q4_5/X/r30,3,q4_5,X,30,mwpm_gap,si1000,20000,4326,0.09442528978709627,0.12187471021290373,0.15757925706568526,0.565185610868547,20000,4326,19000,3775,18000,3212,16000,2162,14000,1581,10000,976,6000,523
d3_at_q4_5/X/r30,3,q4_5,X,30,mwpm_gap,rl,20000,3758,0.11807423807658408,0.0698257619234159,0.14207418453309412,0.4843601410757015,20000,3758,19000,3305,18000,2822,16000,2131,14000,1554,10000,912,6000,475
d3_at_q4_5/X/r50,3,q4_5,X,50,mwpm_gap,si1000,20000,6332,0.14399837975284063,0.1726016202471594,0.22242851351126655,0.7434794885367659,20000,6332,19000,5803,18000,5244,16000,4171,14000,3108,10000,1690,6000,891
d3_at_q4_5/X/r50,3,q4_5,X,50,mwpm_gap,rl,20000,5692,0.17401248428241217,0.11085950166287835,0.20197595337112004,0.6503478984848853,20000,5692,19000,5212,18000,4752,16000,3808,14000,3034,10000,1677,6000,885
d3_at_q4_5/X/r70,3,q4_5,X,70,mwpm_gap,si1000,20000,7560,0.18150756006980096,0.19649243993019905,0.25841032956842375,0.8316574152932786,20000,7560,19000,7028,18000,6498,16000,5456,14000,4325,10000,2489,6000,1294
d3_at_q4_5/X/r70,3,q4_5,X,70,mwpm_gap,rl,20000,6844,0.21506435412178276,0.1296866228799278,0.2350506713973343,0.7336285043279092,20000,6844,19000,6353,18000,5900,16000,4919,14000,4047,10000,2485,6000,1240
d3_at_q4_5/X/r90,3,q4_5,X,90,mwpm_gap,si1000,20000,8693,0.23574327737796907,0.19890672262203096,0.28996508920916136,0.8913244330289168,20000,8693,19000,8220,18000,7714,16000,6743,14000,5704,10000,3713,6000,1984
d3_at_q4_5/X/r90,3,q4_5,X,90,mwpm_gap,rl,20000,8533,0.2771876704902697,0.1494623295097302,0.2668299369362192,0.7987367676973978,20000,8533,19000,7999,18000,7452,16000,6457,14000,5404,10000,3520,6000,1953
d3_at_q4_5/X/r110,3,q4_5,X,110,mwpm_gap,si1000,20000,8893,0.2378525954003998,0.20679740459960022,0.29087244400569245,0.8910015855815665,20000,8893,19000,8384,18000,7864,16000,6859,14000,5812,10000,3769,6000,1947
d3_at_q4_5/X/r110,3,q4_5,X,110,mwpm_gap,rl,20000,8282,0.2762293549870244,0.1399730801382781,0.267389572748698,0.800428441639676,20000,8282,19000,7786,18000,7314,16000,6360,14000,5366,10000,3591,6000,1954
d3_at_q4_5/X/r130,3,q4_5,X,130,mwpm_gap,si1000,20000,9216,0.25833795479137195,0.20246204520862812,0.2960404262992917,0.8876204939090596,20000,9216,19000,8706,18000,8220,16000,7242,14000,6193,10000,4104,6000,2184
d3_at_q4_5/X/r130,3,q4_5,X,130,mwpm_gap,rl,20000,8800,0.2977409793550676,0.1422590206449323,0.2735682277399524,0.8027264288390962,20000,8800,19000,8293,18000,7788,16000,6866,14000,5833,10000,3909,6000,2170
d3_at_q4_5/X/r150,3,q4_5,X,150,mwpm_gap,si1000,20000,9422,0.2823161025704805,0.18878389742951945,0.29765895851674695,0.8790726759031795,20000,9422,19000,8930,18000,8441,16000,7448,14000,6442,10000,4443,6000,2454
d3_at_q4_5/X/r150,3,q4_5,X,150,mwpm_gap,rl,20000,9240,0.32132896758004464,0.14128504754444168,0.2790022072837233,0.8065210190332774,20000,9240,19000,8733,18000,8249,16000,7265,14000,6311,10000,4338,6000,2433
d3_at_q4_5/X/r170,3,q4_5,X,170,mwpm_gap,si1000,20000,9515,0.29776386659754794,0.17798613340245203,0.2915573203936123,0.8471160296668456,20000,9515,19000,9023,18000,8495,16000,7494,14000,6459,10000,4482,6000,2494
d3_at_q4_5/X/r170,3,q4_5,X,170,mwpm_gap,rl,20000,9308,0.3376807028123323,0.12771929718766764,0.2740419100693498,0.7827363990712646,20000,9308,19000,8824,18000,8325,16000,7302,14000,6341,10000,4356,6000,2478
d3_at_q4_5/X/r190,3,q4_5,X,190,mwpm_gap,si1000,20000,9720,0.3128783455257285,0.1731216544742715,0.29588442331334874,0.8518803712214534,20000,9720,19000,9198,18000,8694,16000,7762,14000,6772,10000,4820,6000,2741
d3_at_q4_5/X/r190,3,q4_5,X,190,mwpm_gap,rl,20000,9660,0.35277091084208506,0.130229089157915,0.2777740998159468,0.7888635224260001,20000,9660,19000,9154,18000,8604,16000,7605,14000,6669,10000,4632,6000,2643
d3_at_q4_5/X/r210,3,q4_5,X,210,mwpm_gap,si1000,20000,9787,0.3288010549929652,0.1605489450070348,0.28948223643322557,0.8230996572163811,20000,9787,19000,9278,18000,8793,16000,7808,14000,6789,10000,4814,6000,2790
d3_at_q4_5/X/r210,3,q4_5,X,210,mwpm_gap,rl,20000,9729,0.36869838747927713,0.11775161252072282,0.2738718110750569,0.7699819005931842,20000,9729,19000,9226,18000,8669,16000,7696,14000,6680,10000,4697,6000,2766
d3_at_q4_5/X/r230,3,q4_5,X,230,mwpm_gap,si1000,20000,9857,0.3375637967732694,0.15528620322673056,0.2874614903866772,0.8140415617212307,20000,9857,19000,9364,18000,8825,16000,7835,14000,6839,10000,4798,6000,2833
d3_at_q4_5/X/r230,3,q4_5,X,230,mwpm_gap,rl,20000,9743,0.37698477156523297,0.11016522843476693,0.27172554497513857,0.7614951067413293,20000,9743,19000,9226,18000,8716,16000,7686,14000,6726,10000,4733,6000,2757
d3_at_q4_5/X/r250,3,q4_5,X,250,mwpm_gap,si1000,20000,9909,0.34941005187772606,0.1460399481222739,0.2839885863097171,0.7987607935808159,20000,9909,19000,9382,18000,8879,16000,7884,14000,6875,10000,4846,6000,2872
d3_at_q4_5/X/r250,3,q4_5,X,250,mwpm_gap,rl,20000,9805,0.3868002844613601,0.10736762225597707,0.2712446411208488,0.7558830343692785,20000,9805,19000,9312,18000,8844,16000,7867,14000,6839,10000,4867,6000,2837
d3_at_q4_5/Z/r01,3,q4_5,Z,1,mwpm_gap,si1000,20000,76,0.00235326216297745,0.0014480611323691274,0.003351171736456837,0.015243994848172375,20000,76,19000,30,18000,2,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/Z/r01,3,q4_5,Z,1,mwpm_gap,rl,20000,79,0.0027001076995294003,0.0012539363749798874,0.0033134546854155533,0.01441407597162309,20000,79,19000,16,18000,4,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/Z/r01,3,q4_5,Z,1,exact,si1000,20000,77,0.002524657027985122,0.0013281667973228622,0.0032781804478101543,0.014666260134851164,20000,77,19000,29,18000,2,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/Z/r01,3,q4_5,Z,1,exact,rl,20000,79,0.003064060881801026,0.0008930186908879602,0.003289322401200601,0.014555653796494395,20000,79,19000,16,18000,3,16000,0,14000,0,10000,0,6000,0
d3_at_q4_5/Z/r10,3,q4_5,Z,10,mwpm_gap,si1000,20000,1507,0.03559013386427302,0.039760031547645305,0.05808042021370194,0.21951913071202225,20000,1507,19000,1015,18000,687,16000,397,14000,292,10000,102,6000,9
d3_at_q4_5/Z/r10,3,q4_5,Z,10,mwpm_gap,rl,20000,1436,0.04475451718658413,0.02704661999323838,0.055747993008514594,0.19865597420285827,20000,1436,19000,977,18000,702,16000,399,14000,256,10000,79,6000,9
d3_at_q4_5/Z/r30,3,q4_5,Z,30,mwpm_gap,si1000,20000,3795,0.08893125461839793,0.10081874538160207,0.14419516176752717,0.5028635880577502,20000,3795,19000,3278,18000,2829,16000,2019,14000,1463,10000,713,6000,336
d3_at_q4_5/Z/r30,3,q4_5,Z,30,mwpm_gap,rl,20000,3763,0.10995154031789316,0.07819845968210687,0.1390711484983372,0.45268615401076756,20000,3763,19000,3303,18000,2780,16000,1976,14000,1449,10000,691,6000,274
d3_at_q4_5/Z/r50,3,q4_5,Z,50,mwpm_gap,si1000,20000,5403,0.13464795644413097,0.13550204355586903,0.19771109895313113,0.6494259134432495,20000,5403,19000,4863,18000,4404,16000,3491,14000,2657,10000,1496,6000,603
d3_at_q4_5/Z/r50,3,q4_5,Z,50,mwpm_gap,rl,20000,5465,0.15783996601919442,0.11541003398080561,0.19343624603405946,0.5973843121593224,20000,5465,19000,4979,18000,4489,16000,3547,14000,2683,10000,1490,6000,611
d3_at_q4_5/Z/r70,3,q4_5,Z,70,mwpm_gap,si1000,20000,6730,0.16872623391129474,0.1677737660887053,0.23860761278950562,0.7554082697007574,20000,6730,19000,6216,18000,5690,16000,4774,14000,3827,10000,2223,6000,1023
d3_at_q4_5/Z/r70,3,q4_5,Z,70,mwpm_gap,rl,20000,6575,0.19178464207826404,0.13696535792173603,0.22888350184549555,0.6860748113281897,20000,6575,19000,6125,18000,5639,16000,4698,14000,3757,10000,2219,6000,1008
d3_at_q4_5/Z/r90,3,q4_5,Z,90,mwpm_gap,si1000,20000,8214,0.21809666779315776,0.19260333220684225,0.28102245402049103,0.8499789836275559,20000,8214,19000,7698,18000,7210,16000,6266,14000,5331,10000,3453,6000,1851
d3_at_q4_5/Z/r90,3,q4_5,Z,90,mwpm_gap,rl,20000,8018,0.2379016727327574,0.16440420516761578,0.2686980855552115,0.7800754963137121,20000,8018,19000,7580,18000,7083,16000,6153,14000,5158,10000,3349,6000,1822
d3_at_q4_5/Z/r110,3,q4_5,Z,110,mwpm_gap,si1000,20000,8310,0.22156396952611784,0.1939360304738822,0.2809188467999876,0.844754309630892,20000,8310,19000,7800,18000,7288,16000,6299,14000,5375,10000,3470,6000,1809
d3_at_q4_5/Z/r110,3,q4_5,Z,110,mwpm_gap,rl,20000,8162,0.2442540141243242,0.1645073718758693,0.27022416442073466,0.7804578911360232,20000,8162,19000,7712,18000,7225,16000,6248,14000,5297,10000,3414,6000,1806
d3_at_q4_5/Z/r130,3,q4_5,Z,130,mwpm_gap,si1000,20000,8784,0.24540756651638612,0.1937924334836139,0.28754282657519636,0.8457235109970781,20000,8784,19000,8282,18000,7753,16000,6766,14000,5780,10000,3792,6000,2054
d3_at_q4_5/Z/r130,3,q4_5,Z,130,mwpm_gap,rl,20000,8640,0.2669807297384074,0.1650192702615926,0.27810396526545905,0.7926347093032615,20000,8640,19000,8129,18000,7655,16000,6690,14000,5730,10000,3847,6000,2029
d3_at_q4_5/Z/r150,3,q4_5,Z,150,mwpm_gap,si1000,20000,9209,0.26297096848019064,0.19747903151980936,0.2951431609838144,0.8564509016163625,20000,9209,19000,8681,18000,8157,16000,7170,14000,6174,10000,4228,6000,2271
d3_at_q4_5/Z/r150,3,q4_5,Z,150,mwpm_gap,rl,20000,8999,0.28416647658392674,0.1657835234160733,0.28249742289831004,0.7991168425963279,20000,8999,19000,8487,18000,7990,16000,7029,14000,6079,10000,4073,6000,2232
d3_at_q4_5/Z/r170,3,q4_5,Z,170,mwpm_gap,si1000,20000,9206,0.27635395915666405,0.18394604084333596,0.29516997101802434,0.8500973503869019,20000,9206,19000,8698,18000,8193,16000,7243,14000,6291,10000,4366,6000,2478
d3_at_q4_5/Z/r170,3,q4_5,Z,170,mwpm_gap,rl,20000,9234,0.2974845947461164,0.16438748896778826,0.2857692235818161,0.8035873582067159,20000,9234,19000,8732,18000,8256,16000,7242,14000,6221,10000,4296,6000,2449
d3_at_q4_5/Z/r190,3,q4_5,Z,190,mwpm_gap,si1000,20000,9607,0.2940239535371614,0.18632604646283868,0.2959974301214401,0.840258001505855,20000,9607,19000,9115,18000,8588,16000,7584,14000,6592,10000,4613,6000,2573
d3_at_q4_5/Z/r190,3,q4_5,Z,190,mwpm_gap,rl,20000,9413,0.3163191191767943,0.15433088082320573,0.2851130145547457,0.7972505533941903,20000,9413,19000,8922,18000,8410,16000,7415,14000,6472,10000,4498,6000,2584
d3_at_q4_5/Z/r210,3,q4_5,Z,210,mwpm_gap,si1000,20000,9611,0.3037784158360986,0.17677158416390137,0.29507798098956156,0.8349771738131095,20000,9611,19000,9102,18000,8609,16000,7598,14000,6639,10000,4665,6000,2692
d3_at_q4_5/Z/r210,3,q4_5,Z,210,mwpm_gap,rl,20000,9529,0.32349184004549486,0.15356161530388565,0.2859503729165781,0.7977001311889637,20000,9529,19000,9014,18000,8549,16000,7561,14000,6576,10000,4578,6000,2672
d3_at_q4_5/Z/r230,3,q4_5,Z,230,mwpm_gap,si1000,20000,9559,0.3174082783293649,0.1605417216706351,0.28875181815872786,0.8115360041914141,20000,9559,19000,9063,18000,8563,16000,7599,14000,6614,10000,4649,6000,2697
d3_at_q4_5/Z/r230,3,q4_5,Z,230,mwpm_gap,rl,20000,9578,0.3364451493880549,0.1457195331756455,0.2833777837686862,0.7868389356629938,20000,9578,19000,9112,18000,8622,16000,7653,14000,6636,10000,4663,6000,2700
d3_at_q4_5/Z/r250,3,q4_5,Z,250,mwpm_gap,si1000,20000,9883,0.32617712063263915,0.16797287936736086,0.29260261216564487,0.8186270953102096,20000,9883,19000,9373,18000,8885,16000,7885,14000,6867,10000,4836,6000,2853
d3_at_q4_5/Z/r250,3,q4_5,Z,250,mwpm_gap,rl,20000,9824,0.3462472198349632,0.14617771025239526,0.28471787246130636,0.7883354613496527,20000,9824,19000,9337,18000,8843,16000,7860,14000,6872,10000,4825,6000,2851
d3_at_q4_9/X/r01,3,q4_9,X,1,mwpm_gap,si1000,20000,94,0.0022516324790124243,0.0025031393243840666,0.004123167797279681,0.019167506455683315,20000,94,19000,35,18000,2,16000,0,14000,0,10000,0,6000,0
d3_at_q4_9/X/r01,3,q4_9,X,1,mwpm_gap,rl,20000,99,0.003230017476923189,0.0017226257377620537,0.004111315337980446,0.018816029457597097,20000,99,19000,33,18000,4,16000,1,14000,1,10000,0,6000,0
d3_at_q4_9/X/r01,3,q4_9,X,1,exact,si1000,20000,94,0.002448111832206216,0.002254417741572772,0.004086211625633005,0.01845086183889967,20000,94,19000,34,18000,2,16000,1,14000,1,10000,0,6000,0
d3_at_q4_9/X/r01,3,q4_9,X,1,exact,rl,20000,97,0.0036318552882033586,0.0012251320314216312,0.0040614891440944505,0.017796477352100926,20000,97,19000,33,18000,4,16000,0,14000,0,10000,0,6000,0
d3_at_q4_9/X/r10,3,q4_9,X,10,mwpm_gap,si1000,20000,1621,0.0381459163857647,0.042904270224672324,0.06510151609246227,0.2587944977942052,20000,1621,19000,1174,18000,852,16000,579,14000,427,10000,205,6000,7
d3_at_q4_9/X/r10,3,q4_9,X,10,mwpm_gap,rl,20000,1670,0.05422976763721722,0.0292724687253202,0.06423680584222326,0.23325933783784109,20000,1670,19000,1183,18000,853,16000,600,14000,440,10000,181,6000,9
d3_at_q4_9/X/r30,3,q4_9,X,30,mwpm_gap,si1000,20000,4503,0.10294741048998508,0.12220258951001495,0.17005990275617766,0.61497321744991,20000,4503,19000,4002,18000,3512,16000,2577,14000,1944,10000,1079,6000,576
d3_at_q4_9/X/r30,3,q4_9,X,30,mwpm_gap,rl,20000,4506,0.13524528248081294,0.09005471751918705,0.16267302181585844,0.5274847060931751,20000,4506,19000,4010,18000,3485,16000,2660,14000,1931,10000,1127,6000,566
d3_at_q4_9/X/r50,3,q4_9,X,50,mwpm_gap,si1000,20000,6454,0.15393909928668853,0.16876090071331146,0.23347676374409115,0.7890157285691501,20000,6454,19000,5957,18000,5452,16000,4464,14000,3523,10000,2030,6000,1024
d3_at_q4_9/X/r50,3,q4_9,X,50,mwpm_gap,rl,20000,6463,0.19061666610387346,0.13253333389612654,0.22111278099165319,0.6751810535592675,20000,6463,19000,5977,18000,5437,16000,4467,14000,3570,10000,2043,6000,1039
d3_at_q4_9/X/r70,3,q4_9,X,70,mwpm_gap,si1000,20000,7587,0.1940337123681778,0.1853162876318222,0.26497362720259426,0.8565700751826496,20000,7587,19000,7092,18000,6596,16000,5620,14000,4623,10000,2864,6000,1430
d3_at_q4_9/X/r70,3,q4_9,X,70,mwpm_gap,rl,20000,7584,0.2293645221693062,0.15242019760596778,0.2502369469652829,0.7395108917797936,20000,7584,19000,7093,18000,6634,16000,5614,14000,4608,10000,2853,6000,1418
d3_at_q4_9/X/r90,3,q4_9,X,90,mwpm_gap,si1000,20000,9003,0.25156897312858373,0.1985810268714163,0.29803284242258943,0.9068342997799679,20000,9003,19000,8503,18000,8019,16000,7032,14000,6049,10000,4147,6000,2258
d3_at_q4_9/X/r90,3,q4_9,X,90,mwpm_gap,rl,20000,9106,0.2829780754507747,0.17252420595615237,0.2842908718586986,0.8119422641106129,20000,9106,19000,8605,18000,8117,16000,7150,14000,6164,10000,4077,6000,2296
d3_at_q4_9/X/r110,3,q4_9,X,110,mwpm_gap,si1000,20000,9016,0.2616826582053969,0.18911734179460313,0.29313824807599537,0.8881543378435439,20000,9016,19000,8516,18000,8019,16000,7032,14000,6074,10000,4074,6000,2246
d3_at_q4_9/X/r110,3,q4_9,X,110,mwpm_gap,rl,20000,9087,0.29477064213527776,0.1607819651109476,0.27769416692397525,0.7883567158676407,20000,9087,19000,8594,18000,8106,16000,7046,14000,6027,10000,4070,6000,2228
d3_at_q4_9/X/r130,3,q4_9,X,130,mwpm_gap,si1000,20000,9111,0.2694304783883933,0.18611952161160672,0.2931500891912922,0.8812757829522713,20000,9111,19000,8621,18000,8101,16000,7095,14000,6124,10000,4170,6000,2320
d3_at_q4_9/X/r130,3,q4_9,X,130,mwpm_gap,rl,20000,9099,0.30125765046678027,0.15729563427616897,0.2784207447266908,0.7887837834515342,20000,9099,19000,8614,18000,8137,16000,7137,14000,6121,10000,4136,6000,2324
d3_at_q4_9/X/r150,3,q4_9,X,150,mwpm_gap,si1000,20000,9408,0.29129891466547836,0.1791010853345217,0.29402304923874206,0.8661824280298375,20000,9408,19000,8906,18000,8414,16000,7395,14000,6402,10000,4448,6000,2514
d3_at_q4_9/X/r150,3,q4_9,X,150,mwpm_gap,rl,20000,9373,0.32203406001807244,0.14661593998192757,0.279937299372995,0.7843852931859452,20000,9373,19000,8851,18000,8377,16000,7402,14000,6423,10000,4473,6000,2540
d3_at_q4_9/X/r170,3,q4_9,X,170,mwpm_gap,si1000,20000,9767,0.32159675293418555,0.16675324706581449,0.2909640320138617,0.834751234662694,20000,9767,19000,9237,18000,8747,16000,7733,14000,6714,10000,4724,6000,2737
d3_at_q4_9/X/r170,3,q4_9,X,170,mwpm_gap,rl,20000,9619,0.3487598887597484,0.13429295102956806,0.2785509430807102,0.7727140255847232,20000,9619,19000,9137,18000,8631,16000,7663,14000,6717,10000,4734,6000,2769
d3_at_q4_9/X/r190,3,q4_9,X,190,mwpm_gap,si1000,20000,9735,0.3245042251906492,0.16224577480935076,0.2912059466840766,0.8341376428858907,20000,9735,19000,9235,18000,8754,16000,7769,14000,6789,10000,4779,6000,2779
d3_at_q4_9/X/r190,3,q4_9,X,190,mwpm_gap,rl,20000,9777,0.35092477522062543,0.13792522477937452,0.2794516979101359,0.7740704855560828,20000,9777,19000,9244,18000,8735,16000,7753,14000,6774,10000,4806,6000,2784
d3_at_q4_9/X/r210,3,q4_9,X,210,mwpm_gap,si1000,20000,9862,0.33285680731855094,0.16024319268144904,0.29038194504989967,0.8258942839113959,20000,9862,19000,9368,18000,8860,16000,7857,14000,6880,10000,4881,6000,2836
d3_at_q4_9/X/r210,3,q4_9,X,210,mwpm_gap,rl,20000,9861,0.3588820783138499,0.13416792168615002,0.27858526374404463,0.7698379206766574,20000,9861,19000,9345,18000,8861,16000,7844,14000,6834,10000,4833,6000,2842
d3_at_q4_9/X/r230,3,q4_9,X,230,mwpm_gap,si1000,20000,10032,0.34629457060117186,0.15530542939882816,0.2867954772345352,0.8075832856408838,20000,10032,19000,9530,18000,9025,16000,7975,14000,6976,10000,4902,6000,2896
d3_at_q4_9/X/r230,3,q4_9,X,230,mwpm_gap,rl,20000,9880,0.37168143242885715,0.12231856757114287,0.27486227215894743,0.7576440643850111,20000,9880,19000,9381,18000,8883,16000,7869,14000,6882,10000,4865,6000,2896
d3_at_q4_9/X/r250,3,q4_9,X,250,mwpm_gap,si1000,20000,10020,0.3556026258365193,0.14539737416348072,0.2851573341635958,0.7999728055896652,20000,10020,19000,9490,18000,9018,16000,7997,14000,7008,10000,4986,6000,2980
d3_at_q4_9/X/r250,3,q4_9,X,250,mwpm_gap,rl,20000,10020,0.379595892534956,0.12140410746504395,0.27529576705154046,0.7571193484484222,20000,10020,19000,9530,18000,9012,16000,8009,14000,7006,10000,4966,6000,2971
d3_at_q4_9/Z/r01,3,q4_9,Z,1,mwpm_gap,si1000,20000,80,0.0019445452782601727,0.0020567780170864056,0.0036993341743173564,0.01739914660251517,20000,80,19000,33,18000,1,16000,0,14000,0,10000,0,6000,0
d3_at_q4_9/Z/r01,3,q4_9,Z,1,mwpm_gap,rl,20000,86,0.002561017755718615,0.0017417172162565852,0.0037070860246896844,0.01705843621748031,20000,86,19000,22,18000,7,16000,0,14000,0,10000,0,6000,0
d3_at_q4_9/Z/r01,3,q4_9,Z,1,exact,si1000,20000,81,0.0020972758271893648,0.001955547998118619,0.0036609737972532613,0.016945572068715838,20000,81,19000,33,18000,2,16000,0,14000,0,10000,0,6000,0
d3_at_q4_9/Z/r01,3,q4_9,Z,1,exact,rl,20000,80,0.0028095188624280574,0.0011971563491568816,0.003631135940162681,0.016297224582150025,20000,80,19000,22,18000,6,16000,0,14000,0,10000,0,6000,0
d3_at_q4_9/Z/r10,3,q4_9,Z,10,mwpm_gap,si1000,20000,1507,0.037250335845933326,0.038099829565985,0.05958467177521417,0.2298380082576917,20000,1507,19000,1038,18000,766,16000,492,14000,328,10000,117,6000,7
d3_at_q4_9/Z/r10,3,q4_9,Z,10,mwpm_gap,rl,20000,1448,0.04878485529682323,0.023616855356901768,0.05725550919677589,0.20663570366960662,20000,1448,19000,1014,18000,748,16000,484,14000,327,10000,115,6000,7
d3_at_q4_9/Z/r30,3,q4_9,Z,30,mwpm_gap,si1000,20000,3984,0.09551034814916806,0.10368965185083195,0.15358739095704824,0.5334172518315904,20000,3984,19000,3500,18000,3044,16000,2256,14000,1697,10000,889,6000,406
d3_at_q4_9/Z/r30,3,q4_9,Z,30,mwpm_gap,rl,20000,3940,0.11797510593567413,0.07902489406432589,0.14656582991867434,0.47760348885173687,20000,3940,19000,3436,18000,2992,16000,2220,14000,1662,10000,873,6000,360
d3_at_q4_9/Z/r50,3,q4_9,Z,50,mwpm_gap,si1000,20000,5704,0.13839038541546692,0.14680961458453315,0.21203551595362388,0.6945217808112343,20000,5704,19000,5204,18000,4769,16000,3759,14000,2989,10000,1694,6000,815
d3_at_q4_9/Z/r50,3,q4_9,Z,50,mwpm_gap,rl,20000,5647,0.16437306254921483,0.11797693745078523,0.20093308134554502,0.6214947868552697,20000,5647,19000,5161,18000,4626,16000,3726,14000,2952,10000,1682,6000,816
d3_at_q4_9/Z/r70,3,q4_9,Z,70,mwpm_gap,si1000,20000,7043,0.17742103365740913,0.17472896634259089,0.2519569609706645,0.7870207719269845,20000,7043,19000,6548,18000,6048,16000,5154,14000,4163,10000,2523,6000,1272
d3_at_q4_9/Z/r70,3,q4_9,Z,70,mwpm_gap,rl,20000,6988,0.2032067387507669,0.14619326124923313,0.23974324217102794,0.714531800532233,20000,6988,19000,6527,18000,6011,16000,5034,14000,4141,10000,2523,6000,1207
d3_at_q4_9/Z/r90,3,q4_9,Z,90,mwpm_gap,si1000,20000,8989,0.2480969296472414,0.20248545572548313,0.2989147897536171,0.8815625105595082,20000,8989,19000,8494,18000,8013,16000,7029,14000,6059,10000,4119,6000,2283
d3_at_q4_9/Z/r90,3,q4_9,Z,90,mwpm_gap,rl,20000,8938,0.27207487802646063,0.1748251219735393,0.2839738305498979,0.8104136483971277,20000,8938,19000,8450,18000,7926,16000,6918,14000,5968,10000,4063,6000,2260
d3_at_q4_9/Z/r110,3,q4_9,Z,110,mwpm_gap,si1000,20000,8554,0.22871243820024437,0.19898756179975566,0.2880390056936835,0.8602659702876794,20000,8554,19000,8027,18000,7490,16000,6502,14000,5562,10000,3675,6000,2022
d3_at_q4_9/Z/r110,3,q4_9,Z,110,mwpm_gap,rl,20000,8380,0.2533289988085555,0.16567100119144454,0.2741359504956179,0.790888751917968,20000,8380,19000,7934,18000,7448,16000,6448,14000,5475,10000,3627,6000,1990
d3_at_q4_9/Z/r130,3,q4_9,Z,130,mwpm_gap,si1000,20000,9021,0.264064502015397,0.186985497984603,0.2934825380981484,0.8518514468238627,20000,9021,19000,8513,18000,8060,16000,7054,14000,6089,10000,4182,6000,2339
