key,distance,patch,basis,rounds,method,prior,alpha,rule,keep,cal_n,cal_errors,test_n,test_errors,test_rate,exceed,sig_exceed
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,si1000,0.03,naive_raw,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,si1000,0.03,naive_platt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,si1000,0.1,ltt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,si1000,0.1,plugin,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,si1000,0.1,naive_raw,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,si1000,0.1,naive_platt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.001,ltt,0.85,12949,0,12946,0,0.0,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.001,plugin,0.9,13574,12,13557,7,0.000516338422954931,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.001,naive_raw,0.95,14380,32,14355,21,0.0014629049111807733,1,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.001,naive_platt,0.9,13574,12,13557,7,0.000516338422954931,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.003,ltt,0.95,14380,32,14355,21,0.0014629049111807733,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.003,plugin,0.95,14380,32,14355,21,0.0014629049111807733,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.003,naive_raw,1.0,15000,83,15000,73,0.004866666666666667,1,1
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.003,naive_platt,0.95,14380,32,14355,21,0.0014629049111807733,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.01,ltt,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.01,plugin,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.01,naive_raw,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.01,naive_platt,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.03,ltt,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.03,plugin,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.03,naive_raw,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.03,naive_platt,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.1,ltt,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.1,plugin,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.1,naive_raw,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,mwpm_gap,rl,0.1,naive_platt,1.0,15000,83,15000,73,0.004866666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.001,ltt,0.9,13545,7,13540,5,0.00036927621861152144,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.001,plugin,0.9,13545,7,13540,5,0.00036927621861152144,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.001,naive_raw,0.95,14309,43,14270,30,0.002102312543798178,1,1
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.001,naive_platt,0.9,13545,7,13540,5,0.00036927621861152144,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.003,ltt,0.9,13545,7,13540,5,0.00036927621861152144,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.003,plugin,0.9,13545,7,13540,5,0.00036927621861152144,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.003,naive_raw,1.0,15000,83,15000,72,0.0048,1,1
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.003,naive_platt,0.95,14309,43,14270,30,0.002102312543798178,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.01,ltt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.01,plugin,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.01,naive_raw,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.01,naive_platt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.03,ltt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.03,plugin,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.03,naive_raw,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.03,naive_platt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.1,ltt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.1,plugin,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.1,naive_raw,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,si1000,0.1,naive_platt,1.0,15000,83,15000,72,0.0048,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.001,ltt,0.85,12946,0,12943,0,0.0,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.001,plugin,0.9,13544,8,13527,6,0.00044355732978487467,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.001,naive_raw,0.95,14477,35,14461,26,0.0017979392849733766,1,1
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.001,naive_platt,0.9,13544,8,13527,6,0.00044355732978487467,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.003,ltt,0.9,13544,8,13527,6,0.00044355732978487467,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.003,plugin,0.95,14477,35,14461,26,0.0017979392849733766,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.003,naive_raw,0.95,14477,35,14461,26,0.0017979392849733766,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.003,naive_platt,0.95,14477,35,14461,26,0.0017979392849733766,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.01,ltt,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.01,plugin,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.01,naive_raw,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.01,naive_platt,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.03,ltt,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.03,plugin,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.03,naive_raw,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.03,naive_platt,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.1,ltt,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.1,plugin,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.1,naive_raw,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r01,3,q10_7,Z,1,exact,rl,0.1,naive_platt,1.0,15000,75,15000,70,0.004666666666666667,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.001,plugin,0.3,4697,2,4517,3,0.0006641576267434137,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.001,naive_raw,0.35,5575,29,5436,31,0.005702722590139809,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.001,naive_platt,0.3,4697,2,4517,3,0.0006641576267434137,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.003,ltt,0.3,4697,2,4517,3,0.0006641576267434137,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.003,plugin,0.3,4697,2,4517,3,0.0006641576267434137,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.003,naive_raw,0.55,8710,204,8749,178,0.02034518230654932,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.003,naive_platt,0.3,4697,2,4517,3,0.0006641576267434137,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.01,ltt,0.35,5575,29,5436,31,0.005702722590139809,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.01,plugin,0.35,5575,29,5436,31,0.005702722590139809,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.01,naive_raw,0.85,12701,433,12614,373,0.029570318693515143,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.01,naive_platt,0.45,6895,99,6821,78,0.011435273420319601,1,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.03,ltt,0.6,9485,239,9550,215,0.022513089005235604,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.03,plugin,0.75,11176,328,11223,277,0.024681457720752028,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.03,naive_raw,0.95,14227,816,14216,786,0.055289814293753514,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.03,naive_platt,0.75,11176,328,11223,277,0.024681457720752028,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.1,ltt,1.0,15000,1225,15000,1199,0.07993333333333333,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.1,plugin,1.0,15000,1225,15000,1199,0.07993333333333333,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.1,naive_raw,1.0,15000,1225,15000,1199,0.07993333333333333,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,si1000,0.1,naive_platt,1.0,15000,1225,15000,1199,0.07993333333333333,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.001,plugin,0.3,4590,1,4423,3,0.0006782726656115759,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.001,naive_raw,0.35,5319,15,5223,22,0.00421213861765269,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.001,naive_platt,0.3,4590,1,4423,3,0.0006782726656115759,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.003,ltt,0.3,4590,1,4423,3,0.0006782726656115759,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.003,plugin,0.35,5319,15,5223,22,0.00421213861765269,1,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.003,naive_raw,0.45,6769,60,6731,62,0.009211112761848165,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.003,naive_platt,0.35,5319,15,5223,22,0.00421213861765269,1,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.01,ltt,0.4,6278,46,6253,45,0.00719654565808412,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.01,plugin,0.45,6769,60,6731,62,0.009211112761848165,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.01,naive_raw,0.7,10919,297,10954,264,0.024100785101332848,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.01,naive_platt,0.45,6769,60,6731,62,0.009211112761848165,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.03,ltt,0.7,10919,297,10954,264,0.024100785101332848,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.03,plugin,0.7,10919,297,10954,264,0.024100785101332848,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.03,naive_raw,0.95,14198,760,14205,734,0.051671946497712076,1,1
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.03,naive_platt,0.75,11670,355,11638,308,0.026465028355387523,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.1,ltt,1.0,15000,1096,15000,1084,0.07226666666666667,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.1,plugin,1.0,15000,1096,15000,1084,0.07226666666666667,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.1,naive_raw,1.0,15000,1096,15000,1084,0.07226666666666667,0,0
d3_at_q10_7/Z/r10,3,q10_7,Z,10,mwpm_gap,rl,0.1,naive_platt,1.0,15000,1096,15000,1084,0.07226666666666667,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.001,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.001,naive_raw,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.001,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.003,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.003,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.003,naive_raw,0.1,1585,54,1677,78,0.046511627906976744,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.003,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.01,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.01,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.01,naive_raw,0.45,6810,495,6769,508,0.0750480130004432,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.01,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.03,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.03,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.03,naive_raw,0.75,11439,1403,11470,1417,0.12353966870095902,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.03,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.1,ltt,0.6,8947,783,8941,825,0.09227155799127615,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.1,plugin,0.6,8947,783,8941,825,0.09227155799127615,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.1,naive_raw,1.0,15000,2993,15000,3057,0.2038,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,si1000,0.1,naive_platt,0.6,8947,783,8941,825,0.09227155799127615,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.001,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.001,naive_raw,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.001,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.003,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.003,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.003,naive_raw,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.003,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.01,ltt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.01,plugin,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.01,naive_raw,0.05,1033,16,1076,25,0.023234200743494422,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.01,naive_platt,,,,,,,,
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.03,ltt,0.05,1033,16,1076,25,0.023234200743494422,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.03,plugin,0.15,2336,67,2346,92,0.0392156862745098,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.03,naive_raw,0.55,8679,731,8691,787,0.0905534460936601,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.03,naive_platt,0.05,1033,16,1076,25,0.023234200743494422,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.1,ltt,0.6,8965,779,8942,829,0.09270856631626034,0,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.1,plugin,0.65,9664,943,9660,980,0.10144927536231885,1,0
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.1,naive_raw,0.9,13579,2194,13531,2249,0.16621092306555318,1,1
d3_at_q10_7/Z/r30,3,q10_7,Z,30,mwpm_gap,rl,0.1,naive_platt,0.65,9664,943,9660,980,0.10144927536231885,1,0
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.001,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.001,naive_raw,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.001,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.003,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.003,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.003,naive_raw,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.003,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.01,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.01,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.01,naive_raw,0.05,1131,121,1105,115,0.10407239819004525,1,1
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.01,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.03,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.03,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.03,naive_raw,0.5,7615,1275,7547,1234,0.16350867894527626,1,1
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.03,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.1,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.1,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.1,naive_raw,0.85,12974,3305,12821,3162,0.24662662818812886,1,1
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,si1000,0.1,naive_platt,0.05,1131,121,1105,115,0.10407239819004525,1,0
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.001,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.001,naive_raw,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.001,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.003,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.003,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.003,naive_raw,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.003,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.01,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.01,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.01,naive_raw,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.01,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.03,ltt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.03,plugin,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.03,naive_raw,0.25,4088,521,3986,507,0.12719518314099348,1,1
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.03,naive_platt,,,,,,,,
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.1,ltt,0.05,719,44,689,51,0.07402031930333818,0,0
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.1,plugin,0.1,1557,142,1527,149,0.09757694826457106,0,0
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.1,naive_raw,0.75,11265,2440,11250,2362,0.20995555555555556,1,1
d3_at_q10_7/Z/r50,3,q10_7,Z,50,mwpm_gap,rl,0.1,naive_platt,0.1,1557,142,1527,149,0.09757694826457106,0,0
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.001,ltt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.001,plugin,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.001,naive_raw,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.001,naive_platt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.003,ltt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.003,plugin,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.003,naive_raw,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.003,naive_platt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.01,ltt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.01,plugin,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.01,naive_raw,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.01,naive_platt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.03,ltt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.03,plugin,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.03,naive_raw,0.25,3891,799,3866,752,0.19451629591308847,1,1
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.03,naive_platt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.1,ltt,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.1,plugin,,,,,,,,
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.1,naive_raw,0.65,9771,2969,9925,2994,0.3016624685138539,1,1
d3_at_q10_7/Z/r70,3,q10_7,Z,70,mwpm_gap,si1000,0.1,naive_platt,,,,,,,,
