axis,source,target,distance,basis,rounds,patch,method,prior,calibrator,ece,nll
patch,d5_at_q8_7/X/r10,d5_at_q6_9/X/r10,5,X,10,q6_9,mwpm_gap,rl,isotonic,0.0051015068448796224,0.14725833955754544
pooled,pool:d5/X/r10 without q6_9 (3 patches),d5_at_q6_9/X/r10,5,X,10,q6_9,mwpm_gap,rl,platt,0.002964206268995014,0.1468029803119272
pooled,pool:d5/X/r10 without q6_9 (3 patches),d5_at_q6_9/X/r10,5,X,10,q6_9,mwpm_gap,rl,isotonic,0.003192795188240867,0.14685696533476778
same,d5_at_q6_9/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.0067225251314518165,0.3985920457121243
same,d5_at_q6_9/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.006792701227871172,0.3991239329738902
sim,sim:d5_at_q6_9/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.0326723531547648,0.40425575292371935
sim,sim:d5_at_q6_9/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.03266760860802743,0.40507036414900344
basis,d5_at_q6_9/Z/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.006569586248367341,0.39855062420256765
basis,d5_at_q6_9/Z/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.00649275846570629,0.40381827394860736
patch,d5_at_q4_7/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.009842219076525794,0.39879700276470975
patch,d5_at_q4_7/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.010423079993017007,0.39936470589829803
patch,d5_at_q6_5/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.01136852485782174,0.39899871975549545
patch,d5_at_q6_5/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.011919494302119712,0.3999700355222975
patch,d5_at_q8_7/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.005792720592049658,0.3985608915890459
patch,d5_at_q8_7/X/r30,d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.008911375490679187,0.3995327433714967
pooled,pool:d5/X/r30 without q6_9 (3 patches),d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,platt,0.008053604797172929,0.3986713914793334
pooled,pool:d5/X/r30 without q6_9 (3 patches),d5_at_q6_9/X/r30,5,X,30,q6_9,mwpm_gap,rl,isotonic,0.007948517631031325,0.3990328211007048
same,d5_at_q6_9/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.015300537023412138,0.48575694322984697
same,d5_at_q6_9/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.013291011296116094,0.48708683106289397
sim,sim:d5_at_q6_9/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.029922436569166704,0.4881392644141438
sim,sim:d5_at_q6_9/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.029653227499979017,0.48932293625167905
basis,d5_at_q6_9/Z/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.015458955051805936,0.48566125753543643
basis,d5_at_q6_9/Z/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.011244285116633087,0.48599159376452145
patch,d5_at_q4_7/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.01679580293543497,0.4858403275031428
patch,d5_at_q4_7/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.012701161007599016,0.4868142937967647
patch,d5_at_q6_5/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.015112513464824732,0.4857088520570812
patch,d5_at_q6_5/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.012084547826255914,0.4861640501956776
patch,d5_at_q8_7/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.015291125469640633,0.4856896973567337
patch,d5_at_q8_7/X/r50,d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.009897108153719619,0.4860002980919852
pooled,pool:d5/X/r50 without q6_9 (3 patches),d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,platt,0.015248880472259953,0.4856222109060519
pooled,pool:d5/X/r50 without q6_9 (3 patches),d5_at_q6_9/X/r50,5,X,50,q6_9,mwpm_gap,rl,isotonic,0.009485760439236763,0.4856711310630114
same,d5_at_q6_9/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.0003646216034110407,0.004879362222062023
same,d5_at_q6_9/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.000303322831252167,0.0050487632875941945
sim,sim:d5_at_q6_9/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.00012773184332339854,0.00482684462478754
sim,sim:d5_at_q6_9/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.00046480170718344053,0.005821207403414928
basis,d5_at_q6_9/X/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.0005721612237910426,0.004931845722250909
basis,d5_at_q6_9/X/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.0007131662236441707,0.004806619669165757
patch,d5_at_q4_7/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.0002735284503775329,0.004912317360350115
patch,d5_at_q4_7/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.0001519769183169357,0.00518939345764851
patch,d5_at_q6_5/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.0005053618511318707,0.004945505438436082
patch,d5_at_q6_5/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.0005132109573991019,0.0061273220432375725
patch,d5_at_q8_7/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.00032479978890841447,0.004870027491903235
patch,d5_at_q8_7/Z/r01,d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.0002658576169811705,0.00504574349604753
pooled,pool:d5/Z/r1 without q6_9 (3 patches),d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,platt,0.00015808477862407078,0.004833437591515809
pooled,pool:d5/Z/r1 without q6_9 (3 patches),d5_at_q6_9/Z/r01,5,Z,1,q6_9,mwpm_gap,rl,isotonic,0.00015321839711023572,0.004936900834406798
same,d5_at_q6_9/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.0025561740880284045,0.14223214479325366
same,d5_at_q6_9/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.003730916628501802,0.14237200447787604
sim,sim:d5_at_q6_9/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.0035149215908358224,0.14240175087831236
sim,sim:d5_at_q6_9/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.004112345650579114,0.14261424823223087
basis,d5_at_q6_9/X/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.008164960139752452,0.14294529111733043
basis,d5_at_q6_9/X/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.008833017643684273,0.14423240507562834
patch,d5_at_q4_7/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.0033186976143605904,0.14236201880110477
patch,d5_at_q4_7/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.004693126754034055,0.1442869417272655
patch,d5_at_q6_5/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.002893153201176989,0.14227858503212232
patch,d5_at_q6_5/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.004444710944323855,0.14347894173119996
patch,d5_at_q8_7/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.003886023195040549,0.1424202221285587
patch,d5_at_q8_7/Z/r10,d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.004497219132300338,0.14437343788472545
pooled,pool:d5/Z/r10 without q6_9 (3 patches),d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,platt,0.0031947395616546952,0.14233386015588712
pooled,pool:d5/Z/r10 without q6_9 (3 patches),d5_at_q6_9/Z/r10,5,Z,10,q6_9,mwpm_gap,rl,isotonic,0.003701022815157533,0.14371374869665626
same,d5_at_q6_9/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.008693753531384603,0.4293866224146236
same,d5_at_q6_9/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.007182446605152686,0.4313652631997575
sim,sim:d5_at_q6_9/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.02403419268668138,0.43227487778394025
sim,sim:d5_at_q6_9/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.02314609433532663,0.4334202870675021
basis,d5_at_q6_9/X/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.009133573034623367,0.4294352020552401
basis,d5_at_q6_9/X/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.007427470946162735,0.4297807644536591
patch,d5_at_q4_7/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.014798219573295907,0.43023849331769165
patch,d5_at_q4_7/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.013631542460441773,0.43045403470462806
patch,d5_at_q6_5/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.01594931909248383,0.43022730014703997
patch,d5_at_q6_5/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.016693349630317867,0.43099220379928055
patch,d5_at_q8_7/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.011340899012924616,0.42976509881388064
patch,d5_at_q8_7/Z/r30,d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.011874643631117376,0.431173221839108
pooled,pool:d5/Z/r30 without q6_9 (3 patches),d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,platt,0.014061745266739869,0.43003564500646124
pooled,pool:d5/Z/r30 without q6_9 (3 patches),d5_at_q6_9/Z/r30,5,Z,30,q6_9,mwpm_gap,rl,isotonic,0.014621650633353902,0.4300395860408778
same,d5_at_q6_9/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.010053332943904411,0.4941371953403457
same,d5_at_q6_9/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.009290003300346438,0.4949615038817248
sim,sim:d5_at_q6_9/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.020434941821447963,0.4954496882012288
sim,sim:d5_at_q6_9/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.020051599061389442,0.4968117161097754
basis,d5_at_q6_9/X/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.007962329234398925,0.4941835101746875
basis,d5_at_q6_9/X/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.011099064555689018,0.4949851310456721
patch,d5_at_q4_7/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.01852035429048395,0.49511149224549217
patch,d5_at_q4_7/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.016313601884517807,0.49647694575669327
patch,d5_at_q6_5/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.024564496419981464,0.4959520504427689
patch,d5_at_q6_5/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.022909789983675617,0.4971964230092849
patch,d5_at_q8_7/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.011472284715410208,0.49425162234375203
patch,d5_at_q8_7/Z/r50,d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.012642322293569765,0.49576891026413633
pooled,pool:d5/Z/r50 without q6_9 (3 patches),d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,platt,0.01736696231130259,0.49494461003924445
pooled,pool:d5/Z/r50 without q6_9 (3 patches),d5_at_q6_9/Z/r50,5,Z,50,q6_9,mwpm_gap,rl,isotonic,0.015983547918404693,0.4962030613229128
same,d5_at_q8_7/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.0012362429570228442,0.011352518000871554
same,d5_at_q8_7/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.0011815784640247515,0.011612617984027082
sim,sim:d5_at_q8_7/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.002178541171172373,0.013411417938917291
sim,sim:d5_at_q8_7/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.0023613255995461615,0.014991211047230703
basis,d5_at_q8_7/Z/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.00094678940981913,0.011731525113936752
basis,d5_at_q8_7/Z/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.0011160232329046576,0.011794645576012402
patch,d5_at_q4_7/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.001105105962347313,0.011349724295670579
patch,d5_at_q4_7/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.0010130338475446907,0.01221761861808401
patch,d5_at_q6_5/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.0009576308173705517,0.011667923074381671
patch,d5_at_q6_5/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.0009156809159973186,0.013322637047970954
patch,d5_at_q6_9/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.00061360271732414,0.011450368080706212
patch,d5_at_q6_9/X/r01,d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.000507444535289566,0.013293788958347343
pooled,pool:d5/X/r1 without q8_7 (3 patches),d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,platt,0.0008997911505612033,0.011421482721328155
pooled,pool:d5/X/r1 without q8_7 (3 patches),d5_at_q8_7/X/r01,5,X,1,q8_7,mwpm_gap,rl,isotonic,0.0008264345601504726,0.013155303689086665
same,d5_at_q8_7/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.006700957664358708,0.15508137084015958
same,d5_at_q8_7/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.007558127903656242,0.15565521579907324
sim,sim:d5_at_q8_7/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.009459792676687711,0.15690286145460422
sim,sim:d5_at_q8_7/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.00937871509563627,0.15848428960425073
basis,d5_at_q8_7/Z/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.0052025652170477185,0.15515781625951638
basis,d5_at_q8_7/Z/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.005453686386816046,0.1569633007478893
patch,d5_at_q4_7/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.0036741898237140805,0.15476251034176772
patch,d5_at_q4_7/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.005640076331775364,0.15532410420502638
patch,d5_at_q6_5/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.002836612297087186,0.1547205882891638
patch,d5_at_q6_5/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.00391728654563214,0.15568647596516488
patch,d5_at_q6_9/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.004717751809232808,0.15485126289235723
patch,d5_at_q6_9/X/r10,d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.005518614722537503,0.15593686003443394
pooled,pool:d5/X/r10 without q8_7 (3 patches),d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,platt,0.0036514781534209596,0.15476056408327873
pooled,pool:d5/X/r10 without q8_7 (3 patches),d5_at_q8_7/X/r10,5,X,10,q8_7,mwpm_gap,rl,isotonic,0.0045303469710057205,0.1551900162884207
same,d5_at_q8_7/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.008680785307225929,0.41825688085997753
same,d5_at_q8_7/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.007506996171740388,0.4180368090853111
sim,sim:d5_at_q8_7/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.03230360600402483,0.42398251519497676
sim,sim:d5_at_q8_7/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.032315728601475815,0.424683633179373
basis,d5_at_q8_7/Z/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.01606261905601311,0.4190778405039511
basis,d5_at_q8_7/Z/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.013645226424444998,0.41916740406112235
patch,d5_at_q4_7/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.011962843619470458,0.4185480866731776
patch,d5_at_q4_7/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.008942963338869259,0.4187438394003826
patch,d5_at_q6_5/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.014912795020417804,0.41890988891372316
patch,d5_at_q6_5/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.0128988646168643,0.4195533592803411
patch,d5_at_q6_9/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.009690135493741552,0.4183207690405757
patch,d5_at_q6_9/X/r30,d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.006670318641234834,0.41832132683540707
pooled,pool:d5/X/r30 without q8_7 (3 patches),d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,platt,0.011955986240420964,0.41853623933517503
pooled,pool:d5/X/r30 without q8_7 (3 patches),d5_at_q8_7/X/r30,5,X,30,q8_7,mwpm_gap,rl,isotonic,0.009224012539788549,0.4185629962831321
same,d5_at_q8_7/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.008016680184827749,0.48517760750902855
same,d5_at_q8_7/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.008328401183494287,0.48692774348234963
sim,sim:d5_at_q8_7/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.024634849427058795,0.48771010617354354
sim,sim:d5_at_q8_7/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.022691875282783,0.48901059371070926
basis,d5_at_q8_7/Z/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.012562857949761932,0.4857759177127728
basis,d5_at_q8_7/Z/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.014146461997871089,0.4880729390721368
patch,d5_at_q4_7/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.010219890816537845,0.48532845309556505
patch,d5_at_q4_7/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.014085505721174703,0.4871895442913867
patch,d5_at_q6_5/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.010482097167555892,0.4854084424115589
patch,d5_at_q6_5/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.011957174603162495,0.48659734913829183
patch,d5_at_q6_9/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.008617222538633416,0.4852396852071127
patch,d5_at_q6_9/X/r50,d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.009333216891184588,0.4875224793482645
pooled,pool:d5/X/r50 without q8_7 (3 patches),d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,platt,0.007962241024143718,0.4851725232567821
pooled,pool:d5/X/r50 without q8_7 (3 patches),d5_at_q8_7/X/r50,5,X,50,q8_7,mwpm_gap,rl,isotonic,0.008754664062382947,0.4862261864002421
same,d5_at_q8_7/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,0.00011195935257550433,0.005474511130522821
same,d5_at_q8_7/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.0003972242114400213,0.005757145477168771
sim,sim:d5_at_q8_7/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,0.00015643464717198682,0.005456225610016709
sim,sim:d5_at_q8_7/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.0004097850445906686,0.006560481475699398
basis,d5_at_q8_7/X/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,5.3401025305433854e-05,0.005469207090848175
basis,d5_at_q8_7/X/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.00022631534332112396,0.005904863151765749
patch,d5_at_q4_7/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,0.0003584645236584542,0.005427301018817438
patch,d5_at_q4_7/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.00023944721793982767,0.006295809483006953
patch,d5_at_q6_5/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,0.000614810035340735,0.005630508000207922
patch,d5_at_q6_5/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.0006643200846696455,0.006213780026281928
patch,d5_at_q6_9/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,0.0004809671309710933,0.005515623417503177
patch,d5_at_q6_9/Z/r01,d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.0004838574164009911,0.006393781022829438
pooled,pool:d5/Z/r1 without q8_7 (3 patches),d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,platt,0.0004763169759863974,0.005486572295114524
pooled,pool:d5/Z/r1 without q8_7 (3 patches),d5_at_q8_7/Z/r01,5,Z,1,q8_7,mwpm_gap,rl,isotonic,0.00046741512094313875,0.006476352527872628
same,d5_at_q8_7/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.003891808474788967,0.14080551393709287
same,d5_at_q8_7/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.003913307695693081,0.14223639289282142
sim,sim:d5_at_q8_7/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.005334463514405985,0.141051717615371
sim,sim:d5_at_q8_7/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.006458883263753263,0.14204247003643358
basis,d5_at_q8_7/X/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.00736696514806914,0.14135135562737342
basis,d5_at_q8_7/X/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.008119686890852872,0.1421228776663308
patch,d5_at_q4_7/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.004126322648842166,0.14084056467329298
patch,d5_at_q4_7/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.004188509238990753,0.14222671600484413
patch,d5_at_q6_5/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.003977344996527016,0.1409555125751407
patch,d5_at_q6_5/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.004675712378226521,0.1418169093571445
patch,d5_at_q6_9/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.0032980639882666325,0.14085379659269973
patch,d5_at_q6_9/Z/r10,d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.004263969303584122,0.1420899315163869
pooled,pool:d5/Z/r10 without q8_7 (3 patches),d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,platt,0.0037533035904251835,0.1408681492400919
pooled,pool:d5/Z/r10 without q8_7 (3 patches),d5_at_q8_7/Z/r10,5,Z,10,q8_7,mwpm_gap,rl,isotonic,0.0036873728091460084,0.14134476151446318
same,d5_at_q8_7/Z/r30,d5_at_q8_7/Z/r30,5,Z,30,q8_7,mwpm_gap,rl,platt,0.003987107608344204,0.38065771015236716
same,d5_at_q8_7/Z/r30,d5_at_q8_7/Z/r30,5,Z,30,q8_7,mwpm_gap,rl,isotonic,0.004518320502438929,0.3805619279607536
