axis,source,target,distance,basis,rounds,patch,method,prior,calibrator,ece,nll
patch,d3_at_q2_7/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.0032706447494110376,0.013798109640246255
patch,d3_at_q2_7/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.004834601434099383,0.01606000025172267
patch,d3_at_q4_5/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.0007396780747639718,0.012694689541985315
patch,d3_at_q4_5/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.0009526896124604406,0.012153448634257507
patch,d3_at_q4_9/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.0014323001544948634,0.012822993032956895
patch,d3_at_q4_9/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.0013013094135997422,0.012582930780335237
patch,d3_at_q6_3/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.001480417935415924,0.01364745872862811
patch,d3_at_q6_3/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.0015263692247611366,0.015053251890518942
patch,d3_at_q6_7/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.002570380597805398,0.013359918688010878
patch,d3_at_q6_7/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.002739538559083202,0.013821269072635554
patch,d3_at_q8_5/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.0003961961281014142,0.012563077057050013
patch,d3_at_q8_5/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.0013685647392531405,0.026332304100948948
patch,d3_at_q8_9/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.00155648673350577,0.01303446914734682
patch,d3_at_q8_9/Z/r01,d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.0013120405535253375,0.012318229879633805
pooled,pool:d3/Z/r1 without q6_11 (8 patches),d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,platt,0.0018134982572638313,0.013029442617304137
pooled,pool:d3/Z/r1 without q6_11 (8 patches),d3_at_q6_11/Z/r01,3,Z,1,q6_11,mwpm_gap,si1000,isotonic,0.0015118314951199734,0.012356259752747746
same,d3_at_q6_11/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.00477929792369164,0.20769772385142077
same,d3_at_q6_11/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.003671075448277219,0.20624963062284127
sim,sim:d3_at_q6_11/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.035006460515791295,0.22798994211565962
sim,sim:d3_at_q6_11/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.03355700175655801,0.2281864420634375
basis,d3_at_q6_11/X/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.010039095916675955,0.20829058579527482
basis,d3_at_q6_11/X/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.012056151342029253,0.20967810626532027
patch,d3_at_q10_7/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.007843297136122345,0.20791557691146828
patch,d3_at_q10_7/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.004606856148739817,0.2067234815866702
patch,d3_at_q2_7/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.006513422886318708,0.20767034125617864
patch,d3_at_q2_7/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.0038088713854963862,0.20837951055760165
patch,d3_at_q4_5/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.005364275440722454,0.20770882514556063
patch,d3_at_q4_5/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.004903959105174289,0.20776028548596723
patch,d3_at_q4_9/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.008964060900842992,0.20788680415713034
patch,d3_at_q4_9/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.005559246211421483,0.20891927827825002
patch,d3_at_q6_3/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.008964314386599791,0.2083394346157221
patch,d3_at_q6_3/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.010142973140096672,0.21011451986712273
patch,d3_at_q6_7/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.01066597273193498,0.2083683518020132
patch,d3_at_q6_7/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.004433957240416895,0.20790789697244175
patch,d3_at_q8_5/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.007069035427544821,0.20788564828526676
patch,d3_at_q8_5/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.005821187058397435,0.20793303573373376
patch,d3_at_q8_9/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.013065011638737797,0.2090873359591648
patch,d3_at_q8_9/Z/r10,d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.015053280640916305,0.2110984064334498
pooled,pool:d3/Z/r10 without q6_11 (8 patches),d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,platt,0.00705484764781854,0.2077302143556681
pooled,pool:d3/Z/r10 without q6_11 (8 patches),d3_at_q6_11/Z/r10,3,Z,10,q6_11,mwpm_gap,si1000,isotonic,0.005676565197340299,0.20747928783692138
same,d3_at_q6_11/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.016414293416192202,0.4768635950675845
same,d3_at_q6_11/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.0075099452105098444,0.4755848261058454
sim,sim:d3_at_q6_11/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.09926280773117556,0.5427692714169314
sim,sim:d3_at_q6_11/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.0960060944803276,0.5579686454891428
basis,d3_at_q6_11/X/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.023352931286740545,0.4775115732848758
basis,d3_at_q6_11/X/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.026327812693143597,0.4792320582311391
patch,d3_at_q10_7/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.023193960524013717,0.47786532735647336
patch,d3_at_q10_7/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.02255696943434556,0.4790100739694329
patch,d3_at_q2_7/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.024574404257133732,0.4781658190672488
patch,d3_at_q2_7/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.020664814514577842,0.48090757433453524
patch,d3_at_q4_5/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.02360177225797037,0.4779411851194337
patch,d3_at_q4_5/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.01867883446919585,0.4800053967867673
patch,d3_at_q4_9/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.022878113799482635,0.47832704315234925
patch,d3_at_q4_9/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.018843681846328772,0.4803881968749527
patch,d3_at_q6_3/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.016545908236938342,0.47686689821706385
patch,d3_at_q6_3/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.019603591648322545,0.47763645539042454
patch,d3_at_q6_7/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.017425572000952357,0.47699765791824333
patch,d3_at_q6_7/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.012614710882643267,0.4773823528147511
patch,d3_at_q8_5/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.04495144518270678,0.4833937473818753
patch,d3_at_q8_5/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.0461375310452449,0.4873147709317705
patch,d3_at_q8_9/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.030944429192555904,0.47898248359730716
patch,d3_at_q8_9/Z/r30,d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.02829014560322903,0.48179986752934556
pooled,pool:d3/Z/r30 without q6_11 (8 patches),d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,platt,0.016612337563307086,0.4768781786877514
pooled,pool:d3/Z/r30 without q6_11 (8 patches),d3_at_q6_11/Z/r30,3,Z,30,q6_11,mwpm_gap,si1000,isotonic,0.013919033407022175,0.47766136054981173
same,d3_at_q6_11/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.021507170972678496,0.5972043494822318
same,d3_at_q6_11/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.0143715490681474,0.5962389257045877
sim,sim:d3_at_q6_11/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.11923535612628851,0.683211844377444
sim,sim:d3_at_q6_11/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.13097823324971902,0.691407141437421
basis,d3_at_q6_11/X/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.0227443435127684,0.5970748248356601
basis,d3_at_q6_11/X/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.025343650871191108,0.6369501771974436
patch,d3_at_q10_7/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.026646131522071684,0.5976529588138038
patch,d3_at_q10_7/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.02034967454376174,0.5966290487964699
patch,d3_at_q2_7/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.031637026124092374,0.5998424468724762
patch,d3_at_q2_7/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.034981878032090845,0.6005606071297354
patch,d3_at_q4_5/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.03283561866034997,0.6003322512005749
patch,d3_at_q4_5/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.03527760506036837,0.6033459090346112
patch,d3_at_q4_9/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.027756562487396975,0.5987190482323004
patch,d3_at_q4_9/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.026258555920854867,0.5996521343740728
patch,d3_at_q6_3/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.035668469239365036,0.6006139954101845
patch,d3_at_q6_3/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.03738149312215606,0.6012436890526787
patch,d3_at_q6_7/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.023350634107735635,0.5972474874876145
patch,d3_at_q6_7/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.0204057574093121,0.5968441492208063
patch,d3_at_q8_5/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.022893360212751925,0.5977154566632829
patch,d3_at_q8_5/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.035462919065581945,0.6023970734497563
patch,d3_at_q8_9/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.028259094778493758,0.5977278868739333
patch,d3_at_q8_9/Z/r50,d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.019758734259946554,0.6004893426000905
pooled,pool:d3/Z/r50 without q6_11 (8 patches),d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,platt,0.023992102497797537,0.597976971361914
pooled,pool:d3/Z/r50 without q6_11 (8 patches),d3_at_q6_11/Z/r50,3,Z,50,q6_11,mwpm_gap,si1000,isotonic,0.02544469548654257,0.5981995800076759
same,d3_at_q6_3/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.0005288008587248415,0.015549940251569869
same,d3_at_q6_3/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.0006272062258993209,0.015578361985436932
sim,sim:d3_at_q6_3/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.0024316611569129482,0.01711692752676855
sim,sim:d3_at_q6_3/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.0024334269297230197,0.021399628557915894
basis,d3_at_q6_3/Z/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.0006807538057005491,0.01618066974099713
basis,d3_at_q6_3/Z/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.001210917435162082,0.016768374976507436
patch,d3_at_q10_7/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.00045168234886352305,0.01552269297748075
patch,d3_at_q10_7/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.0003381408189585752,0.01563054848815068
patch,d3_at_q2_7/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,9.969913304195633e-05,0.015565446186733348
patch,d3_at_q2_7/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.0002434667848610296,0.016408271725897795
patch,d3_at_q4_5/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.0007014776203166128,0.015552266106764507
patch,d3_at_q4_5/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.001340951617852017,0.01612434528409076
patch,d3_at_q4_9/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,8.812863747248929e-05,0.015491679413182781
patch,d3_at_q4_9/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.00033277827653183047,0.016376819959570965
patch,d3_at_q6_11/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.00045724503480123644,0.01553755949041116
patch,d3_at_q6_11/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.0002121346070859279,0.01663936292668103
patch,d3_at_q6_7/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.007887025659656901,0.019735900807310358
patch,d3_at_q6_7/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.008896505689430591,0.021037502597758082
patch,d3_at_q8_5/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.001312994949231309,0.015682447104789495
patch,d3_at_q8_5/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.001400983017702566,0.015656300212026596
patch,d3_at_q8_9/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.006970305346839588,0.018964518800900623
patch,d3_at_q8_9/X/r01,d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.006876422778546927,0.019456611152562406
pooled,pool:d3/X/r1 without q6_3 (8 patches),d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,platt,0.0023668277040840876,0.016109811090676326
pooled,pool:d3/X/r1 without q6_3 (8 patches),d3_at_q6_3/X/r01,3,X,1,q6_3,mwpm_gap,si1000,isotonic,0.0028343615594529858,0.0165800114357878
same,d3_at_q6_3/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.004588420971048403,0.1833967321920758
same,d3_at_q6_3/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.0034891170008894117,0.18368673716836303
sim,sim:d3_at_q6_3/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.03266324162032955,0.2027447683529895
sim,sim:d3_at_q6_3/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.03132970504759066,0.2055163276695977
basis,d3_at_q6_3/Z/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.009244110755518535,0.18428012829337273
basis,d3_at_q6_3/Z/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.010226714649200327,0.18704786454283098
patch,d3_at_q10_7/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.0036140023436961447,0.18334279924489158
patch,d3_at_q10_7/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.005625984074797088,0.18440473206569058
patch,d3_at_q2_7/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.0029746920274236776,0.1834405788509717
patch,d3_at_q2_7/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.009410677010408057,0.18497003066448742
patch,d3_at_q4_5/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.004689512017698651,0.1835882948373112
patch,d3_at_q4_5/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.008060149875906619,0.18610459032836257
patch,d3_at_q4_9/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.010036670552487156,0.1845721323549974
patch,d3_at_q4_9/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.00933641326472667,0.1849081592545794
patch,d3_at_q6_11/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.0058303329266637454,0.18381158199860176
patch,d3_at_q6_11/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.006110106590574587,0.18375887867047583
patch,d3_at_q6_7/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.026613759301789563,0.19029495372578248
patch,d3_at_q6_7/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.028669834887573225,0.19179568489428372
patch,d3_at_q8_5/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.0065003501013783166,0.18395107618657738
patch,d3_at_q8_5/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.008689176721555836,0.18506066278651584
patch,d3_at_q8_9/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.02908920136289371,0.19320432088152387
patch,d3_at_q8_9/X/r10,d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.028982108078832038,0.19421364926962273
pooled,pool:d3/X/r10 without q6_3 (8 patches),d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,platt,0.009715420399212037,0.18488222362573328
pooled,pool:d3/X/r10 without q6_3 (8 patches),d3_at_q6_3/X/r10,3,X,10,q6_3,mwpm_gap,si1000,isotonic,0.011192057577048756,0.1852360833596542
same,d3_at_q6_3/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.02968593096584924,0.4827783779735026
same,d3_at_q6_3/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.010791921115547293,0.47562841462882666
sim,sim:d3_at_q6_3/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.11120366047202064,0.5742929273603476
sim,sim:d3_at_q6_3/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.11003213619175473,0.5817554138758927
basis,d3_at_q6_3/Z/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.03260845780414338,0.484252259764733
basis,d3_at_q6_3/Z/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.03237297752640519,0.4873728841969564
patch,d3_at_q10_7/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.03035431817905542,0.4829507052125352
patch,d3_at_q10_7/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.025985750049359917,0.48045092686885266
patch,d3_at_q2_7/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.03356260355330725,0.4843462755089042
patch,d3_at_q2_7/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.035469306105412164,0.483566631779249
patch,d3_at_q4_5/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.036940747310610623,0.4845405520458132
patch,d3_at_q4_5/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.04745200193005662,0.4922910400631204
patch,d3_at_q4_9/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.029612110818938067,0.48269987679410137
patch,d3_at_q4_9/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.026609486122970847,0.48444856161399397
patch,d3_at_q6_11/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.028222603528177584,0.48271060770241264
patch,d3_at_q6_11/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.02613497773292538,0.4815803855792823
patch,d3_at_q6_7/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.04391979867983713,0.4890384153428697
patch,d3_at_q6_7/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.04670135971514526,0.4903102321249802
patch,d3_at_q8_5/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.029201534818096158,0.4828322270161425
patch,d3_at_q8_5/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.02236799134610423,0.48544397994973904
patch,d3_at_q8_9/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.04814633565128803,0.4924441880016894
patch,d3_at_q8_9/X/r30,d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.04709927906138441,0.490988776398984
pooled,pool:d3/X/r30 without q6_3 (8 patches),d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,platt,0.029966036936930146,0.48271128074281583
pooled,pool:d3/X/r30 without q6_3 (8 patches),d3_at_q6_3/X/r30,3,X,30,q6_3,mwpm_gap,si1000,isotonic,0.02775416599047885,0.4824074356637911
same,d3_at_q6_3/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.014504186083952172,0.5350425328762036
same,d3_at_q6_3/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,isotonic,0.007942612965456956,0.5337502010076474
sim,sim:d3_at_q6_3/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.10394384288873341,0.6086703540959755
sim,sim:d3_at_q6_3/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,isotonic,0.10093332529145332,0.6120587816726638
basis,d3_at_q6_3/Z/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.016836953130744514,0.5355425329948035
basis,d3_at_q6_3/Z/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,isotonic,0.019534775573054487,0.5372730584827806
patch,d3_at_q10_7/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.014784337297706309,0.5350816139321727
patch,d3_at_q10_7/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,isotonic,0.009550000786256457,0.5360893326847826
patch,d3_at_q2_7/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.019919211370758548,0.5357574936724606
patch,d3_at_q2_7/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,isotonic,0.020211797550441203,0.5357255097213849
patch,d3_at_q4_5/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.034751349317472105,0.5379671991297706
patch,d3_at_q4_5/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,isotonic,0.037841533593370044,0.5411985227751197
patch,d3_at_q4_9/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,mwpm_gap,si1000,platt,0.03349329868240585,0.5390613309811989
