key,distance,patch,basis,rounds,source,decoder,prior,shots,errors,test_shots,test_errors,agree_with_google_cm,seconds
d3_at_q10_7/Z/r130,3,q10_7,Z,130,google,correlated_matching,si1000,50000,20683,15000,6235,,
d3_at_q10_7/Z/r130,3,q10_7,Z,130,google,correlated_matching,rl,50000,19837,15000,5892,,
d3_at_q10_7/Z/r130,3,q10_7,Z,130,google,harmony,si1000,50000,20027,15000,5939,,
d3_at_q10_7/Z/r130,3,q10_7,Z,130,google,harmony,rl,50000,19570,15000,5809,,
d3_at_q10_7/Z/r130,3,q10_7,Z,130,google,libra,rl,50000,19511,15000,5761,,
d3_at_q2_7/Z/r130,3,q2_7,Z,130,ours,pymatching,si1000,50000,22005,15000,6539,30789,0.42
d3_at_q2_7/Z/r130,3,q2_7,Z,130,ours,pymatching_correlated,si1000,50000,20972,15000,6251,38722,1.22
d3_at_q2_7/Z/r130,3,q2_7,Z,130,ours,pymatching,rl,50000,21534,15000,6397,32757,0.4
d3_at_q2_7/Z/r130,3,q2_7,Z,130,ours,pymatching_correlated,rl,50000,19691,15000,5877,39688,1.15
d3_at_q2_7/Z/r130,3,q2_7,Z,130,google,correlated_matching,si1000,50000,20198,15000,5983,,
d3_at_q2_7/Z/r130,3,q2_7,Z,130,google,correlated_matching,rl,50000,19517,15000,5792,,
d3_at_q2_7/Z/r130,3,q2_7,Z,130,google,harmony,si1000,50000,19673,15000,5920,,
d3_at_q2_7/Z/r130,3,q2_7,Z,130,google,harmony,rl,50000,19191,15000,5718,,
d3_at_q2_7/Z/r130,3,q2_7,Z,130,google,libra,rl,50000,18879,15000,5655,,
d3_at_q2_7/X/r130,3,q2_7,X,130,ours,pymatching,si1000,50000,22787,15000,6861,30955,0.44
d3_at_q2_7/X/r130,3,q2_7,X,130,ours,pymatching_correlated,si1000,50000,21963,15000,6577,40325,1.29
d3_at_q2_7/X/r130,3,q2_7,X,130,ours,pymatching,rl,50000,22627,15000,6756,31185,0.43
d3_at_q2_7/X/r130,3,q2_7,X,130,ours,pymatching_correlated,rl,50000,21314,15000,6366,37952,1.27
d3_at_q2_7/X/r130,3,q2_7,X,130,google,correlated_matching,si1000,50000,21592,15000,6488,,
d3_at_q2_7/X/r130,3,q2_7,X,130,google,correlated_matching,rl,50000,20798,15000,6227,,
d3_at_q2_7/X/r130,3,q2_7,X,130,google,harmony,si1000,50000,21249,15000,6400,,
d3_at_q2_7/X/r130,3,q2_7,X,130,google,harmony,rl,50000,20821,15000,6235,,
d3_at_q2_7/X/r130,3,q2_7,X,130,google,libra,rl,50000,20604,15000,6195,,
d3_at_q4_9/X/r130,3,q4_9,X,130,ours,pymatching,si1000,50000,22999,15000,6957,30788,0.44
d3_at_q4_9/X/r130,3,q4_9,X,130,ours,pymatching_correlated,si1000,50000,21856,15000,6574,39753,1.3
d3_at_q4_9/X/r130,3,q4_9,X,130,ours,pymatching,rl,50000,22915,15000,6943,30953,0.42
d3_at_q4_9/X/r130,3,q4_9,X,130,ours,pymatching_correlated,rl,50000,21771,15000,6623,36651,1.19
d3_at_q4_9/X/r130,3,q4_9,X,130,google,correlated_matching,si1000,50000,21617,15000,6530,,
d3_at_q4_9/X/r130,3,q4_9,X,130,google,correlated_matching,rl,50000,21016,15000,6389,,
d3_at_q4_9/X/r130,3,q4_9,X,130,google,harmony,si1000,50000,21212,15000,6306,,
d3_at_q4_9/X/r130,3,q4_9,X,130,google,harmony,rl,50000,20738,15000,6198,,
d3_at_q4_9/X/r130,3,q4_9,X,130,google,libra,rl,50000,20653,15000,6184,,
d3_at_q4_5/X/r130,3,q4_5,X,130,ours,pymatching,si1000,50000,22985,15000,6867,30700,0.45
d3_at_q4_5/X/r130,3,q4_5,X,130,ours,pymatching_correlated,si1000,50000,22327,15000,6799,39138,1.33
d3_at_q4_5/X/r130,3,q4_5,X,130,ours,pymatching,rl,50000,22054,15000,6553,33128,0.5
d3_at_q4_5/X/r130,3,q4_5,X,130,ours,pymatching_correlated,rl,50000,21087,15000,6372,41187,1.41
d3_at_q4_5/X/r130,3,q4_5,X,130,google,correlated_matching,si1000,50000,21637,15000,6550,,
d3_at_q4_5/X/r130,3,q4_5,X,130,google,correlated_matching,rl,50000,20744,15000,6323,,
d3_at_q4_5/X/r130,3,q4_5,X,130,google,harmony,si1000,50000,21444,15000,6476,,
d3_at_q4_5/X/r130,3,q4_5,X,130,google,harmony,rl,50000,20379,15000,6162,,
d3_at_q4_5/X/r130,3,q4_5,X,130,google,libra,rl,50000,20191,15000,6146,,
d3_at_q4_5/Z/r130,3,q4_5,Z,130,ours,pymatching,si1000,50000,22022,15000,6556,30696,0.45
d3_at_q4_5/Z/r130,3,q4_5,Z,130,ours,pymatching_correlated,si1000,50000,21103,15000,6342,39423,1.3
d3_at_q4_5/Z/r130,3,q4_5,Z,130,ours,pymatching,rl,50000,21829,15000,6537,32461,0.49
d3_at_q4_5/Z/r130,3,q4_5,Z,130,ours,pymatching_correlated,rl,50000,20141,15000,6045,41079,1.41
d3_at_q4_5/Z/r130,3,q4_5,Z,130,google,correlated_matching,si1000,50000,20912,15000,6269,,
d3_at_q4_5/Z/r130,3,q4_5,Z,130,google,correlated_matching,rl,50000,19750,15000,5925,,
d3_at_q4_5/Z/r130,3,q4_5,Z,130,google,harmony,si1000,50000,19922,15000,5953,,
d3_at_q4_5/Z/r130,3,q4_5,Z,130,google,harmony,rl,50000,19722,15000,5935,,
d3_at_q4_5/Z/r130,3,q4_5,Z,130,google,libra,rl,50000,19391,15000,5843,,
d3_at_q4_9/Z/r130,3,q4_9,Z,130,ours,pymatching,si1000,50000,22713,15000,6848,29400,0.48
d3_at_q4_9/Z/r130,3,q4_9,Z,130,ours,pymatching_correlated,si1000,50000,22079,15000,6689,37504,1.38
d3_at_q4_9/Z/r130,3,q4_9,Z,130,ours,pymatching,rl,50000,22523,15000,6778,32850,0.45
d3_at_q4_9/Z/r130,3,q4_9,Z,130,ours,pymatching_correlated,rl,50000,21383,15000,6434,42558,1.33
d3_at_q4_9/Z/r130,3,q4_9,Z,130,google,correlated_matching,si1000,50000,21945,15000,6662,,
d3_at_q4_9/Z/r130,3,q4_9,Z,130,google,correlated_matching,rl,50000,21239,15000,6397,,
d3_at_q4_9/Z/r130,3,q4_9,Z,130,google,harmony,si1000,50000,21328,15000,6504,,
d3_at_q4_9/Z/r130,3,q4_9,Z,130,google,harmony,rl,50000,20951,15000,6370,,
d3_at_q4_9/Z/r130,3,q4_9,Z,130,google,libra,rl,50000,20751,15000,6278,,
d3_at_q6_11/Z/r130,3,q6_11,Z,130,ours,pymatching,si1000,50000,23302,15000,6932,28756,0.5
d3_at_q6_11/Z/r130,3,q6_11,Z,130,ours,pymatching_correlated,si1000,50000,22875,15000,6865,35337,1.45
d3_at_q6_11/Z/r130,3,q6_11,Z,130,ours,pymatching,rl,50000,23177,15000,6900,29660,0.46
d3_at_q6_11/Z/r130,3,q6_11,Z,130,ours,pymatching_correlated,rl,50000,22227,15000,6658,34490,1.39
d3_at_q6_11/Z/r130,3,q6_11,Z,130,google,correlated_matching,si1000,50000,22010,15000,6591,,
d3_at_q6_11/Z/r130,3,q6_11,Z,130,google,correlated_matching,rl,50000,21371,15000,6363,,
d3_at_q6_11/Z/r130,3,q6_11,Z,130,google,harmony,si1000,50000,21459,15000,6414,,
d3_at_q6_11/Z/r130,3,q6_11,Z,130,google,harmony,rl,50000,21122,15000,6364,,
d3_at_q6_11/Z/r130,3,q6_11,Z,130,google,libra,rl,50000,21026,15000,6320,,
d3_at_q6_11/X/r130,3,q6_11,X,130,ours,pymatching,si1000,50000,23305,15000,6966,29900,0.53
d3_at_q6_11/X/r130,3,q6_11,X,130,ours,pymatching_correlated,si1000,50000,22494,15000,6791,38845,1.53
d3_at_q6_11/X/r130,3,q6_11,X,130,ours,pymatching,rl,50000,23229,15000,6930,29538,0.52
d3_at_q6_11/X/r130,3,q6_11,X,130,ours,pymatching_correlated,rl,50000,22370,15000,6727,32401,1.56
d3_at_q6_11/X/r130,3,q6_11,X,130,google,correlated_matching,si1000,50000,22175,15000,6624,,
d3_at_q6_11/X/r130,3,q6_11,X,130,google,correlated_matching,rl,50000,21953,15000,6567,,
d3_at_q6_11/X/r130,3,q6_11,X,130,google,harmony,si1000,50000,21946,15000,6632,,
d3_at_q6_11/X/r130,3,q6_11,X,130,google,harmony,rl,50000,21462,15000,6497,,
d3_at_q6_11/X/r130,3,q6_11,X,130,google,libra,rl,50000,21299,15000,6443,,
d3_at_q6_3/X/r130,3,q6_3,X,130,ours,pymatching,si1000,50000,22016,15000,6552,31862,0.44
d3_at_q6_3/X/r130,3,q6_3,X,130,ours,pymatching_correlated,si1000,50000,20775,15000,6277,40251,1.2
d3_at_q6_3/X/r130,3,q6_3,X,130,ours,pymatching,rl,50000,22373,15000,6756,29809,0.42
d3_at_q6_3/X/r130,3,q6_3,X,130,ours,pymatching_correlated,rl,50000,20677,15000,6206,35107,1.21
d3_at_q6_3/X/r130,3,q6_3,X,130,google,correlated_matching,si1000,50000,20176,15000,6068,,
d3_at_q6_3/X/r130,3,q6_3,X,130,google,correlated_matching,rl,50000,19608,15000,5937,,
d3_at_q6_3/X/r130,3,q6_3,X,130,google,harmony,si1000,50000,19807,15000,5961,,
d3_at_q6_3/X/r130,3,q6_3,X,130,google,harmony,rl,50000,19078,15000,5704,,
d3_at_q6_3/X/r130,3,q6_3,X,130,google,libra,rl,50000,18816,15000,5598,,
d3_at_q6_3/Z/r130,3,q6_3,Z,130,ours,pymatching,si1000,50000,22201,15000,6571,30108,0.45
d3_at_q6_3/Z/r130,3,q6_3,Z,130,ours,pymatching_correlated,si1000,50000,21126,15000,6238,39021,1.33
d3_at_q6_3/Z/r130,3,q6_3,Z,130,ours,pymatching,rl,50000,22068,15000,6526,31585,0.43
d3_at_q6_3/Z/r130,3,q6_3,Z,130,ours,pymatching_correlated,rl,50000,20224,15000,5940,38329,1.27
d3_at_q6_3/Z/r130,3,q6_3,Z,130,google,correlated_matching,si1000,50000,20541,15000,6098,,
d3_at_q6_3/Z/r130,3,q6_3,Z,130,google,correlated_matching,rl,50000,19411,15000,5690,,
d3_at_q6_3/Z/r130,3,q6_3,Z,130,google,harmony,si1000,50000,19536,15000,5785,,
d3_at_q6_3/Z/r130,3,q6_3,Z,130,google,harmony,rl,50000,18989,15000,5584,,
d3_at_q6_3/Z/r130,3,q6_3,Z,130,google,libra,rl,50000,18647,15000,5498,,
d3_at_q8_5/X/r130,3,q8_5,X,130,ours,pymatching,si1000,50000,23191,15000,6973,30695,0.44
d3_at_q8_5/X/r130,3,q8_5,X,130,ours,pymatching_correlated,si1000,50000,22203,15000,6651,39973,1.29
d3_at_q8_5/X/r130,3,q8_5,X,130,ours,pymatching,rl,50000,23029,15000,6882,30598,0.41
d3_at_q8_5/X/r130,3,q8_5,X,130,ours,pymatching_correlated,rl,50000,21727,15000,6463,35662,1.23
d3_at_q8_5/X/r130,3,q8_5,X,130,google,correlated_matching,si1000,50000,21888,15000,6568,,
d3_at_q8_5/X/r130,3,q8_5,X,130,google,correlated_matching,rl,50000,21317,15000,6373,,
d3_at_q8_5/X/r130,3,q8_5,X,130,google,harmony,si1000,50000,21680,15000,6496,,
d3_at_q8_5/X/r130,3,q8_5,X,130,google,harmony,rl,50000,21138,15000,6250,,
d3_at_q8_5/X/r130,3,q8_5,X,130,google,libra,rl,50000,21047,15000,6291,,
d3_at_q8_5/Z/r130,3,q8_5,Z,130,ours,pymatching,si1000,50000,22115,15000,6617,30209,0.46
d3_at_q8_5/Z/r130,3,q8_5,Z,130,ours,pymatching_correlated,si1000,50000,20639,15000,6157,39007,1.27
d3_at_q8_5/Z/r130,3,q8_5,Z,130,ours,pymatching,rl,50000,21951,15000,6558,31389,0.43
d3_at_q8_5/Z/r130,3,q8_5,Z,130,ours,pymatching_correlated,rl,50000,19881,15000,5899,39615,1.26
d3_at_q8_5/Z/r130,3,q8_5,Z,130,google,correlated_matching,si1000,50000,20322,15000,6030,,
d3_at_q8_5/Z/r130,3,q8_5,Z,130,google,correlated_matching,rl,50000,19850,15000,5926,,
d3_at_q8_5/Z/r130,3,q8_5,Z,130,google,harmony,si1000,50000,19326,15000,5739,,
d3_at_q8_5/Z/r130,3,q8_5,Z,130,google,harmony,rl,50000,19376,15000,5766,,
d3_at_q8_5/Z/r130,3,q8_5,Z,130,google,libra,rl,50000,19066,15000,5714,,
d3_at_q10_7/X/r110,3,q10_7,X,110,ours,pymatching,si1000,50000,21376,15000,6412,33163,0.38
d3_at_q10_7/X/r110,3,q10_7,X,110,ours,pymatching_correlated,si1000,50000,19637,15000,5848,41932,1.09
d3_at_q10_7/X/r110,3,q10_7,X,110,ours,pymatching,rl,50000,20369,15000,6152,34716,0.38
d3_at_q10_7/X/r110,3,q10_7,X,110,ours,pymatching_correlated,rl,50000,18459,15000,5545,41530,1.1
d3_at_q10_7/X/r110,3,q10_7,X,110,google,correlated_matching,si1000,50000,19091,15000,5697,,
d3_at_q10_7/X/r110,3,q10_7,X,110,google,correlated_matching,rl,50000,18173,15000,5431,,
d3_at_q10_7/X/r110,3,q10_7,X,110,google,harmony,si1000,50000,18656,15000,5511,,
d3_at_q10_7/X/r110,3,q10_7,X,110,google,harmony,rl,50000,17939,15000,5368,,
d3_at_q10_7/X/r110,3,q10_7,X,110,google,libra,rl,50000,17721,15000,5306,,
d3_at_q6_7/Z/r130,3,q6_7,Z,130,ours,pymatching,si1000,50000,23768,15000,7189,27862,0.61
d3_at_q6_7/Z/r130,3,q6_7,Z,130,ours,pymatching_correlated,si1000,50000,23602,15000,7082,34330,1.78
d3_at_q6_7/Z/r130,3,q6_7,Z,130,ours,pymatching,rl,50000,23728,15000,7098,28094,0.54
d3_at_q6_7/Z/r130,3,q6_7,Z,130,ours,pymatching_correlated,rl,50000,22913,15000,6856,34885,1.65
d3_at_q6_7/Z/r130,3,q6_7,Z,130,google,correlated_matching,si1000,50000,23230,15000,6943,,
d3_at_q6_7/Z/r130,3,q6_7,Z,130,google,correlated_matching,rl,50000,22812,15000,6854,,
d3_at_q6_7/Z/r130,3,q6_7,Z,130,google,harmony,si1000,50000,22900,15000,6944,,
d3_at_q6_7/Z/r130,3,q6_7,Z,130,google,harmony,rl,50000,22365,15000,6764,,
d3_at_q6_7/Z/r130,3,q6_7,Z,130,google,libra,rl,50000,22172,15000,6690,,
d3_at_q6_7/X/r130,3,q6_7,X,130,ours,pymatching,si1000,50000,24810,15000,7380,26922,0.61
d3_at_q6_7/X/r130,3,q6_7,X,130,ours,pymatching_correlated,si1000,50000,24420,15000,7378,35152,1.8
d3_at_q6_7/X/r130,3,q6_7,X,130,ours,pymatching,rl,50000,24474,15000,7310,28132,0.58
d3_at_q6_7/X/r130,3,q6_7,X,130,ours,pymatching_correlated,rl,50000,23920,15000,7211,36146,1.73
d3_at_q6_7/X/r130,3,q6_7,X,130,google,correlated_matching,si1000,50000,24348,15000,7368,,
d3_at_q6_7/X/r130,3,q6_7,X,130,google,correlated_matching,rl,50000,23702,15000,7174,,
d3_at_q6_7/X/r130,3,q6_7,X,130,google,harmony,si1000,50000,24247,15000,7218,,
d3_at_q6_7/X/r130,3,q6_7,X,130,google,harmony,rl,50000,23607,15000,7160,,
d3_at_q6_7/X/r130,3,q6_7,X,130,google,libra,rl,50000,23540,15000,7073,,
d3_at_q10_7/Z/r110,3,q10_7,Z,110,ours,pymatching,si1000,50000,21572,15000,6416,31246,0.39
d3_at_q10_7/Z/r110,3,q10_7,Z,110,ours,pymatching_correlated,si1000,50000,20556,15000,6216,39460,1.14
d3_at_q10_7/Z/r110,3,q10_7,Z,110,ours,pymatching,rl,50000,21269,15000,6287,32271,0.42
d3_at_q10_7/Z/r110,3,q10_7,Z,110,ours,pymatching_correlated,rl,50000,19492,15000,5815,37948,1.17
d3_at_q10_7/Z/r110,3,q10_7,Z,110,google,correlated_matching,si1000,50000,19692,15000,5933,,
d3_at_q10_7/Z/r110,3,q10_7,Z,110,google,correlated_matching,rl,50000,18826,15000,5614,,
d3_at_q10_7/Z/r110,3,q10_7,Z,110,google,harmony,si1000,50000,18910,15000,5696,,
d3_at_q10_7/Z/r110,3,q10_7,Z,110,google,harmony,rl,50000,18594,15000,5538,,
d3_at_q10_7/Z/r110,3,q10_7,Z,110,google,libra,rl,50000,18406,15000,5458,,
d3_at_q8_9/X/r130,3,q8_9,X,130,ours,pymatching,si1000,50000,24392,15000,7299,27389,0.6
d3_at_q8_9/X/r130,3,q8_9,X,130,ours,pymatching_correlated,si1000,50000,24086,15000,7274,35405,1.73
d3_at_q8_9/X/r130,3,q8_9,X,130,ours,pymatching,rl,50000,24216,15000,7231,27733,0.56
d3_at_q8_9/X/r130,3,q8_9,X,130,ours,pymatching_correlated,rl,50000,23768,15000,7112,33181,1.67
d3_at_q8_9/X/r130,3,q8_9,X,130,google,correlated_matching,si1000,50000,23885,15000,7165,,
d3_at_q8_9/X/r130,3,q8_9,X,130,google,correlated_matching,rl,50000,23527,15000,6975,,
d3_at_q8_9/X/r130,3,q8_9,X,130,google,harmony,si1000,50000,23600,15000,7056,,
d3_at_q8_9/X/r130,3,q8_9,X,130,google,harmony,rl,50000,23254,15000,6947,,
d3_at_q8_9/X/r130,3,q8_9,X,130,google,libra,rl,50000,23315,15000,6846,,
d3_at_q8_9/Z/r130,3,q8_9,Z,130,ours,pymatching,si1000,50000,24292,15000,7267,27205,0.59
d3_at_q8_9/Z/r130,3,q8_9,Z,130,ours,pymatching_correlated,si1000,50000,23570,15000,7052,34959,1.73
d3_at_q8_9/Z/r130,3,q8_9,Z,130,ours,pymatching,rl,50000,24246,15000,7222,29091,0.59
d3_at_q8_9/Z/r130,3,q8_9,Z,130,ours,pymatching_correlated,rl,50000,23291,15000,6876,36810,1.73
d3_at_q8_9/Z/r130,3,q8_9,Z,130,google,correlated_matching,si1000,50000,23457,15000,7070,,
d3_at_q8_9/Z/r130,3,q8_9,Z,130,google,correlated_matching,rl,50000,22909,15000,6812,,
d3_at_q8_9/Z/r130,3,q8_9,Z,130,google,harmony,si1000,50000,23030,15000,6870,,
d3_at_q8_9/Z/r130,3,q8_9,Z,130,google,harmony,rl,50000,22874,15000,6700,,
d3_at_q8_9/Z/r130,3,q8_9,Z,130,google,libra,rl,50000,22829,15000,6774,,
d3_at_q2_7/X/r110,3,q2_7,X,110,ours,pymatching,si1000,50000,21126,15000,6272,32777,0.36
d3_at_q2_7/X/r110,3,q2_7,X,110,ours,pymatching_correlated,si1000,50000,19900,15000,5935,42005,1.01
d3_at_q2_7/X/r110,3,q2_7,X,110,ours,pymatching,rl,50000,20740,15000,6187,33538,0.34
d3_at_q2_7/X/r110,3,q2_7,X,110,ours,pymatching_correlated,rl,50000,19229,15000,5774,39929,0.99
d3_at_q2_7/X/r110,3,q2_7,X,110,google,correlated_matching,si1000,50000,19621,15000,5885,,
d3_at_q2_7/X/r110,3,q2_7,X,110,google,correlated_matching,rl,50000,18744,15000,5550,,
d3_at_q2_7/X/r110,3,q2_7,X,110,google,harmony,si1000,50000,19168,15000,5775,,
d3_at_q2_7/X/r110,3,q2_7,X,110,google,harmony,rl,50000,18609,15000,5576,,
d3_at_q2_7/X/r110,3,q2_7,X,110,google,libra,rl,50000,18567,15000,5547,,
d3_at_q2_7/Z/r110,3,q2_7,Z,110,ours,pymatching,si1000,50000,20548,15000,6144,32829,0.35
d3_at_q2_7/Z/r110,3,q2_7,Z,110,ours,pymatching_correlated,si1000,50000,19413,15000,5758,40750,1.0
d3_at_q2_7/Z/r110,3,q2_7,Z,110,ours,pymatching,rl,50000,20072,15000,5972,34603,0.33
d3_at_q2_7/Z/r110,3,q2_7,Z,110,ours,pymatching_correlated,rl,50000,18224,15000,5490,41293,0.96
d3_at_q2_7/Z/r110,3,q2_7,Z,110,google,correlated_matching,si1000,50000,18777,15000,5602,,
d3_at_q2_7/Z/r110,3,q2_7,Z,110,google,correlated_matching,rl,50000,17751,15000,5301,,
d3_at_q2_7/Z/r110,3,q2_7,Z,110,google,harmony,si1000,50000,17943,15000,5339,,
d3_at_q2_7/Z/r110,3,q2_7,Z,110,google,harmony,rl,50000,17300,15000,5169,,
d3_at_q2_7/Z/r110,3,q2_7,Z,110,google,libra,rl,50000,17211,15000,5230,,
d3_at_q4_5/X/r110,3,q4_5,X,110,ours,pymatching,si1000,50000,22126,15000,6657,32128,0.37
d3_at_q4_5/X/r110,3,q4_5,X,110,ours,pymatching_correlated,si1000,50000,21217,15000,6357,40353,1.09
d3_at_q4_5/X/r110,3,q4_5,X,110,ours,pymatching,rl,50000,20920,15000,6252,34552,0.42
d3_at_q4_5/X/r110,3,q4_5,X,110,ours,pymatching_correlated,rl,50000,19555,15000,5890,42211,1.19
d3_at_q4_5/X/r110,3,q4_5,X,110,google,correlated_matching,si1000,50000,20200,15000,6059,,
d3_at_q4_5/X/r110,3,q4_5,X,110,google,correlated_matching,rl,50000,19288,15000,5758,,
d3_at_q4_5/X/r110,3,q4_5,X,110,google,harmony,si1000,50000,20130,15000,6103,,
d3_at_q4_5/X/r110,3,q4_5,X,110,google,harmony,rl,50000,19045,15000,5789,,
d3_at_q4_5/X/r110,3,q4_5,X,110,google,libra,rl,50000,18858,15000,5703,,
d3_at_q4_9/Z/r110,3,q4_9,Z,110,ours,pymatching,si1000,50000,21324,15000,6395,31835,0.37
d3_at_q4_9/Z/r110,3,q4_9,Z,110,ours,pymatching_correlated,si1000,50000,20297,15000,6037,40038,1.07
d3_at_q4_9/Z/r110,3,q4_9,Z,110,ours,pymatching,rl,50000,21025,15000,6330,35177,0.34
d3_at_q4_9/Z/r110,3,q4_9,Z,110,ours,pymatching_correlated,rl,50000,19438,15000,5774,44190,1.02
d3_at_q4_9/Z/r110,3,q4_9,Z,110,google,correlated_matching,si1000,50000,20225,15000,6027,,
d3_at_q4_9/Z/r110,3,q4_9,Z,110,google,correlated_matching,rl,50000,19328,15000,5809,,
d3_at_q4_9/Z/r110,3,q4_9,Z,110,google,harmony,si1000,50000,19338,15000,5771,,
d3_at_q4_9/Z/r110,3,q4_9,Z,110,google,harmony,rl,50000,18871,15000,5688,,
d3_at_q4_9/Z/r110,3,q4_9,Z,110,google,libra,rl,50000,18715,15000,5669,,
d3_at_q4_5/Z/r110,3,q4_5,Z,110,ours,pymatching,si1000,50000,20570,15000,6141,32309,0.39
d3_at_q4_5/Z/r110,3,q4_5,Z,110,ours,pymatching_correlated,si1000,50000,19643,15000,5932,40976,1.08
d3_at_q4_5/Z/r110,3,q4_5,Z,110,ours,pymatching,rl,50000,20384,15000,6118,34352,0.41
d3_at_q4_5/Z/r110,3,q4_5,Z,110,ours,pymatching_correlated,rl,50000,18523,15000,5563,42365,1.18
d3_at_q4_5/Z/r110,3,q4_5,Z,110,google,correlated_matching,si1000,50000,19255,15000,5823,,
d3_at_q4_5/Z/r110,3,q4_5,Z,110,google,correlated_matching,rl,50000,18196,15000,5391,,
d3_at_q4_5/Z/r110,3,q4_5,Z,110,google,harmony,si1000,50000,18314,15000,5571,,
d3_at_q4_5/Z/r110,3,q4_5,Z,110,google,harmony,rl,50000,18118,15000,5377,,
d3_at_q4_5/Z/r110,3,q4_5,Z,110,google,libra,rl,50000,17787,15000,5273,,
d3_at_q4_9/X/r110,3,q4_9,X,110,ours,pymatching,si1000,50000,22694,15000,6838,31565,0.41
d3_at_q4_9/X/r110,3,q4_9,X,110,ours,pymatching_correlated,si1000,50000,21474,15000,6455,40201,1.16
d3_at_q4_9/X/r110,3,q4_9,X,110,ours,pymatching,rl,50000,22733,15000,6765,31292,0.37
d3_at_q4_9/X/r110,3,q4_9,X,110,ours,pymatching_correlated,rl,50000,21295,15000,6380,37002,1.09
d3_at_q4_9/X/r110,3,q4_9,X,110,google,correlated_matching,si1000,50000,21271,15000,6378,,
d3_at_q4_9/X/r110,3,q4_9,X,110,google,correlated_matching,rl,50000,20949,15000,6280,,
d3_at_q4_9/X/r110,3,q4_9,X,110,google,harmony,si1000,50000,20766,15000,6241,,
d3_at_q4_9/X/r110,3,q4_9,X,110,google,harmony,rl,50000,20527,15000,6160,,
d3_at_q4_9/X/r110,3,q4_9,X,110,google,libra,rl,50000,20441,15000,6123,,
d3_at_q6_11/X/r110,3,q6_11,X,110,ours,pymatching,si1000,50000,22079,15000,6624,31754,0.42
d3_at_q6_11/X/r110,3,q6_11,X,110,ours,pymatching_correlated,si1000,50000,21001,15000,6271,40896,1.19
d3_at_q6_11/X/r110,3,q6_11,X,110,ours,pymatching,rl,50000,22089,15000,6604,31491,0.42
d3_at_q6_11/X/r110,3,q6_11,X,110,ours,pymatching_correlated,rl,50000,20753,15000,6189,34751,1.19
d3_at_q6_11/X/r110,3,q6_11,X,110,google,correlated_matching,si1000,50000,20599,15000,6210,,
d3_at_q6_11/X/r110,3,q6_11,X,110,google,correlated_matching,rl,50000,19990,15000,6019,,
d3_at_q6_11/X/r110,3,q6_11,X,110,google,harmony,si1000,50000,20187,15000,5995,,
d3_at_q6_11/X/r110,3,q6_11,X,110,google,harmony,rl,50000,19791,15000,5887,,
d3_at_q6_11/X/r110,3,q6_11,X,110,google,libra,rl,50000,19563,15000,5871,,
d3_at_q6_3/X/r110,3,q6_3,X,110,ours,pymatching,si1000,50000,21589,15000,6409,31999,0.39
d3_at_q6_3/X/r110,3,q6_3,X,110,ours,pymatching_correlated,si1000,50000,20192,15000,6030,41170,1.08
d3_at_q6_3/X/r110,3,q6_3,X,110,ours,pymatching,rl,50000,22278,15000,6731,29764,0.39
d3_at_q6_3/X/r110,3,q6_3,X,110,ours,pymatching_correlated,rl,50000,20313,15000,6104,35823,1.1
d3_at_q6_3/X/r110,3,q6_3,X,110,google,correlated_matching,si1000,50000,19588,15000,5822,,
d3_at_q6_3/X/r110,3,q6_3,X,110,google,correlated_matching,rl,50000,18938,15000,5676,,
d3_at_q6_3/X/r110,3,q6_3,X,110,google,harmony,si1000,50000,19063,15000,5627,,
d3_at_q6_3/X/r110,3,q6_3,X,110,google,harmony,rl,50000,18247,15000,5427,,
d3_at_q6_3/X/r110,3,q6_3,X,110,google,libra,rl,50000,17930,15000,5314,,
d3_at_q6_11/Z/r110,3,q6_11,Z,110,ours,pymatching,si1000,50000,22912,15000,6839,29704,0.44
d3_at_q6_11/Z/r110,3,q6_11,Z,110,ours,pymatching_correlated,si1000,50000,22149,15000,6666,36201,1.27
d3_at_q6_11/Z/r110,3,q6_11,Z,110,ours,pymatching,rl,50000,22582,15000,6738,30511,0.42
d3_at_q6_11/Z/r110,3,q6_11,Z,110,ours,pymatching_correlated,rl,50000,21547,15000,6473,35292,1.22
d3_at_q6_11/Z/r110,3,q6_11,Z,110,google,correlated_matching,si1000,50000,21370,15000,6414,,
d3_at_q6_11/Z/r110,3,q6_11,Z,110,google,correlated_matching,rl,50000,20749,15000,6197,,
d3_at_q6_11/Z/r110,3,q6_11,Z,110,google,harmony,si1000,50000,20744,15000,6279,,
d3_at_q6_11/Z/r110,3,q6_11,Z,110,google,harmony,rl,50000,20467,15000,6102,,
d3_at_q6_11/Z/r110,3,q6_11,Z,110,google,libra,rl,50000,20407,15000,6124,,
d3_at_q6_3/Z/r110,3,q6_3,Z,110,ours,pymatching,si1000,50000,21186,15000,6371,31690,0.39
d3_at_q6_3/Z/r110,3,q6_3,Z,110,ours,pymatching_correlated,si1000,50000,19656,15000,5825,40142,1.08
d3_at_q6_3/Z/r110,3,q6_3,Z,110,ours,pymatching,rl,50000,21046,15000,6317,33170,0.36
d3_at_q6_3/Z/r110,3,q6_3,Z,110,ours,pymatching_correlated,rl,50000,18959,15000,5623,39477,1.04
d3_at_q6_3/Z/r110,3,q6_3,Z,110,google,correlated_matching,si1000,50000,19302,15000,5696,,
