key,distance,patch,basis,rounds,source,decoder,prior,shots,errors,test_shots,test_errors,agree_with_google_cm,seconds
d5_at_q8_7/Z/r90,5,q8_7,Z,90,ours,pymatching_correlated,si1000,50000,16029,15000,4827,42966,6.48
d5_at_q8_7/Z/r90,5,q8_7,Z,90,ours,pymatching,rl,50000,19170,15000,5668,32927,2.41
d5_at_q8_7/Z/r90,5,q8_7,Z,90,ours,pymatching_correlated,rl,50000,15367,15000,4579,40530,6.59
d5_at_q8_7/Z/r90,5,q8_7,Z,90,google,correlated_matching,si1000,50000,15761,15000,4695,,
d5_at_q8_7/Z/r90,5,q8_7,Z,90,google,correlated_matching,rl,50000,14937,15000,4467,,
d5_at_q8_7/Z/r90,5,q8_7,Z,90,google,harmony,si1000,50000,15059,15000,4482,,
d5_at_q8_7/Z/r90,5,q8_7,Z,90,google,harmony,rl,50000,14447,15000,4290,,
d5_at_q8_7/Z/r90,5,q8_7,Z,90,google,libra,rl,50000,13782,15000,4120,,
d3_at_q4_9/X/r230,3,q4_9,X,230,ours,pymatching,si1000,50000,24909,15000,7471,26676,0.82
d3_at_q4_9/X/r230,3,q4_9,X,230,ours,pymatching_correlated,si1000,50000,24355,15000,7347,34768,2.5
d3_at_q4_9/X/r230,3,q4_9,X,230,ours,pymatching,rl,50000,24615,15000,7349,26799,0.74
d3_at_q4_9/X/r230,3,q4_9,X,230,ours,pymatching_correlated,rl,50000,24417,15000,7264,31253,2.2
d3_at_q4_9/X/r230,3,q4_9,X,230,google,correlated_matching,si1000,50000,24181,15000,7164,,
d3_at_q4_9/X/r230,3,q4_9,X,230,google,correlated_matching,rl,50000,24064,15000,7143,,
d3_at_q4_9/X/r230,3,q4_9,X,230,google,harmony,si1000,50000,24093,15000,7214,,
d3_at_q4_9/X/r230,3,q4_9,X,230,google,harmony,rl,50000,23948,15000,7252,,
d3_at_q4_9/X/r230,3,q4_9,X,230,google,libra,rl,50000,23997,15000,7155,,
d3_at_q4_5/Z/r230,3,q4_5,Z,230,ours,pymatching,si1000,50000,24130,15000,7358,26813,0.82
d3_at_q4_5/Z/r230,3,q4_5,Z,230,ours,pymatching_correlated,si1000,50000,23810,15000,7091,34729,2.53
d3_at_q4_5/Z/r230,3,q4_5,Z,230,ours,pymatching,rl,50000,24072,15000,7272,28169,0.9
d3_at_q4_5/Z/r230,3,q4_5,Z,230,ours,pymatching_correlated,rl,50000,23545,15000,6995,36548,2.64
d3_at_q4_5/Z/r230,3,q4_5,Z,230,google,correlated_matching,si1000,50000,23819,15000,7113,,
d3_at_q4_5/Z/r230,3,q4_5,Z,230,google,correlated_matching,rl,50000,23385,15000,6985,,
d3_at_q4_5/Z/r230,3,q4_5,Z,230,google,harmony,si1000,50000,23406,15000,6921,,
d3_at_q4_5/Z/r230,3,q4_5,Z,230,google,harmony,rl,50000,23279,15000,6997,,
d3_at_q4_5/Z/r230,3,q4_5,Z,230,google,libra,rl,50000,23051,15000,6909,,
d3_at_q4_9/Z/r230,3,q4_9,Z,230,ours,pymatching,si1000,50000,24463,15000,7378,26190,0.9
d3_at_q4_9/Z/r230,3,q4_9,Z,230,ours,pymatching_correlated,si1000,50000,24463,15000,7361,32066,2.63
d3_at_q4_9/Z/r230,3,q4_9,Z,230,ours,pymatching,rl,50000,24439,15000,7396,28082,0.83
d3_at_q4_9/Z/r230,3,q4_9,Z,230,ours,pymatching_correlated,rl,50000,24255,15000,7279,38090,2.54
d3_at_q4_9/Z/r230,3,q4_9,Z,230,google,correlated_matching,si1000,50000,24163,15000,7241,,
d3_at_q4_9/Z/r230,3,q4_9,Z,230,google,correlated_matching,rl,50000,24035,15000,7129,,
d3_at_q4_9/Z/r230,3,q4_9,Z,230,google,harmony,si1000,50000,24158,15000,7162,,
d3_at_q4_9/Z/r230,3,q4_9,Z,230,google,harmony,rl,50000,24072,15000,7261,,
d3_at_q4_9/Z/r230,3,q4_9,Z,230,google,libra,rl,50000,24065,15000,7210,,
d3_at_q6_11/X/r230,3,q6_11,X,230,ours,pymatching,si1000,50000,24780,15000,7394,26424,0.99
d3_at_q6_11/X/r230,3,q6_11,X,230,ours,pymatching_correlated,si1000,50000,24622,15000,7431,33954,2.88
d3_at_q6_11/X/r230,3,q6_11,X,230,ours,pymatching,rl,50000,24812,15000,7439,26205,1.01
d3_at_q6_11/X/r230,3,q6_11,X,230,ours,pymatching_correlated,rl,50000,24572,15000,7372,27697,2.82
d3_at_q6_11/X/r230,3,q6_11,X,230,google,correlated_matching,si1000,50000,24600,15000,7469,,
d3_at_q6_11/X/r230,3,q6_11,X,230,google,correlated_matching,rl,50000,24513,15000,7348,,
d3_at_q6_11/X/r230,3,q6_11,X,230,google,harmony,si1000,50000,24472,15000,7401,,
d3_at_q6_11/X/r230,3,q6_11,X,230,google,harmony,rl,50000,24402,15000,7368,,
d3_at_q6_11/X/r230,3,q6_11,X,230,google,libra,rl,50000,24254,15000,7366,,
d3_at_q6_11/Z/r230,3,q6_11,Z,230,ours,pymatching,si1000,50000,24719,15000,7423,25784,1.0
d3_at_q6_11/Z/r230,3,q6_11,Z,230,ours,pymatching_correlated,si1000,50000,24608,15000,7393,29475,2.97
d3_at_q6_11/Z/r230,3,q6_11,Z,230,ours,pymatching,rl,50000,24448,15000,7309,26080,0.95
d3_at_q6_11/Z/r230,3,q6_11,Z,230,ours,pymatching_correlated,rl,50000,24695,15000,7336,28991,2.77
d3_at_q6_11/Z/r230,3,q6_11,Z,230,google,correlated_matching,si1000,50000,24475,15000,7304,,
d3_at_q6_11/Z/r230,3,q6_11,Z,230,google,correlated_matching,rl,50000,24218,15000,7159,,
d3_at_q6_11/Z/r230,3,q6_11,Z,230,google,harmony,si1000,50000,24206,15000,7229,,
d3_at_q6_11/Z/r230,3,q6_11,Z,230,google,harmony,rl,50000,24245,15000,7199,,
d3_at_q6_11/Z/r230,3,q6_11,Z,230,google,libra,rl,50000,24020,15000,7140,,
d3_at_q6_3/X/r230,3,q6_3,X,230,ours,pymatching,si1000,50000,24480,15000,7389,26775,0.94
d3_at_q6_3/X/r230,3,q6_3,X,230,ours,pymatching_correlated,si1000,50000,24314,15000,7235,33553,2.77
d3_at_q6_3/X/r230,3,q6_3,X,230,ours,pymatching,rl,50000,24572,15000,7323,25998,0.95
d3_at_q6_3/X/r230,3,q6_3,X,230,ours,pymatching_correlated,rl,50000,24180,15000,7210,29168,2.8
d3_at_q6_3/X/r230,3,q6_3,X,230,google,correlated_matching,si1000,50000,24081,15000,7248,,
d3_at_q6_3/X/r230,3,q6_3,X,230,google,correlated_matching,rl,50000,23956,15000,7161,,
d3_at_q6_3/X/r230,3,q6_3,X,230,google,harmony,si1000,50000,23927,15000,7116,,
d3_at_q6_3/X/r230,3,q6_3,X,230,google,harmony,rl,50000,23826,15000,7037,,
d3_at_q6_3/X/r230,3,q6_3,X,230,google,libra,rl,50000,23676,15000,7049,,
d3_at_q6_3/Z/r230,3,q6_3,Z,230,ours,pymatching,si1000,50000,24168,15000,7300,26971,0.83
d3_at_q6_3/Z/r230,3,q6_3,Z,230,ours,pymatching_correlated,si1000,50000,23769,15000,7155,33632,2.32
d3_at_q6_3/Z/r230,3,q6_3,Z,230,ours,pymatching,rl,50000,24014,15000,7183,28092,0.75
d3_at_q6_3/Z/r230,3,q6_3,Z,230,ours,pymatching_correlated,rl,50000,23393,15000,7050,33851,2.3
d3_at_q6_3/Z/r230,3,q6_3,Z,230,google,correlated_matching,si1000,50000,23409,15000,6985,,
d3_at_q6_3/Z/r230,3,q6_3,Z,230,google,correlated_matching,rl,50000,22856,15000,6861,,
d3_at_q6_3/Z/r230,3,q6_3,Z,230,google,harmony,si1000,50000,22934,15000,6876,,
d3_at_q6_3/Z/r230,3,q6_3,Z,230,google,harmony,rl,50000,22804,15000,6807,,
d3_at_q6_3/Z/r230,3,q6_3,Z,230,google,libra,rl,50000,22670,15000,6793,,
d3_at_q6_7/Z/r230,3,q6_7,Z,230,ours,pymatching,si1000,50000,24686,15000,7450,25693,1.08
d3_at_q6_7/Z/r230,3,q6_7,Z,230,ours,pymatching_correlated,si1000,50000,24839,15000,7412,30728,3.07
d3_at_q6_7/Z/r230,3,q6_7,Z,230,ours,pymatching,rl,50000,24539,15000,7427,25880,0.91
d3_at_q6_7/Z/r230,3,q6_7,Z,230,ours,pymatching_correlated,rl,50000,24526,15000,7313,30593,2.76
d3_at_q6_7/Z/r230,3,q6_7,Z,230,google,correlated_matching,si1000,50000,24839,15000,7483,,
d3_at_q6_7/Z/r230,3,q6_7,Z,230,google,correlated_matching,rl,50000,24551,15000,7286,,
d3_at_q6_7/Z/r230,3,q6_7,Z,230,google,harmony,si1000,50000,24710,15000,7437,,
d3_at_q6_7/Z/r230,3,q6_7,Z,230,google,harmony,rl,50000,24333,15000,7222,,
d3_at_q6_7/Z/r230,3,q6_7,Z,230,google,libra,rl,50000,24308,15000,7182,,
d3_at_q6_7/X/r230,3,q6_7,X,230,ours,pymatching,si1000,50000,25060,15000,7509,25473,1.12
d3_at_q6_7/X/r230,3,q6_7,X,230,ours,pymatching_correlated,si1000,50000,24862,15000,7449,30611,3.2
d3_at_q6_7/X/r230,3,q6_7,X,230,ours,pymatching,rl,50000,24997,15000,7552,25753,1.01
d3_at_q6_7/X/r230,3,q6_7,X,230,ours,pymatching_correlated,rl,50000,24817,15000,7432,31809,3.0
d3_at_q6_7/X/r230,3,q6_7,X,230,google,correlated_matching,si1000,50000,24737,15000,7446,,
d3_at_q6_7/X/r230,3,q6_7,X,230,google,correlated_matching,rl,50000,24740,15000,7426,,
d3_at_q6_7/X/r230,3,q6_7,X,230,google,harmony,si1000,50000,24889,15000,7510,,
d3_at_q6_7/X/r230,3,q6_7,X,230,google,harmony,rl,50000,24825,15000,7432,,
d3_at_q6_7/X/r230,3,q6_7,X,230,google,libra,rl,50000,24832,15000,7513,,
d3_at_q8_5/X/r230,3,q8_5,X,230,ours,pymatching,si1000,50000,24840,15000,7410,26247,1.03
d3_at_q8_5/X/r230,3,q8_5,X,230,ours,pymatching_correlated,si1000,50000,24718,15000,7385,32685,3.01
d3_at_q8_5/X/r230,3,q8_5,X,230,ours,pymatching,rl,50000,24911,15000,7502,25797,0.99
d3_at_q8_5/X/r230,3,q8_5,X,230,ours,pymatching_correlated,rl,50000,24790,15000,7503,27924,2.92
d3_at_q8_5/X/r230,3,q8_5,X,230,google,correlated_matching,si1000,50000,24733,15000,7481,,
d3_at_q8_5/X/r230,3,q8_5,X,230,google,correlated_matching,rl,50000,24900,15000,7473,,
d3_at_q8_5/X/r230,3,q8_5,X,230,google,harmony,si1000,50000,24822,15000,7460,,
d3_at_q8_5/X/r230,3,q8_5,X,230,google,harmony,rl,50000,24674,15000,7327,,
d3_at_q8_5/X/r230,3,q8_5,X,230,google,libra,rl,50000,24673,15000,7366,,
d3_at_q8_5/Z/r230,3,q8_5,Z,230,ours,pymatching,si1000,50000,24223,15000,7282,26947,0.79
d3_at_q8_5/Z/r230,3,q8_5,Z,230,ours,pymatching_correlated,si1000,50000,23813,15000,7118,33913,2.33
d3_at_q8_5/Z/r230,3,q8_5,Z,230,ours,pymatching,rl,50000,24106,15000,7251,27631,0.74
d3_at_q8_5/Z/r230,3,q8_5,Z,230,ours,pymatching_correlated,rl,50000,23283,15000,6964,34666,2.28
d3_at_q8_5/Z/r230,3,q8_5,Z,230,google,correlated_matching,si1000,50000,23620,15000,6986,,
d3_at_q8_5/Z/r230,3,q8_5,Z,230,google,correlated_matching,rl,50000,23411,15000,7048,,
d3_at_q8_5/Z/r230,3,q8_5,Z,230,google,harmony,si1000,50000,23060,15000,6907,,
d3_at_q8_5/Z/r230,3,q8_5,Z,230,google,harmony,rl,50000,23270,15000,7030,,
d3_at_q8_5/Z/r230,3,q8_5,Z,230,google,libra,rl,50000,23046,15000,6954,,
d3_at_q10_7/X/r210,3,q10_7,X,210,ours,pymatching,si1000,50000,24437,15000,7329,27794,0.83
d3_at_q10_7/X/r210,3,q10_7,X,210,ours,pymatching_correlated,si1000,50000,23786,15000,7066,37017,2.4
d3_at_q10_7/X/r210,3,q10_7,X,210,ours,pymatching,rl,50000,23937,15000,7210,29306,0.82
d3_at_q10_7/X/r210,3,q10_7,X,210,ours,pymatching_correlated,rl,50000,23189,15000,6977,36372,2.4
d3_at_q10_7/X/r210,3,q10_7,X,210,google,correlated_matching,si1000,50000,23445,15000,7012,,
d3_at_q10_7/X/r210,3,q10_7,X,210,google,correlated_matching,rl,50000,22875,15000,6858,,
d3_at_q10_7/X/r210,3,q10_7,X,210,google,harmony,si1000,50000,23150,15000,6874,,
d3_at_q10_7/X/r210,3,q10_7,X,210,google,harmony,rl,50000,22650,15000,6735,,
d3_at_q10_7/X/r210,3,q10_7,X,210,google,libra,rl,50000,22513,15000,6688,,
d3_at_q10_7/Z/r210,3,q10_7,Z,210,ours,pymatching,si1000,50000,24388,15000,7406,26731,0.77
d3_at_q10_7/Z/r210,3,q10_7,Z,210,ours,pymatching_correlated,si1000,50000,24028,15000,7159,32165,2.27
d3_at_q10_7/Z/r210,3,q10_7,Z,210,ours,pymatching,rl,50000,24299,15000,7315,27512,0.82
d3_at_q10_7/Z/r210,3,q10_7,Z,210,ours,pymatching_correlated,rl,50000,23506,15000,7035,32085,2.38
d3_at_q10_7/Z/r210,3,q10_7,Z,210,google,correlated_matching,si1000,50000,23553,15000,7083,,
d3_at_q10_7/Z/r210,3,q10_7,Z,210,google,correlated_matching,rl,50000,22933,15000,6889,,
d3_at_q10_7/Z/r210,3,q10_7,Z,210,google,harmony,si1000,50000,23263,15000,6973,,
d3_at_q10_7/Z/r210,3,q10_7,Z,210,google,harmony,rl,50000,22842,15000,6866,,
d3_at_q10_7/Z/r210,3,q10_7,Z,210,google,libra,rl,50000,22763,15000,6895,,
d3_at_q8_9/X/r230,3,q8_9,X,230,ours,pymatching,si1000,50000,24875,15000,7531,25556,1.08
d3_at_q8_9/X/r230,3,q8_9,X,230,ours,pymatching_correlated,si1000,50000,24888,15000,7528,30489,3.25
d3_at_q8_9/X/r230,3,q8_9,X,230,ours,pymatching,rl,50000,24922,15000,7501,25570,1.01
d3_at_q8_9/X/r230,3,q8_9,X,230,ours,pymatching_correlated,rl,50000,24887,15000,7532,28275,3.09
d3_at_q8_9/X/r230,3,q8_9,X,230,google,correlated_matching,si1000,50000,24965,15000,7473,,
d3_at_q8_9/X/r230,3,q8_9,X,230,google,correlated_matching,rl,50000,24900,15000,7524,,
d3_at_q8_9/X/r230,3,q8_9,X,230,google,harmony,si1000,50000,24674,15000,7476,,
d3_at_q8_9/X/r230,3,q8_9,X,230,google,harmony,rl,50000,24897,15000,7533,,
d3_at_q8_9/X/r230,3,q8_9,X,230,google,libra,rl,50000,24610,15000,7347,,
d3_at_q2_7/X/r210,3,q2_7,X,210,ours,pymatching,si1000,50000,24348,15000,7265,27676,0.71
d3_at_q2_7/X/r210,3,q2_7,X,210,ours,pymatching_correlated,si1000,50000,23822,15000,7072,36948,2.1
d3_at_q2_7/X/r210,3,q2_7,X,210,ours,pymatching,rl,50000,24148,15000,7287,28208,0.68
d3_at_q2_7/X/r210,3,q2_7,X,210,ours,pymatching_correlated,rl,50000,23612,15000,7081,34158,2.05
d3_at_q2_7/X/r210,3,q2_7,X,210,google,correlated_matching,si1000,50000,23638,15000,7056,,
d3_at_q2_7/X/r210,3,q2_7,X,210,google,correlated_matching,rl,50000,23554,15000,6977,,
d3_at_q2_7/X/r210,3,q2_7,X,210,google,harmony,si1000,50000,23285,15000,7065,,
d3_at_q2_7/X/r210,3,q2_7,X,210,google,harmony,rl,50000,23492,15000,7026,,
d3_at_q2_7/X/r210,3,q2_7,X,210,google,libra,rl,50000,23207,15000,6903,,
d3_at_q2_7/Z/r210,3,q2_7,Z,210,ours,pymatching,si1000,50000,24078,15000,7203,27607,0.71
d3_at_q2_7/Z/r210,3,q2_7,Z,210,ours,pymatching_correlated,si1000,50000,23610,15000,7051,34835,2.06
d3_at_q2_7/Z/r210,3,q2_7,Z,210,ours,pymatching,rl,50000,23686,15000,7125,29108,0.63
d3_at_q2_7/Z/r210,3,q2_7,Z,210,ours,pymatching_correlated,rl,50000,22944,15000,6893,35780,1.94
d3_at_q2_7/Z/r210,3,q2_7,Z,210,google,correlated_matching,si1000,50000,23231,15000,6901,,
d3_at_q2_7/Z/r210,3,q2_7,Z,210,google,correlated_matching,rl,50000,22546,15000,6690,,
d3_at_q2_7/Z/r210,3,q2_7,Z,210,google,harmony,si1000,50000,22823,15000,6808,,
d3_at_q2_7/Z/r210,3,q2_7,Z,210,google,harmony,rl,50000,22365,15000,6657,,
d3_at_q2_7/Z/r210,3,q2_7,Z,210,google,libra,rl,50000,22286,15000,6659,,
d3_at_q8_9/Z/r230,3,q8_9,Z,230,ours,pymatching,si1000,50000,25135,15000,7452,25128,1.16
d3_at_q8_9/Z/r230,3,q8_9,Z,230,ours,pymatching_correlated,si1000,50000,24825,15000,7428,29836,3.27
d3_at_q8_9/Z/r230,3,q8_9,Z,230,ours,pymatching,rl,50000,24999,15000,7514,26018,1.13
d3_at_q8_9/Z/r230,3,q8_9,Z,230,ours,pymatching_correlated,rl,50000,24821,15000,7362,31738,3.27
d3_at_q8_9/Z/r230,3,q8_9,Z,230,google,correlated_matching,si1000,50000,24779,15000,7434,,
d3_at_q8_9/Z/r230,3,q8_9,Z,230,google,correlated_matching,rl,50000,24853,15000,7404,,
d3_at_q8_9/Z/r230,3,q8_9,Z,230,google,harmony,si1000,50000,24635,15000,7358,,
d3_at_q8_9/Z/r230,3,q8_9,Z,230,google,harmony,rl,50000,24822,15000,7403,,
d3_at_q8_9/Z/r230,3,q8_9,Z,230,google,libra,rl,50000,24640,15000,7401,,
d3_at_q4_5/Z/r210,3,q4_5,Z,210,ours,pymatching,si1000,50000,24053,15000,7222,27485,0.74
d3_at_q4_5/Z/r210,3,q4_5,Z,210,ours,pymatching_correlated,si1000,50000,23536,15000,7092,35606,2.22
d3_at_q4_5/Z/r210,3,q4_5,Z,210,ours,pymatching,rl,50000,23991,15000,7258,28727,0.81
d3_at_q4_5/Z/r210,3,q4_5,Z,210,ours,pymatching_correlated,rl,50000,22950,15000,6915,37336,2.39
d3_at_q4_5/Z/r210,3,q4_5,Z,210,google,correlated_matching,si1000,50000,23414,15000,7081,,
d3_at_q4_5/Z/r210,3,q4_5,Z,210,google,correlated_matching,rl,50000,22858,15000,6861,,
d3_at_q4_5/Z/r210,3,q4_5,Z,210,google,harmony,si1000,50000,23014,15000,6935,,
d3_at_q4_5/Z/r210,3,q4_5,Z,210,google,harmony,rl,50000,22981,15000,6997,,
d3_at_q4_5/Z/r210,3,q4_5,Z,210,google,libra,rl,50000,22616,15000,6789,,
d3_at_q4_5/X/r210,3,q4_5,X,210,ours,pymatching,si1000,50000,24841,15000,7489,27288,0.77
d3_at_q4_5/X/r210,3,q4_5,X,210,ours,pymatching_correlated,si1000,50000,24051,15000,7225,35152,2.25
d3_at_q4_5/X/r210,3,q4_5,X,210,ours,pymatching,rl,50000,24303,15000,7293,28997,0.85
d3_at_q4_5/X/r210,3,q4_5,X,210,ours,pymatching_correlated,rl,50000,23517,15000,7032,37331,2.44
d3_at_q4_5/X/r210,3,q4_5,X,210,google,correlated_matching,si1000,50000,23979,15000,7249,,
d3_at_q4_5/X/r210,3,q4_5,X,210,google,correlated_matching,rl,50000,23566,15000,7038,,
d3_at_q4_5/X/r210,3,q4_5,X,210,google,harmony,si1000,50000,23831,15000,7224,,
d3_at_q4_5/X/r210,3,q4_5,X,210,google,harmony,rl,50000,23283,15000,6973,,
d3_at_q4_5/X/r210,3,q4_5,X,210,google,libra,rl,50000,23179,15000,6899,,
d3_at_q4_9/X/r210,3,q4_9,X,210,ours,pymatching,si1000,50000,24659,15000,7379,27162,0.74
d3_at_q4_9/X/r210,3,q4_9,X,210,ours,pymatching_correlated,si1000,50000,24291,15000,7314,35590,2.1
d3_at_q4_9/X/r210,3,q4_9,X,210,ours,pymatching,rl,50000,24606,15000,7402,27336,0.68
d3_at_q4_9/X/r210,3,q4_9,X,210,ours,pymatching_correlated,rl,50000,24183,15000,7284,32149,2.04
d3_at_q4_9/X/r210,3,q4_9,X,210,google,correlated_matching,si1000,50000,24017,15000,7162,,
d3_at_q4_9/X/r210,3,q4_9,X,210,google,correlated_matching,rl,50000,24008,15000,7244,,
d3_at_q4_9/X/r210,3,q4_9,X,210,google,harmony,si1000,50000,23796,15000,7157,,
d3_at_q4_9/X/r210,3,q4_9,X,210,google,harmony,rl,50000,23874,15000,7210,,
d3_at_q4_9/X/r210,3,q4_9,X,210,google,libra,rl,50000,23651,15000,7132,,
d3_at_q4_9/Z/r210,3,q4_9,Z,210,ours,pymatching,si1000,50000,24292,15000,7223,27102,0.75
d3_at_q4_9/Z/r210,3,q4_9,Z,210,ours,pymatching_correlated,si1000,50000,23871,15000,7138,34375,2.18
d3_at_q4_9/Z/r210,3,q4_9,Z,210,ours,pymatching,rl,50000,24329,15000,7296,29547,0.71
d3_at_q4_9/Z/r210,3,q4_9,Z,210,ours,pymatching_correlated,rl,50000,23525,15000,7068,40087,2.16
d3_at_q4_9/Z/r210,3,q4_9,Z,210,google,correlated_matching,si1000,50000,23878,15000,7048,,
d3_at_q4_9/Z/r210,3,q4_9,Z,210,google,correlated_matching,rl,50000,23562,15000,7020,,
d3_at_q4_9/Z/r210,3,q4_9,Z,210,google,harmony,si1000,50000,23518,15000,6979,,
d3_at_q4_9/Z/r210,3,q4_9,Z,210,google,harmony,rl,50000,23414,15000,6995,,
d3_at_q4_9/Z/r210,3,q4_9,Z,210,google,libra,rl,50000,23128,15000,6900,,
d3_at_q6_11/X/r210,3,q6_11,X,210,ours,pymatching,si1000,50000,24779,15000,7516,27222,0.92
d3_at_q6_11/X/r210,3,q6_11,X,210,ours,pymatching_correlated,si1000,50000,24223,15000,7334,35054,2.51
d3_at_q6_11/X/r210,3,q6_11,X,210,ours,pymatching,rl,50000,24709,15000,7369,26651,0.85
d3_at_q6_11/X/r210,3,q6_11,X,210,ours,pymatching_correlated,rl,50000,24279,15000,7292,28775,2.52
d3_at_q6_11/X/r210,3,q6_11,X,210,google,correlated_matching,si1000,50000,24129,15000,7387,,
d3_at_q6_11/X/r210,3,q6_11,X,210,google,correlated_matching,rl,50000,23954,15000,7209,,
d3_at_q6_11/X/r210,3,q6_11,X,210,google,harmony,si1000,50000,23921,15000,7241,,
d3_at_q6_11/X/r210,3,q6_11,X,210,google,harmony,rl,50000,23718,15000,7150,,
d3_at_q6_11/X/r210,3,q6_11,X,210,google,libra,rl,50000,23615,15000,7104,,
d3_at_q6_3/Z/r210,3,q6_3,Z,210,ours,pymatching,si1000,50000,23788,15000,7115,28210,0.71
d3_at_q6_3/Z/r210,3,q6_3,Z,210,ours,pymatching_correlated,si1000,50000,22924,15000,6948,34878,2.1
d3_at_q6_3/Z/r210,3,q6_3,Z,210,ours,pymatching,rl,50000,23699,15000,7098,29321,0.67
d3_at_q6_3/Z/r210,3,q6_3,Z,210,ours,pymatching_correlated,rl,50000,22160,15000,6725,35574,2.0
d3_at_q6_3/Z/r210,3,q6_3,Z,210,google,correlated_matching,si1000,50000,22554,15000,6816,,
d3_at_q6_3/Z/r210,3,q6_3,Z,210,google,correlated_matching,rl,50000,21764,15000,6565,,
d3_at_q6_3/Z/r210,3,q6_3,Z,210,google,harmony,si1000,50000,21919,15000,6536,,
d3_at_q6_3/Z/r210,3,q6_3,Z,210,google,harmony,rl,50000,21530,15000,6518,,
d3_at_q6_3/Z/r210,3,q6_3,Z,210,google,libra,rl,50000,21264,15000,6448,,
d3_at_q6_11/Z/r210,3,q6_11,Z,210,ours,pymatching,si1000,50000,24636,15000,7446,26175,0.9
d3_at_q6_11/Z/r210,3,q6_11,Z,210,ours,pymatching_correlated,si1000,50000,24522,15000,7378,30807,2.63
d3_at_q6_11/Z/r210,3,q6_11,Z,210,ours,pymatching,rl,50000,24539,15000,7379,26579,0.81
d3_at_q6_11/Z/r210,3,q6_11,Z,210,ours,pymatching_correlated,rl,50000,24220,15000,7364,30054,2.47
d3_at_q6_11/Z/r210,3,q6_11,Z,210,google,correlated_matching,si1000,50000,24281,15000,7331,,
d3_at_q6_11/Z/r210,3,q6_11,Z,210,google,correlated_matching,rl,50000,24018,15000,7331,,
d3_at_q6_11/Z/r210,3,q6_11,Z,210,google,harmony,si1000,50000,24111,15000,7253,,
d3_at_q6_11/Z/r210,3,q6_11,Z,210,google,harmony,rl,50000,23945,15000,7208,,
d3_at_q6_11/Z/r210,3,q6_11,Z,210,google,libra,rl,50000,23733,15000,7179,,
d3_at_q6_3/X/r210,3,q6_3,X,210,ours,pymatching,si1000,50000,24718,15000,7478,26926,0.87
d3_at_q6_3/X/r210,3,q6_3,X,210,ours,pymatching_correlated,si1000,50000,24173,15000,7235,34321,2.6
d3_at_q6_3/X/r210,3,q6_3,X,210,ours,pymatching,rl,50000,24582,15000,7393,26390,0.89
d3_at_q6_3/X/r210,3,q6_3,X,210,ours,pymatching_correlated,rl,50000,23907,15000,7149,30041,2.63
d3_at_q6_3/X/r210,3,q6_3,X,210,google,correlated_matching,si1000,50000,24236,15000,7285,,
d3_at_q6_3/X/r210,3,q6_3,X,210,google,correlated_matching,rl,50000,23598,15000,7110,,
d3_at_q6_3/X/r210,3,q6_3,X,210,google,harmony,si1000,50000,23987,15000,7186,,
d3_at_q6_3/X/r210,3,q6_3,X,210,google,harmony,rl,50000,23498,15000,7057,,
d3_at_q6_3/X/r210,3,q6_3,X,210,google,libra,rl,50000,23470,15000,7123,,
d3_at_q6_7/Z/r210,3,q6_7,Z,210,ours,pymatching,si1000,50000,24793,15000,7504,26077,0.95
d3_at_q6_7/Z/r210,3,q6_7,Z,210,ours,pymatching_correlated,si1000,50000,24684,15000,7480,31368,2.84
d3_at_q6_7/Z/r210,3,q6_7,Z,210,ours,pymatching,rl,50000,24766,15000,7420,26127,0.83
d3_at_q6_7/Z/r210,3,q6_7,Z,210,ours,pymatching_correlated,rl,50000,24469,15000,7303,31654,2.58
d3_at_q6_7/Z/r210,3,q6_7,Z,210,google,correlated_matching,si1000,50000,24696,15000,7423,,
d3_at_q6_7/Z/r210,3,q6_7,Z,210,google,correlated_matching,rl,50000,24425,15000,7409,,
d3_at_q6_7/Z/r210,3,q6_7,Z,210,google,harmony,si1000,50000,24461,15000,7309,,
d3_at_q6_7/Z/r210,3,q6_7,Z,210,google,harmony,rl,50000,24163,15000,7179,,
d3_at_q6_7/Z/r210,3,q6_7,Z,210,google,libra,rl,50000,24136,15000,7246,,
d3_at_q6_7/X/r210,3,q6_7,X,210,ours,pymatching,si1000,50000,24987,15000,7496,25607,0.95
d3_at_q6_7/X/r210,3,q6_7,X,210,ours,pymatching_correlated,si1000,50000,24988,15000,7408,31794,2.94
d3_at_q6_7/X/r210,3,q6_7,X,210,ours,pymatching,rl,50000,24773,15000,7405,26241,0.87
d3_at_q6_7/X/r210,3,q6_7,X,210,ours,pymatching_correlated,rl,50000,24721,15000,7323,32971,2.74
d3_at_q6_7/X/r210,3,q6_7,X,210,google,correlated_matching,si1000,50000,24844,15000,7491,,
d3_at_q6_7/X/r210,3,q6_7,X,210,google,correlated_matching,rl,50000,24756,15000,7274,,
d3_at_q6_7/X/r210,3,q6_7,X,210,google,harmony,si1000,50000,24840,15000,7509,,
d3_at_q6_7/X/r210,3,q6_7,X,210,google,harmony,rl,50000,24657,15000,7353,,
d3_at_q6_7/X/r210,3,q6_7,X,210,google,libra,rl,50000,24658,15000,7354,,
d3_at_q8_5/Z/r210,3,q8_5,Z,210,ours,pymatching,si1000,50000,24178,15000,7170,27277,0.74
d3_at_q8_5/Z/r210,3,q8_5,Z,210,ours,pymatching_correlated,si1000,50000,23394,15000,6955,34849,2.13
