key,distance,patch,basis,rounds,method,prior,shots,errors,ties,seconds
d3_at_q10_7/Z/r210,3,q10_7,Z,210,mwpm_gap,si1000,50000,24361,963,3.89
d3_at_q10_7/Z/r210,3,q10_7,Z,210,mwpm_gap,rl,50000,24299,0,4.19
d3_at_q2_7/X/r210,3,q2_7,X,210,mwpm_gap,si1000,50000,24348,0,3.44
d3_at_q2_7/X/r210,3,q2_7,X,210,mwpm_gap,rl,50000,24148,0,3.34
d3_at_q2_7/Z/r210,3,q2_7,Z,210,mwpm_gap,si1000,50000,24089,992,3.25
d3_at_q2_7/Z/r210,3,q2_7,Z,210,mwpm_gap,rl,50000,23686,0,2.95
d3_at_q8_9/Z/r230,3,q8_9,Z,230,mwpm_gap,si1000,50000,25152,1576,5.93
d3_at_q8_9/Z/r230,3,q8_9,Z,230,mwpm_gap,rl,50000,24999,0,6.92
d3_at_q4_5/Z/r210,3,q4_5,Z,210,mwpm_gap,si1000,50000,24041,1082,3.26
d3_at_q4_5/Z/r210,3,q4_5,Z,210,mwpm_gap,rl,50000,23991,0,3.2
d3_at_q4_9/X/r210,3,q4_9,X,210,mwpm_gap,si1000,50000,24659,0,3.62
d3_at_q4_9/X/r210,3,q4_9,X,210,mwpm_gap,rl,50000,24606,0,3.5
d3_at_q4_5/X/r210,3,q4_5,X,210,mwpm_gap,si1000,50000,24841,0,3.78
d3_at_q4_5/X/r210,3,q4_5,X,210,mwpm_gap,rl,50000,24303,0,4.1
d3_at_q4_9/Z/r210,3,q4_9,Z,210,mwpm_gap,si1000,50000,24295,1212,3.9
d3_at_q4_9/Z/r210,3,q4_9,Z,210,mwpm_gap,rl,50000,24329,0,3.66
d3_at_q6_11/X/r210,3,q6_11,X,210,mwpm_gap,si1000,50000,24779,0,3.78
d3_at_q6_11/X/r210,3,q6_11,X,210,mwpm_gap,rl,50000,24709,0,3.68
d3_at_q6_3/X/r210,3,q6_3,X,210,mwpm_gap,si1000,50000,24718,0,3.59
d3_at_q6_3/X/r210,3,q6_3,X,210,mwpm_gap,rl,50000,24582,0,3.7
d3_at_q6_11/Z/r210,3,q6_11,Z,210,mwpm_gap,si1000,50000,24639,1010,4.24
d3_at_q6_11/Z/r210,3,q6_11,Z,210,mwpm_gap,rl,50000,24539,0,4.24
d3_at_q6_3/Z/r210,3,q6_3,Z,210,mwpm_gap,si1000,50000,23827,587,3.68
d3_at_q6_3/Z/r210,3,q6_3,Z,210,mwpm_gap,rl,50000,23699,0,3.95
d3_at_q8_5/X/r210,3,q8_5,X,210,mwpm_gap,si1000,50000,24577,0,3.92
d3_at_q8_5/X/r210,3,q8_5,X,210,mwpm_gap,rl,50000,24578,0,4.15
d3_at_q6_7/X/r210,3,q6_7,X,210,mwpm_gap,si1000,50000,24987,0,4.48
d3_at_q6_7/X/r210,3,q6_7,X,210,mwpm_gap,rl,50000,24773,0,5.0
d3_at_q6_7/Z/r210,3,q6_7,Z,210,mwpm_gap,si1000,50000,24774,2287,4.55
d3_at_q6_7/Z/r210,3,q6_7,Z,210,mwpm_gap,rl,50000,24766,0,4.16
d3_at_q8_5/Z/r210,3,q8_5,Z,210,mwpm_gap,si1000,50000,24194,722,3.33
d3_at_q8_5/Z/r210,3,q8_5,Z,210,mwpm_gap,rl,50000,24028,0,3.35
d3_at_q8_9/X/r210,3,q8_9,X,210,mwpm_gap,si1000,50000,24900,0,4.5
d3_at_q8_9/X/r210,3,q8_9,X,210,mwpm_gap,rl,50000,25002,0,4.36
d5_at_q4_7/X/r70,5,q4_7,X,70,mwpm_gap,si1000,50000,15803,0,5.32
d5_at_q4_7/X/r70,5,q4_7,X,70,mwpm_gap,rl,50000,15486,0,5.27
d3_at_q8_9/Z/r210,3,q8_9,Z,210,mwpm_gap,si1000,50000,24910,1539,5.29
d3_at_q8_9/Z/r210,3,q8_9,Z,210,mwpm_gap,rl,50000,24943,0,5.99
d5_at_q4_7/Z/r70,5,q4_7,Z,70,mwpm_gap,si1000,50000,12938,77,5.45
d5_at_q4_7/Z/r70,5,q4_7,Z,70,mwpm_gap,rl,50000,12637,0,5.26
d5_at_q6_5/Z/r70,5,q6_5,Z,70,mwpm_gap,si1000,50000,12735,123,5.56
d5_at_q6_5/Z/r70,5,q6_5,Z,70,mwpm_gap,rl,50000,12628,0,5.58
d5_at_q6_9/X/r70,5,q6_9,X,70,mwpm_gap,si1000,50000,16888,0,5.6
d5_at_q6_9/X/r70,5,q6_9,X,70,mwpm_gap,rl,50000,16746,0,5.55
d5_at_q6_5/X/r70,5,q6_5,X,70,mwpm_gap,si1000,50000,16664,0,5.92
d5_at_q6_5/X/r70,5,q6_5,X,70,mwpm_gap,rl,50000,16270,0,6.01
d5_at_q6_9/Z/r70,5,q6_9,Z,70,mwpm_gap,si1000,50000,15306,120,5.86
d5_at_q6_9/Z/r70,5,q6_9,Z,70,mwpm_gap,rl,50000,14926,0,5.8
d3_at_q10_7/X/r190,3,q10_7,X,190,mwpm_gap,si1000,50000,23864,0,3.33
d3_at_q10_7/X/r190,3,q10_7,X,190,mwpm_gap,rl,50000,23633,0,3.55
d3_at_q10_7/Z/r190,3,q10_7,Z,190,mwpm_gap,si1000,50000,24227,907,3.43
d3_at_q10_7/Z/r190,3,q10_7,Z,190,mwpm_gap,rl,50000,24081,0,3.72
d3_at_q2_7/Z/r190,3,q2_7,Z,190,mwpm_gap,si1000,50000,23814,952,2.85
d3_at_q2_7/Z/r190,3,q2_7,Z,190,mwpm_gap,rl,50000,23546,0,2.64
d3_at_q2_7/X/r190,3,q2_7,X,190,mwpm_gap,si1000,50000,23856,0,2.84
d3_at_q2_7/X/r190,3,q2_7,X,190,mwpm_gap,rl,50000,23560,0,2.83
d5_at_q8_7/X/r70,5,q8_7,X,70,mwpm_gap,si1000,50000,16938,0,6.49
d5_at_q8_7/X/r70,5,q8_7,X,70,mwpm_gap,rl,50000,16289,0,6.7
d3_at_q4_5/X/r190,3,q4_5,X,190,mwpm_gap,si1000,50000,24334,0,3.28
d3_at_q4_5/X/r190,3,q4_5,X,190,mwpm_gap,rl,50000,24175,0,3.57
d3_at_q4_5/Z/r190,3,q4_5,Z,190,mwpm_gap,si1000,50000,23882,959,2.93
d3_at_q4_5/Z/r190,3,q4_5,Z,190,mwpm_gap,rl,50000,23679,0,2.85
d5_at_q8_7/Z/r70,5,q8_7,Z,70,mwpm_gap,si1000,50000,15127,117,5.9
d5_at_q8_7/Z/r70,5,q8_7,Z,70,mwpm_gap,rl,50000,14849,0,6.08
d3_at_q4_9/X/r190,3,q4_9,X,190,mwpm_gap,si1000,50000,24367,0,3.16
d3_at_q4_9/X/r190,3,q4_9,X,190,mwpm_gap,rl,50000,24402,0,3.05
d3_at_q4_9/Z/r190,3,q4_9,Z,190,mwpm_gap,si1000,50000,24256,1083,3.42
d3_at_q4_9/Z/r190,3,q4_9,Z,190,mwpm_gap,rl,50000,24298,0,3.24
d3_at_q6_3/X/r190,3,q6_3,X,190,mwpm_gap,si1000,50000,23684,0,2.91
d3_at_q6_3/X/r190,3,q6_3,X,190,mwpm_gap,rl,50000,24004,0,2.94
d3_at_q6_11/X/r190,3,q6_11,X,190,mwpm_gap,si1000,50000,24492,0,3.58
d3_at_q6_11/X/r190,3,q6_11,X,190,mwpm_gap,rl,50000,24747,0,3.44
d3_at_q6_11/Z/r190,3,q6_11,Z,190,mwpm_gap,si1000,50000,24495,1089,3.88
d3_at_q6_11/Z/r190,3,q6_11,Z,190,mwpm_gap,rl,50000,24397,0,3.9
d3_at_q6_3/Z/r190,3,q6_3,Z,190,mwpm_gap,si1000,50000,24418,865,3.28
d3_at_q6_3/Z/r190,3,q6_3,Z,190,mwpm_gap,rl,50000,24199,0,3.6
d3_at_q6_7/X/r190,3,q6_7,X,190,mwpm_gap,si1000,50000,25001,0,4.15
d3_at_q6_7/X/r190,3,q6_7,X,190,mwpm_gap,rl,50000,25133,0,4.64
d3_at_q8_5/X/r190,3,q8_5,X,190,mwpm_gap,si1000,50000,24189,0,3.24
d3_at_q8_5/X/r190,3,q8_5,X,190,mwpm_gap,rl,50000,24103,0,3.39
d3_at_q6_7/Z/r190,3,q6_7,Z,190,mwpm_gap,si1000,50000,24735,2147,4.35
d3_at_q6_7/Z/r190,3,q6_7,Z,190,mwpm_gap,rl,50000,24697,0,4.0
d3_at_q8_5/Z/r190,3,q8_5,Z,190,mwpm_gap,si1000,50000,24284,671,3.72
d3_at_q8_5/Z/r190,3,q8_5,Z,190,mwpm_gap,rl,50000,24385,0,3.66
d3_at_q10_7/X/r170,3,q10_7,X,170,mwpm_gap,si1000,50000,23771,0,2.99
d3_at_q10_7/X/r170,3,q10_7,X,170,mwpm_gap,rl,50000,23136,0,3.16
d3_at_q8_9/X/r190,3,q8_9,X,190,mwpm_gap,si1000,50000,25192,0,3.81
d3_at_q8_9/X/r190,3,q8_9,X,190,mwpm_gap,rl,50000,24902,0,3.75
d3_at_q10_7/Z/r170,3,q10_7,Z,170,mwpm_gap,si1000,50000,24155,802,3.15
d3_at_q10_7/Z/r170,3,q10_7,Z,170,mwpm_gap,rl,50000,24191,0,3.43
d3_at_q2_7/Z/r170,3,q2_7,Z,170,mwpm_gap,si1000,50000,23162,831,2.5
d3_at_q2_7/Z/r170,3,q2_7,Z,170,mwpm_gap,rl,50000,22955,0,2.29
d3_at_q2_7/X/r170,3,q2_7,X,170,mwpm_gap,si1000,50000,23679,0,2.69
d3_at_q2_7/X/r170,3,q2_7,X,170,mwpm_gap,rl,50000,23477,0,2.68
d3_at_q8_9/Z/r190,3,q8_9,Z,190,mwpm_gap,si1000,50000,24879,1232,4.38
d3_at_q8_9/Z/r190,3,q8_9,Z,190,mwpm_gap,rl,50000,24848,0,5.03
d3_at_q4_5/X/r170,3,q4_5,X,170,mwpm_gap,si1000,50000,24023,0,2.88
d3_at_q4_5/X/r170,3,q4_5,X,170,mwpm_gap,rl,50000,23453,0,3.09
d3_at_q4_5/Z/r170,3,q4_5,Z,170,mwpm_gap,si1000,50000,23132,845,2.54
d3_at_q4_5/Z/r170,3,q4_5,Z,170,mwpm_gap,rl,50000,23193,0,2.5
d3_at_q4_9/Z/r170,3,q4_9,Z,170,mwpm_gap,si1000,50000,23945,1014,2.89
d3_at_q4_9/Z/r170,3,q4_9,Z,170,mwpm_gap,rl,50000,23745,0,2.73
d3_at_q4_9/X/r170,3,q4_9,X,170,mwpm_gap,si1000,50000,24339,0,3.06
d3_at_q4_9/X/r170,3,q4_9,X,170,mwpm_gap,rl,50000,24112,0,2.93
d3_at_q6_11/X/r170,3,q6_11,X,170,mwpm_gap,si1000,50000,24364,0,2.91
d3_at_q6_11/X/r170,3,q6_11,X,170,mwpm_gap,rl,50000,24274,0,2.81
d3_at_q6_3/X/r170,3,q6_3,X,170,mwpm_gap,si1000,50000,23591,0,2.53
d3_at_q6_3/X/r170,3,q6_3,X,170,mwpm_gap,rl,50000,23742,0,2.52
d3_at_q6_3/Z/r170,3,q6_3,Z,170,mwpm_gap,si1000,50000,23443,598,2.83
d3_at_q6_3/Z/r170,3,q6_3,Z,170,mwpm_gap,rl,50000,23470,0,3.01
d3_at_q6_11/Z/r170,3,q6_11,Z,170,mwpm_gap,si1000,50000,24412,863,3.24
d3_at_q6_11/Z/r170,3,q6_11,Z,170,mwpm_gap,rl,50000,24405,0,3.21
d3_at_q6_7/X/r170,3,q6_7,X,170,mwpm_gap,si1000,50000,24936,0,3.56
d3_at_q6_7/X/r170,3,q6_7,X,170,mwpm_gap,rl,50000,24912,0,3.92
d3_at_q6_7/Z/r170,3,q6_7,Z,170,mwpm_gap,si1000,50000,24677,1847,3.78
d3_at_q6_7/Z/r170,3,q6_7,Z,170,mwpm_gap,rl,50000,24685,0,3.48
d3_at_q8_5/Z/r170,3,q8_5,Z,170,mwpm_gap,si1000,50000,23351,586,2.73
d3_at_q8_5/Z/r170,3,q8_5,Z,170,mwpm_gap,rl,50000,23130,0,2.66
d3_at_q8_5/X/r170,3,q8_5,X,170,mwpm_gap,si1000,50000,24031,0,2.79
d3_at_q8_5/X/r170,3,q8_5,X,170,mwpm_gap,rl,50000,24013,0,2.87
d3_at_q8_9/X/r170,3,q8_9,X,170,mwpm_gap,si1000,50000,24814,0,3.26
d3_at_q8_9/X/r170,3,q8_9,X,170,mwpm_gap,rl,50000,24816,0,3.17
d3_at_q8_9/Z/r170,3,q8_9,Z,170,mwpm_gap,si1000,50000,24855,1137,3.87
d3_at_q8_9/Z/r170,3,q8_9,Z,170,mwpm_gap,rl,50000,24991,0,4.36
d3_at_q2_7/Z/r150,3,q2_7,Z,150,mwpm_gap,si1000,50000,22520,784,2.09
d3_at_q2_7/Z/r150,3,q2_7,Z,150,mwpm_gap,rl,50000,22253,0,1.91
d3_at_q2_7/X/r150,3,q2_7,X,150,mwpm_gap,si1000,50000,22944,0,2.17
d3_at_q2_7/X/r150,3,q2_7,X,150,mwpm_gap,rl,50000,22738,0,2.13
d3_at_q10_7/X/r150,3,q10_7,X,150,mwpm_gap,si1000,50000,23203,0,2.54
d3_at_q10_7/X/r150,3,q10_7,X,150,mwpm_gap,rl,50000,22509,0,2.63
d3_at_q10_7/Z/r150,3,q10_7,Z,150,mwpm_gap,si1000,50000,23100,694,2.55
d3_at_q10_7/Z/r150,3,q10_7,Z,150,mwpm_gap,rl,50000,22934,0,2.71
d3_at_q4_5/X/r150,3,q4_5,X,150,mwpm_gap,si1000,50000,23566,0,2.44
d3_at_q4_5/X/r150,3,q4_5,X,150,mwpm_gap,rl,50000,22927,0,2.64
d3_at_q4_5/Z/r150,3,q4_5,Z,150,mwpm_gap,si1000,50000,22959,733,2.19
d3_at_q4_5/Z/r150,3,q4_5,Z,150,mwpm_gap,rl,50000,22610,0,2.12
d3_at_q4_9/X/r150,3,q4_9,X,150,mwpm_gap,si1000,50000,23714,0,2.37
d3_at_q4_9/X/r150,3,q4_9,X,150,mwpm_gap,rl,50000,23762,0,2.17
d3_at_q4_9/Z/r150,3,q4_9,Z,150,mwpm_gap,si1000,50000,23065,842,2.47
d3_at_q4_9/Z/r150,3,q4_9,Z,150,mwpm_gap,rl,50000,23018,0,2.34
d3_at_q6_11/X/r150,3,q6_11,X,150,mwpm_gap,si1000,50000,23817,0,2.38
d3_at_q6_11/X/r150,3,q6_11,X,150,mwpm_gap,rl,50000,23661,0,2.31
d3_at_q6_11/Z/r150,3,q6_11,Z,150,mwpm_gap,si1000,50000,23916,674,2.63
d3_at_q6_11/Z/r150,3,q6_11,Z,150,mwpm_gap,rl,50000,23625,0,2.59
d7_at_q6_7/X/r30,7,q6_7,X,30,mwpm_gap,si1000,50000,6039,10,6.81
d7_at_q6_7/X/r30,7,q6_7,X,30,mwpm_gap,rl,50000,5716,0,7.05
d7_at_q6_7/Z/r30,7,q6_7,Z,30,mwpm_gap,si1000,50000,5562,13,6.98
d7_at_q6_7/Z/r30,7,q6_7,Z,30,mwpm_gap,rl,50000,5611,0,7.12
d3_at_q6_3/X/r150,3,q6_3,X,150,mwpm_gap,si1000,50000,23371,0,2.2
d3_at_q6_3/X/r150,3,q6_3,X,150,mwpm_gap,rl,50000,23542,0,2.24
d3_at_q6_3/Z/r150,3,q6_3,Z,150,mwpm_gap,si1000,50000,24120,848,2.47
d3_at_q6_3/Z/r150,3,q6_3,Z,150,mwpm_gap,rl,50000,24343,0,2.69
d3_at_q8_5/X/r150,3,q8_5,X,150,mwpm_gap,si1000,50000,23933,0,2.41
d3_at_q8_5/X/r150,3,q8_5,X,150,mwpm_gap,rl,50000,23737,0,2.47
d3_at_q6_7/X/r150,3,q6_7,X,150,mwpm_gap,si1000,50000,24885,0,2.94
d3_at_q6_7/X/r150,3,q6_7,X,150,mwpm_gap,rl,50000,24701,0,3.22
d3_at_q6_7/Z/r150,3,q6_7,Z,150,mwpm_gap,si1000,50000,24284,1646,3.13
d3_at_q6_7/Z/r150,3,q6_7,Z,150,mwpm_gap,rl,50000,24095,0,2.86
d3_at_q8_9/X/r150,3,q8_9,X,150,mwpm_gap,si1000,50000,24721,0,2.78
d3_at_q8_9/X/r150,3,q8_9,X,150,mwpm_gap,rl,50000,24555,0,2.74
d3_at_q8_5/Z/r150,3,q8_5,Z,150,mwpm_gap,si1000,50000,24559,544,3.77
d3_at_q8_5/Z/r150,3,q8_5,Z,150,mwpm_gap,rl,50000,24632,0,3.66
d3_at_q8_9/Z/r150,3,q8_9,Z,150,mwpm_gap,si1000,50000,24552,1030,3.25
d3_at_q8_9/Z/r150,3,q8_9,Z,150,mwpm_gap,rl,50000,24190,0,3.63
d5_at_q4_7/X/r50,5,q4_7,X,50,mwpm_gap,si1000,50000,11245,0,3.86
d5_at_q4_7/X/r50,5,q4_7,X,50,mwpm_gap,rl,50000,10957,0,3.76
d5_at_q4_7/Z/r50,5,q4_7,Z,50,mwpm_gap,si1000,50000,9502,61,3.85
d5_at_q4_7/Z/r50,5,q4_7,Z,50,mwpm_gap,rl,50000,9262,0,3.78
d5_at_q6_5/X/r50,5,q6_5,X,50,mwpm_gap,si1000,50000,11462,0,4.1
d5_at_q6_5/X/r50,5,q6_5,X,50,mwpm_gap,rl,50000,11071,0,4.26
d5_at_q6_5/Z/r50,5,q6_5,Z,50,mwpm_gap,si1000,50000,9565,79,3.94
d5_at_q6_5/Z/r50,5,q6_5,Z,50,mwpm_gap,rl,50000,9500,0,4.08
d5_at_q6_9/X/r50,5,q6_9,X,50,mwpm_gap,si1000,50000,12703,0,3.94
d5_at_q6_9/X/r50,5,q6_9,X,50,mwpm_gap,rl,50000,12400,0,4.05
d3_at_q10_7/X/r130,3,q10_7,X,130,mwpm_gap,si1000,50000,22159,0,2.14
d3_at_q10_7/X/r130,3,q10_7,X,130,mwpm_gap,rl,50000,21397,0,2.26
d5_at_q6_9/Z/r50,5,q6_9,Z,50,mwpm_gap,si1000,50000,12698,73,4.17
d5_at_q6_9/Z/r50,5,q6_9,Z,50,mwpm_gap,rl,50000,12327,0,4.35
d3_at_q10_7/Z/r130,3,q10_7,Z,130,mwpm_gap,si1000,50000,22654,646,2.27
d3_at_q10_7/Z/r130,3,q10_7,Z,130,mwpm_gap,rl,50000,22385,0,2.46
d3_at_q2_7/Z/r130,3,q2_7,Z,130,mwpm_gap,si1000,50000,21983,671,1.95
d3_at_q2_7/Z/r130,3,q2_7,Z,130,mwpm_gap,rl,50000,21534,0,1.7
d5_at_q8_7/Z/r50,5,q8_7,Z,50,mwpm_gap,si1000,50000,11740,89,4.27
d5_at_q8_7/Z/r50,5,q8_7,Z,50,mwpm_gap,rl,50000,11498,0,4.38
d3_at_q2_7/X/r130,3,q2_7,X,130,mwpm_gap,si1000,50000,22787,0,2.12
d3_at_q2_7/X/r130,3,q2_7,X,130,mwpm_gap,rl,50000,22627,0,1.96
d5_at_q8_7/X/r50,5,q8_7,X,50,mwpm_gap,si1000,50000,12665,0,4.55
d5_at_q8_7/X/r50,5,q8_7,X,50,mwpm_gap,rl,50000,12111,0,4.73
d3_at_q4_5/Z/r130,3,q4_5,Z,130,mwpm_gap,si1000,50000,22065,666,1.96
d3_at_q4_5/Z/r130,3,q4_5,Z,130,mwpm_gap,rl,50000,21829,0,1.86
d3_at_q4_5/X/r130,3,q4_5,X,130,mwpm_gap,si1000,50000,22985,0,2.2
d3_at_q4_5/X/r130,3,q4_5,X,130,mwpm_gap,rl,50000,22054,0,2.25
d3_at_q4_9/X/r130,3,q4_9,X,130,mwpm_gap,si1000,50000,22999,0,1.98
d3_at_q4_9/X/r130,3,q4_9,X,130,mwpm_gap,rl,50000,22915,0,1.88
d3_at_q4_9/Z/r130,3,q4_9,Z,130,mwpm_gap,si1000,50000,22681,775,2.18
d3_at_q4_9/Z/r130,3,q4_9,Z,130,mwpm_gap,rl,50000,22523,0,2.0
d3_at_q6_3/X/r130,3,q6_3,X,130,mwpm_gap,si1000,50000,22016,0,1.86
d3_at_q6_3/X/r130,3,q6_3,X,130,mwpm_gap,rl,50000,22373,0,1.83
d3_at_q6_11/X/r130,3,q6_11,X,130,mwpm_gap,si1000,50000,23305,0,2.12
d3_at_q6_11/X/r130,3,q6_11,X,130,mwpm_gap,rl,50000,23229,0,2.04
d3_at_q6_11/Z/r130,3,q6_11,Z,130,mwpm_gap,si1000,50000,23297,649,2.28
d3_at_q6_11/Z/r130,3,q6_11,Z,130,mwpm_gap,rl,50000,23177,0,2.25
d3_at_q6_3/Z/r130,3,q6_3,Z,130,mwpm_gap,si1000,50000,22199,390,2.06
d3_at_q6_3/Z/r130,3,q6_3,Z,130,mwpm_gap,rl,50000,22068,0,2.16
d3_at_q6_7/X/r130,3,q6_7,X,130,mwpm_gap,si1000,50000,24810,0,2.51
d3_at_q6_7/X/r130,3,q6_7,X,130,mwpm_gap,rl,50000,24474,0,2.69
d3_at_q6_7/Z/r130,3,q6_7,Z,130,mwpm_gap,si1000,50000,23725,1372,2.67
d3_at_q6_7/Z/r130,3,q6_7,Z,130,mwpm_gap,rl,50000,23728,0,2.49
d3_at_q8_5/X/r130,3,q8_5,X,130,mwpm_gap,si1000,50000,23191,0,2.06
d3_at_q8_5/X/r130,3,q8_5,X,130,mwpm_gap,rl,50000,23029,0,2.12
d3_at_q8_5/Z/r130,3,q8_5,Z,130,mwpm_gap,si1000,50000,22109,500,1.94
d3_at_q8_5/Z/r130,3,q8_5,Z,130,mwpm_gap,rl,50000,21951,0,1.97
d3_at_q10_7/X/r110,3,q10_7,X,110,mwpm_gap,si1000,50000,21376,0,1.82
d3_at_q10_7/X/r110,3,q10_7,X,110,mwpm_gap,rl,50000,20369,0,1.85
d3_at_q10_7/Z/r110,3,q10_7,Z,110,mwpm_gap,si1000,50000,21591,525,1.9
d3_at_q10_7/Z/r110,3,q10_7,Z,110,mwpm_gap,rl,50000,21269,0,1.99
d3_at_q8_9/X/r130,3,q8_9,X,130,mwpm_gap,si1000,50000,24392,0,2.42
d3_at_q8_9/X/r130,3,q8_9,X,130,mwpm_gap,rl,50000,24216,0,2.34
d3_at_q2_7/X/r110,3,q2_7,X,110,mwpm_gap,si1000,50000,21126,0,1.61
d3_at_q2_7/X/r110,3,q2_7,X,110,mwpm_gap,rl,50000,20740,0,1.51
d3_at_q2_7/Z/r110,3,q2_7,Z,110,mwpm_gap,si1000,50000,20540,461,1.58
d3_at_q2_7/Z/r110,3,q2_7,Z,110,mwpm_gap,rl,50000,20072,0,1.39
d3_at_q8_9/Z/r130,3,q8_9,Z,130,mwpm_gap,si1000,50000,24323,878,2.72
d3_at_q8_9/Z/r130,3,q8_9,Z,130,mwpm_gap,rl,50000,24246,0,3.05
d3_at_q4_5/X/r110,3,q4_5,X,110,mwpm_gap,si1000,50000,22126,0,1.77
d3_at_q4_5/X/r110,3,q4_5,X,110,mwpm_gap,rl,50000,20920,0,1.87
d3_at_q4_5/Z/r110,3,q4_5,Z,110,mwpm_gap,si1000,50000,20618,517,1.55
d3_at_q4_5/Z/r110,3,q4_5,Z,110,mwpm_gap,rl,50000,20384,0,1.51
d3_at_q4_9/X/r110,3,q4_9,X,110,mwpm_gap,si1000,50000,22694,0,1.79
d3_at_q4_9/X/r110,3,q4_9,X,110,mwpm_gap,rl,50000,22733,0,1.69
d3_at_q4_9/Z/r110,3,q4_9,Z,110,mwpm_gap,si1000,50000,21331,562,1.71
d3_at_q4_9/Z/r110,3,q4_9,Z,110,mwpm_gap,rl,50000,21025,0,1.62
d3_at_q6_11/X/r110,3,q6_11,X,110,mwpm_gap,si1000,50000,22079,0,1.69
d3_at_q6_11/X/r110,3,q6_11,X,110,mwpm_gap,rl,50000,22089,0,1.63
d3_at_q6_3/X/r110,3,q6_3,X,110,mwpm_gap,si1000,50000,21589,0,1.58
d3_at_q6_3/X/r110,3,q6_3,X,110,mwpm_gap,rl,50000,22278,0,1.56
d3_at_q6_11/Z/r110,3,q6_11,Z,110,mwpm_gap,si1000,50000,22923,558,1.95
d3_at_q6_11/Z/r110,3,q6_11,Z,110,mwpm_gap,rl,50000,22582,0,1.89
d3_at_q6_3/Z/r110,3,q6_3,Z,110,mwpm_gap,si1000,50000,21197,330,1.69
d3_at_q6_3/Z/r110,3,q6_3,Z,110,mwpm_gap,rl,50000,21046,0,1.79
d3_at_q6_7/X/r110,3,q6_7,X,110,mwpm_gap,si1000,50000,24425,0,2.06
d3_at_q6_7/X/r110,3,q6_7,X,110,mwpm_gap,rl,50000,24098,0,2.17
d3_at_q6_7/Z/r110,3,q6_7,Z,110,mwpm_gap,si1000,50000,23290,1198,2.18
d3_at_q6_7/Z/r110,3,q6_7,Z,110,mwpm_gap,rl,50000,23312,0,2.03
d3_at_q8_5/Z/r110,3,q8_5,Z,110,mwpm_gap,si1000,50000,20681,388,1.6
d3_at_q8_5/Z/r110,3,q8_5,Z,110,mwpm_gap,rl,50000,20497,0,1.58
d3_at_q8_5/X/r110,3,q8_5,X,110,mwpm_gap,si1000,50000,22539,0,1.75
d3_at_q8_5/X/r110,3,q8_5,X,110,mwpm_gap,rl,50000,22188,0,1.75
d3_at_q10_7/X/r90,3,q10_7,X,90,mwpm_gap,si1000,50000,19270,0,1.44
d3_at_q10_7/X/r90,3,q10_7,X,90,mwpm_gap,rl,50000,18499,0,1.46
d3_at_q8_9/X/r110,3,q8_9,X,110,mwpm_gap,si1000,50000,24032,0,1.97
d3_at_q8_9/X/r110,3,q8_9,X,110,mwpm_gap,rl,50000,23831,0,1.9
d3_at_q10_7/Z/r90,3,q10_7,Z,90,mwpm_gap,si1000,50000,20143,414,1.44
d3_at_q10_7/Z/r90,3,q10_7,Z,90,mwpm_gap,rl,50000,19705,0,1.52
d3_at_q2_7/X/r90,3,q2_7,X,90,mwpm_gap,si1000,50000,22248,0,1.39
d3_at_q2_7/X/r90,3,q2_7,X,90,mwpm_gap,rl,50000,21525,0,1.31
d3_at_q8_9/Z/r110,3,q8_9,Z,110,mwpm_gap,si1000,50000,23860,750,2.25
d3_at_q8_9/Z/r110,3,q8_9,Z,110,mwpm_gap,rl,50000,23753,0,2.42
d3_at_q2_7/Z/r90,3,q2_7,Z,90,mwpm_gap,si1000,50000,19991,568,1.28
d3_at_q2_7/Z/r90,3,q2_7,Z,90,mwpm_gap,rl,50000,19464,0,1.13
d3_at_q4_5/Z/r90,3,q4_5,Z,90,mwpm_gap,si1000,50000,20708,425,1.29
d3_at_q4_5/Z/r90,3,q4_5,Z,90,mwpm_gap,rl,50000,20267,0,1.26
d3_at_q4_9/X/r90,3,q4_9,X,90,mwpm_gap,si1000,50000,22510,0,1.46
d3_at_q4_9/X/r90,3,q4_9,X,90,mwpm_gap,rl,50000,22761,0,1.31
d3_at_q4_5/X/r90,3,q4_5,X,90,mwpm_gap,si1000,50000,21746,0,1.73
d3_at_q4_5/X/r90,3,q4_5,X,90,mwpm_gap,rl,50000,21121,0,1.82
d3_at_q4_9/Z/r90,3,q4_9,Z,90,mwpm_gap,si1000,50000,22376,640,1.7
d3_at_q4_9/Z/r90,3,q4_9,Z,90,mwpm_gap,rl,50000,22296,0,1.56
d3_at_q6_3/X/r90,3,q6_3,X,90,mwpm_gap,si1000,50000,20033,0,1.29
d3_at_q6_3/X/r90,3,q6_3,X,90,mwpm_gap,rl,50000,21072,0,1.25
d3_at_q6_11/X/r90,3,q6_11,X,90,mwpm_gap,si1000,50000,22754,0,1.71
d3_at_q6_11/X/r90,3,q6_11,X,90,mwpm_gap,rl,50000,22621,0,1.66
d3_at_q6_3/Z/r90,3,q6_3,Z,90,mwpm_gap,si1000,50000,19847,306,1.33
d3_at_q6_3/Z/r90,3,q6_3,Z,90,mwpm_gap,rl,50000,19765,0,1.41
d3_at_q6_11/Z/r90,3,q6_11,Z,90,mwpm_gap,si1000,50000,22838,671,1.78
d3_at_q6_11/Z/r90,3,q6_11,Z,90,mwpm_gap,rl,50000,22711,0,1.73
