distance,rounds,prior,method,calibrator,bin,mean_q,observed,count
7,30,si1000,mwpm_gap,platt,4,0.0378779,0.0413333,3000
7,30,si1000,mwpm_gap,platt,5,0.0637893,0.059,3000
7,30,si1000,mwpm_gap,platt,6,0.10637,0.109,3000
7,30,si1000,mwpm_gap,platt,7,0.178675,0.188667,3000
7,30,si1000,mwpm_gap,platt,8,0.293485,0.290333,3000
7,30,si1000,mwpm_gap,platt,9,0.445546,0.432333,3000
7,30,si1000,mwpm_gap,raw,0,5.93989e-06,0.001,3000
7,30,si1000,mwpm_gap,raw,1,5.29997e-05,0.00666667,3000
7,30,si1000,mwpm_gap,raw,2,0.000230955,0.0126667,3000
7,30,si1000,mwpm_gap,raw,3,0.000785193,0.0196667,3000
7,30,si1000,mwpm_gap,raw,4,0.00233765,0.0406667,3000
7,30,si1000,mwpm_gap,raw,5,0.00632363,0.061,3000
7,30,si1000,mwpm_gap,raw,6,0.017404,0.107,3000
7,30,si1000,mwpm_gap,raw,7,0.0506653,0.187667,3000
7,30,si1000,mwpm_gap,raw,8,0.148703,0.290667,3000
7,30,si1000,mwpm_gap,raw,9,0.36449,0.432667,3000
7,30,si1000,mwpm_gap,temperature,0,0.00156929,0.001,3000
7,30,si1000,mwpm_gap,temperature,1,0.00548066,0.00566667,3000
7,30,si1000,mwpm_gap,temperature,2,0.0119056,0.0146667,3000
7,30,si1000,mwpm_gap,temperature,3,0.0225516,0.0163333,3000
7,30,si1000,mwpm_gap,temperature,4,0.0393768,0.0423333,3000
7,30,si1000,mwpm_gap,temperature,5,0.0649579,0.0596667,3000
7,30,si1000,mwpm_gap,temperature,6,0.1061,0.109,3000
7,30,si1000,mwpm_gap,temperature,7,0.174654,0.188333,3000
7,30,si1000,mwpm_gap,temperature,8,0.282761,0.29,3000
7,30,si1000,mwpm_gap,temperature,9,0.426127,0.432667,3000
7,50,rl,bm_gap,isotonic,0,0.00148463,0.004,3000
7,50,rl,bm_gap,isotonic,1,0.00532474,0.005,3000
7,50,rl,bm_gap,isotonic,2,0.0110436,0.01,3000
7,50,rl,bm_gap,isotonic,3,0.0195336,0.0176667,3000
7,50,rl,bm_gap,isotonic,4,0.0271816,0.026,3000
7,50,rl,bm_gap,isotonic,5,0.0434626,0.0386667,3000
7,50,rl,bm_gap,isotonic,6,0.066408,0.066,3000
7,50,rl,bm_gap,isotonic,7,0.124649,0.127333,3000
7,50,rl,bm_gap,isotonic,8,0.234624,0.229667,3000
7,50,rl,bm_gap,isotonic,9,0.399751,0.393,3000
7,50,rl,bm_gap,platt,0,0.000473881,0.003,3000
7,50,rl,bm_gap,platt,1,0.00265364,0.00466667,3000
7,50,rl,bm_gap,platt,2,0.00715406,0.00966667,3000
7,50,rl,bm_gap,platt,3,0.0151498,0.0223333,3000
7,50,rl,bm_gap,platt,4,0.0281296,0.0236667,3000
7,50,rl,bm_gap,platt,5,0.0493922,0.0366667,3000
7,50,rl,bm_gap,platt,6,0.0831922,0.0636667,3000
7,50,rl,bm_gap,platt,7,0.140192,0.131333,3000
7,50,rl,bm_gap,platt,8,0.234199,0.230333,3000
7,50,rl,bm_gap,platt,9,0.37414,0.392,3000
7,50,rl,bm_gap,raw,0,7.7832e-12,0.00333333,3000
7,50,rl,bm_gap,raw,1,1.39704e-09,0.00433333,3000
7,50,rl,bm_gap,raw,2,4.1715e-08,0.0103333,3000
7,50,rl,bm_gap,raw,3,5.92866e-07,0.021,3000
7,50,rl,bm_gap,raw,4,5.70136e-06,0.024,3000
7,50,rl,bm_gap,raw,5,4.64623e-05,0.038,3000
7,50,rl,bm_gap,raw,6,0.000355856,0.0653333,3000
7,50,rl,bm_gap,raw,7,0.00303884,0.129,3000
7,50,rl,bm_gap,raw,8,0.0294635,0.228333,3000
7,50,rl,bm_gap,raw,9,0.245758,0.393667,3000
7,50,rl,bm_gap,temperature,0,0.000315056,0.003,3000
7,50,rl,bm_gap,temperature,1,0.00198807,0.00533333,3000
7,50,rl,bm_gap,temperature,2,0.0058062,0.00866667,3000
7,50,rl,bm_gap,temperature,3,0.0131001,0.023,3000
7,50,rl,bm_gap,temperature,4,0.0256113,0.023,3000
7,50,rl,bm_gap,temperature,5,0.0471575,0.037,3000
7,50,rl,bm_gap,temperature,6,0.0829227,0.064,3000
7,50,rl,bm_gap,temperature,7,0.145542,0.131,3000
7,50,rl,bm_gap,temperature,8,0.251352,0.230667,3000
7,50,rl,bm_gap,temperature,9,0.408862,0.391667,3000
7,50,rl,mwpm_gap,isotonic,0,0.00289891,0.006,3000
7,50,rl,mwpm_gap,isotonic,1,0.0154125,0.0163333,3000
7,50,rl,mwpm_gap,isotonic,2,0.0287402,0.0303333,3000
7,50,rl,mwpm_gap,isotonic,3,0.0493757,0.0536667,3000
7,50,rl,mwpm_gap,isotonic,4,0.0815813,0.08,3000
7,50,rl,mwpm_gap,isotonic,5,0.12697,0.134333,3000
7,50,rl,mwpm_gap,isotonic,6,0.176154,0.186333,3000
7,50,rl,mwpm_gap,isotonic,7,0.253373,0.278,3000
7,50,rl,mwpm_gap,isotonic,8,0.359152,0.380333,3000
7,50,rl,mwpm_gap,isotonic,9,0.459661,0.447667,3000
7,50,rl,mwpm_gap,platt,0,0.00518887,0.005,3000
7,50,rl,mwpm_gap,platt,1,0.0158043,0.016,3000
7,50,rl,mwpm_gap,platt,2,0.0307058,0.031,3000
7,50,rl,mwpm_gap,platt,3,0.0516014,0.051,3000
7,50,rl,mwpm_gap,platt,4,0.0803548,0.089,3000
7,50,rl,mwpm_gap,platt,5,0.120612,0.132,3000
7,50,rl,mwpm_gap,platt,6,0.17775,0.179333,3000
7,50,rl,mwpm_gap,platt,7,0.256962,0.281667,3000
7,50,rl,mwpm_gap,platt,8,0.353457,0.380333,3000
7,50,rl,mwpm_gap,platt,9,0.460954,0.447667,3000
7,50,rl,mwpm_gap,raw,0,0.000364296,0.00566667,3000
7,50,rl,mwpm_gap,raw,1,0.00181078,0.0143333,3000
7,50,rl,mwpm_gap,raw,2,0.00501334,0.031,3000
7,50,rl,mwpm_gap,raw,3,0.0111777,0.0543333,3000
7,50,rl,mwpm_gap,raw,4,0.022569,0.0863333,3000
7,50,rl,mwpm_gap,raw,5,0.0436512,0.128333,3000
7,50,rl,mwpm_gap,raw,6,0.0836054,0.185,3000
7,50,rl,mwpm_gap,raw,7,0.156707,0.279,3000
7,50,rl,mwpm_gap,raw,8,0.271107,0.380333,3000
7,50,rl,mwpm_gap,raw,9,0.422226,0.448667,3000
7,50,rl,mwpm_gap,temperature,0,0.0056167,0.005,3000
7,50,rl,mwpm_gap,temperature,1,0.0166564,0.016,3000
7,50,rl,mwpm_gap,temperature,2,0.0318064,0.031,3000
7,50,rl,mwpm_gap,temperature,3,0.0527231,0.051,3000
7,50,rl,mwpm_gap,temperature,4,0.0811552,0.089,3000
7,50,rl,mwpm_gap,temperature,5,0.120565,0.132333,3000
7,50,rl,mwpm_gap,temperature,6,0.176038,0.179,3000
7,50,rl,mwpm_gap,temperature,7,0.252529,0.282,3000
7,50,rl,mwpm_gap,temperature,8,0.345568,0.379,3000
7,50,rl,mwpm_gap,temperature,9,0.449624,0.448667,3000
7,50,si1000,mwpm_gap,isotonic,0,0.00327203,0.005,3000
7,50,si1000,mwpm_gap,isotonic,1,0.0174531,0.0176667,3000
7,50,si1000,mwpm_gap,isotonic,2,0.0282851,0.035,3000
7,50,si1000,mwpm_gap,isotonic,3,0.0552738,0.06,3000
7,50,si1000,mwpm_gap,isotonic,4,0.0844572,0.0736667,3000
7,50,si1000,mwpm_gap,isotonic,5,0.120554,0.131667,3000
7,50,si1000,mwpm_gap,isotonic,6,0.188821,0.215667,3000
7,50,si1000,mwpm_gap,isotonic,7,0.271015,0.274667,3000
7,50,si1000,mwpm_gap,isotonic,8,0.362457,0.379667,3000
7,50,si1000,mwpm_gap,isotonic,9,0.450841,0.445333,3000
7,50,si1000,mwpm_gap,platt,0,0.00543008,0.005,3000
7,50,si1000,mwpm_gap,platt,1,0.016893,0.0166667,3000
7,50,si1000,mwpm_gap,platt,2,0.0323208,0.034,3000
7,50,si1000,mwpm_gap,platt,3,0.0544541,0.0606667,3000
7,50,si1000,mwpm_gap,platt,4,0.0844632,0.0776667,3000
7,50,si1000,mwpm_gap,platt,5,0.125401,0.129667,3000
7,50,si1000,mwpm_gap,platt,6,0.184066,0.209333,3000
7,50,si1000,mwpm_gap,platt,7,0.261807,0.279667,3000
7,50,si1000,mwpm_gap,platt,8,0.357497,0.364,3000
7,50,si1000,mwpm_gap,platt,9,0.460045,0.461667,3000
7,50,si1000,mwpm_gap,raw,0,4.98813e-05,0.007,3000
7,50,si1000,mwpm_gap,raw,1,0.000369623,0.0153333,3000
7,50,si1000,mwpm_gap,raw,2,0.0013209,0.0366667,3000
7,50,si1000,mwpm_gap,raw,3,0.00369484,0.058,3000
7,50,si1000,mwpm_gap,raw,4,0.00903525,0.079,3000
7,50,si1000,mwpm_gap,raw,5,0.0210143,0.13,3000
7,50,si1000,mwpm_gap,raw,6,0.0489864,0.208333,3000
7,50,si1000,mwpm_gap,raw,7,0.110424,0.277667,3000
7,50,si1000,mwpm_gap,raw,8,0.228079,0.364667,3000
7,50,si1000,mwpm_gap,raw,9,0.401227,0.461667,3000
7,50,si1000,mwpm_gap,temperature,0,0.00587829,0.00533333,3000
7,50,si1000,mwpm_gap,temperature,1,0.0177479,0.0163333,3000
7,50,si1000,mwpm_gap,temperature,2,0.0334098,0.0333333,3000
7,50,si1000,mwpm_gap,temperature,3,0.0555173,0.0596667,3000
7,50,si1000,mwpm_gap,temperature,4,0.0851621,0.0793333,3000
7,50,si1000,mwpm_gap,temperature,5,0.125245,0.129,3000
7,50,si1000,mwpm_gap,temperature,6,0.182266,0.208667,3000
7,50,si1000,mwpm_gap,temperature,7,0.257462,0.282333,3000
7,50,si1000,mwpm_gap,temperature,8,0.350024,0.364333,3000
7,50,si1000,mwpm_gap,temperature,9,0.449339,0.46,3000
