distance,rounds,prior,method,calibrator,bin,mean_q,observed,count
3,30,rl,bm_gap,platt,2,0.0629631,0.0680741,27000
3,30,rl,bm_gap,platt,3,0.097008,0.0805185,27000
3,30,rl,bm_gap,platt,4,0.133909,0.112148,27000
3,30,rl,bm_gap,platt,5,0.184899,0.167667,27000
3,30,rl,bm_gap,platt,6,0.246458,0.236185,27000
3,30,rl,bm_gap,platt,7,0.32345,0.337037,27000
3,30,rl,bm_gap,platt,8,0.400864,0.42237,27000
3,30,rl,bm_gap,platt,9,0.476459,0.479704,27000
3,30,rl,bm_gap,raw,0,7.45323e-06,0.017037,27000
3,30,rl,bm_gap,raw,1,0.000187001,0.0435185,27000
3,30,rl,bm_gap,raw,2,0.000849062,0.0672222,27000
3,30,rl,bm_gap,raw,3,0.00306669,0.0856667,27000
3,30,rl,bm_gap,raw,4,0.00899262,0.119074,27000
3,30,rl,bm_gap,raw,5,0.0210964,0.160704,27000
3,30,rl,bm_gap,raw,6,0.0547738,0.235519,27000
3,30,rl,bm_gap,raw,7,0.127304,0.333185,27000
3,30,rl,bm_gap,raw,8,0.254779,0.425593,27000
3,30,rl,bm_gap,raw,9,0.415895,0.476444,27000
3,30,rl,bm_gap,temperature,0,0.00630616,0.0168148,27000
3,30,rl,bm_gap,temperature,1,0.0331237,0.0429259,27000
3,30,rl,bm_gap,temperature,2,0.0635649,0.0686296,27000
3,30,rl,bm_gap,temperature,3,0.0974766,0.0808519,27000
3,30,rl,bm_gap,temperature,4,0.134705,0.111889,27000
3,30,rl,bm_gap,temperature,5,0.185602,0.167704,27000
3,30,rl,bm_gap,temperature,6,0.246834,0.236259,27000
3,30,rl,bm_gap,temperature,7,0.322574,0.332852,27000
3,30,rl,bm_gap,temperature,8,0.399119,0.428519,27000
3,30,rl,bm_gap,temperature,9,0.467923,0.477519,27000
3,30,rl,mwpm_gap,isotonic,0,0.0400662,0.0435556,27000
3,30,rl,mwpm_gap,isotonic,1,0.0881398,0.0895926,27000
3,30,rl,mwpm_gap,isotonic,2,0.115144,0.112704,27000
3,30,rl,mwpm_gap,isotonic,3,0.136934,0.138519,27000
3,30,rl,mwpm_gap,isotonic,4,0.171785,0.174741,27000
3,30,rl,mwpm_gap,isotonic,5,0.212569,0.215519,27000
3,30,rl,mwpm_gap,isotonic,6,0.265152,0.269852,27000
3,30,rl,mwpm_gap,isotonic,7,0.354734,0.355259,27000
3,30,rl,mwpm_gap,isotonic,8,0.43672,0.440185,27000
3,30,rl,mwpm_gap,isotonic,9,0.514462,0.502296,27000
3,30,rl,mwpm_gap,platt,0,0.043496,0.0447778,27000
3,30,rl,mwpm_gap,platt,1,0.0885239,0.0901111,27000
3,30,rl,mwpm_gap,platt,2,0.113953,0.117222,27000
3,30,rl,mwpm_gap,platt,3,0.149061,0.138778,27000
3,30,rl,mwpm_gap,platt,4,0.179854,0.182963,27000
3,30,rl,mwpm_gap,platt,5,0.222411,0.230074,27000
3,30,rl,mwpm_gap,platt,6,0.267208,0.258963,27000
3,30,rl,mwpm_gap,platt,7,0.336126,0.367,27000
3,30,rl,mwpm_gap,platt,8,0.423927,0.42437,27000
3,30,rl,mwpm_gap,platt,9,0.51182,0.487963,27000
3,30,rl,mwpm_gap,raw,0,0.00873687,0.0473704,27000
3,30,rl,mwpm_gap,raw,1,0.0216491,0.0894074,27000
3,30,rl,mwpm_gap,raw,2,0.0324017,0.119407,27000
3,30,rl,mwpm_gap,raw,3,0.0489452,0.146778,27000
3,30,rl,mwpm_gap,raw,4,0.0661744,0.17363,27000
3,30,rl,mwpm_gap,raw,5,0.0995521,0.235296,27000
3,30,rl,mwpm_gap,raw,6,0.159152,0.269926,27000
3,30,rl,mwpm_gap,raw,7,0.226496,0.340037,27000
3,30,rl,mwpm_gap,raw,8,0.334742,0.433926,27000
3,30,rl,mwpm_gap,raw,9,0.450444,0.486444,27000
3,30,rl,mwpm_gap,temperature,0,0.0457299,0.046037,27000
3,30,rl,mwpm_gap,temperature,1,0.0911489,0.0896667,27000
3,30,rl,mwpm_gap,temperature,2,0.117261,0.116148,27000
3,30,rl,mwpm_gap,temperature,3,0.151307,0.141,27000
3,30,rl,mwpm_gap,temperature,4,0.181204,0.181333,27000
3,30,rl,mwpm_gap,temperature,5,0.221204,0.229111,27000
3,30,rl,mwpm_gap,temperature,6,0.266318,0.257556,27000
3,30,rl,mwpm_gap,temperature,7,0.326414,0.362259,27000
3,30,rl,mwpm_gap,temperature,8,0.403113,0.43263,27000
3,30,rl,mwpm_gap,temperature,9,0.47223,0.486481,27000
3,30,rl,nn,isotonic,0,0.00766811,0.0112593,27000
3,30,rl,nn,isotonic,1,0.0253405,0.0295185,27000
3,30,rl,nn,isotonic,2,0.0469326,0.048,27000
3,30,rl,nn,isotonic,3,0.0698846,0.0721111,27000
3,30,rl,nn,isotonic,4,0.107175,0.10863,27000
3,30,rl,nn,isotonic,5,0.165283,0.163185,27000
3,30,rl,nn,isotonic,6,0.241143,0.245,27000
3,30,rl,nn,isotonic,7,0.338957,0.332667,27000
3,30,rl,nn,isotonic,8,0.413941,0.42137,27000
3,30,rl,nn,isotonic,9,0.493206,0.475889,27000
3,30,rl,nn,platt,0,0.0105401,0.00974074,27000
3,30,rl,nn,platt,1,0.0289319,0.0287778,27000
3,30,rl,nn,platt,2,0.0482464,0.0490741,27000
3,30,rl,nn,platt,3,0.0729935,0.0702222,27000
3,30,rl,nn,platt,4,0.10902,0.108926,27000
3,30,rl,nn,platt,5,0.164759,0.161444,27000
3,30,rl,nn,platt,6,0.243147,0.246519,27000
3,30,rl,nn,platt,7,0.332813,0.333148,27000
3,30,rl,nn,platt,8,0.416321,0.418667,27000
3,30,rl,nn,platt,9,0.481731,0.481111,27000
3,30,rl,nn,raw,0,0.00935544,0.00944444,27000
3,30,rl,nn,raw,1,0.0261307,0.0295926,27000
3,30,rl,nn,raw,2,0.0441719,0.0486296,27000
3,30,rl,nn,raw,3,0.0676109,0.0694815,27000
3,30,rl,nn,raw,4,0.102423,0.109407,27000
3,30,rl,nn,raw,5,0.157237,0.161333,27000
3,30,rl,nn,raw,6,0.235747,0.247148,27000
3,30,rl,nn,raw,7,0.327069,0.332778,27000
3,30,rl,nn,raw,8,0.412611,0.418593,27000
3,30,rl,nn,raw,9,0.478375,0.481222,27000
3,30,rl,nn,temperature,0,0.0107574,0.00940741,27000
3,30,rl,nn,temperature,1,0.0292071,0.029,27000
3,30,rl,nn,temperature,2,0.0484842,0.049037,27000
3,30,rl,nn,temperature,3,0.0731427,0.0706296,27000
3,30,rl,nn,temperature,4,0.10905,0.10863,27000
3,30,rl,nn,temperature,5,0.164639,0.161111,27000
3,30,rl,nn,temperature,6,0.242757,0.247519,27000
3,30,rl,nn,temperature,7,0.332239,0.332815,27000
3,30,rl,nn,temperature,8,0.415459,0.417333,27000
3,30,rl,nn,temperature,9,0.479103,0.482148,27000
3,30,si1000,mwpm_gap,isotonic,0,0.0465224,0.0484074,27000
3,30,si1000,mwpm_gap,isotonic,1,0.0866617,0.0881481,27000
3,30,si1000,mwpm_gap,isotonic,2,0.105351,0.103,27000
3,30,si1000,mwpm_gap,isotonic,3,0.132237,0.13463,27000
3,30,si1000,mwpm_gap,isotonic,4,0.167522,0.17063,27000
3,30,si1000,mwpm_gap,isotonic,5,0.214664,0.220889,27000
3,30,si1000,mwpm_gap,isotonic,6,0.273407,0.275,27000
3,30,si1000,mwpm_gap,isotonic,7,0.357298,0.357704,27000
3,30,si1000,mwpm_gap,isotonic,8,0.463485,0.462667,27000
3,30,si1000,mwpm_gap,isotonic,9,0.549034,0.542222,27000
3,30,si1000,mwpm_gap,platt,0,0.0528397,0.0558889,27000
3,30,si1000,mwpm_gap,platt,1,0.0896322,0.0825185,27000
3,30,si1000,mwpm_gap,platt,2,0.106461,0.103704,27000
3,30,si1000,mwpm_gap,platt,3,0.132453,0.137593,27000
3,30,si1000,mwpm_gap,platt,4,0.166185,0.169889,27000
3,30,si1000,mwpm_gap,platt,5,0.214735,0.221963,27000
3,30,si1000,mwpm_gap,platt,6,0.272839,0.277444,27000
3,30,si1000,mwpm_gap,platt,7,0.363473,0.368667,27000
3,30,si1000,mwpm_gap,platt,8,0.462768,0.455741,27000
3,30,si1000,mwpm_gap,platt,9,0.534056,0.529889,27000
3,30,si1000,mwpm_gap,raw,0,0.00368499,0.0534444,27000
3,30,si1000,mwpm_gap,raw,1,0.0078371,0.098,27000
3,30,si1000,mwpm_gap,raw,2,0.0115783,0.100074,27000
3,30,si1000,mwpm_gap,raw,3,0.0141813,0.141333,27000
3,30,si1000,mwpm_gap,raw,4,0.0231855,0.163741,27000
3,30,si1000,mwpm_gap,raw,5,0.04593,0.229333,27000
3,30,si1000,mwpm_gap,raw,6,0.0845962,0.263444,27000
3,30,si1000,mwpm_gap,raw,7,0.16794,0.365704,27000
3,30,si1000,mwpm_gap,raw,8,0.315543,0.474037,27000
3,30,si1000,mwpm_gap,raw,9,0.440721,0.514185,27000
3,30,si1000,mwpm_gap,temperature,0,0.0594233,0.0531481,27000
3,30,si1000,mwpm_gap,temperature,1,0.0953692,0.085037,27000
3,30,si1000,mwpm_gap,temperature,2,0.113633,0.103593,27000
3,30,si1000,mwpm_gap,temperature,3,0.135669,0.13863,27000
3,30,si1000,mwpm_gap,temperature,4,0.169749,0.17363,27000
3,30,si1000,mwpm_gap,temperature,5,0.212418,0.218852,27000
3,30,si1000,mwpm_gap,temperature,6,0.260097,0.275,27000
3,30,si1000,mwpm_gap,temperature,7,0.334253,0.372111,27000
3,30,si1000,mwpm_gap,temperature,8,0.417245,0.466444,27000
3,30,si1000,mwpm_gap,temperature,9,0.475316,0.516852,27000
3,50,rl,bm_gap,isotonic,0,0.0398813,0.0437037,27000
3,50,rl,bm_gap,isotonic,1,0.0823653,0.0848148,27000
3,50,rl,bm_gap,isotonic,2,0.114204,0.11163,27000
3,50,rl,bm_gap,isotonic,3,0.149779,0.153,27000
3,50,rl,bm_gap,isotonic,4,0.205658,0.203333,27000
3,50,rl,bm_gap,isotonic,5,0.282608,0.283741,27000
3,50,rl,bm_gap,isotonic,6,0.348297,0.350296,27000
3,50,rl,bm_gap,isotonic,7,0.406306,0.406444,27000
3,50,rl,bm_gap,isotonic,8,0.461758,0.464185,27000
3,50,rl,bm_gap,isotonic,9,0.498754,0.489852,27000
3,50,rl,bm_gap,platt,0,0.0323106,0.0442963,27000
3,50,rl,bm_gap,platt,1,0.0845416,0.0893704,27000
3,50,rl,bm_gap,platt,2,0.124138,0.111852,27000
3,50,rl,bm_gap,platt,3,0.16925,0.153852,27000
3,50,rl,bm_gap,platt,4,0.219905,0.201222,27000
3,50,rl,bm_gap,platt,5,0.276544,0.283259,27000
3,50,rl,bm_gap,platt,6,0.339211,0.350259,27000
3,50,rl,bm_gap,platt,7,0.397832,0.410037,27000
3,50,rl,bm_gap,platt,8,0.448846,0.458815,27000
3,50,rl,bm_gap,platt,9,0.496295,0.488037,27000
3,50,rl,bm_gap,raw,0,0.000159284,0.0461852,27000
3,50,rl,bm_gap,raw,1,0.00119878,0.0895926,27000
3,50,rl,bm_gap,raw,2,0.00456146,0.120222,27000
3,50,rl,bm_gap,raw,3,0.0124,0.154037,27000
3,50,rl,bm_gap,raw,4,0.0268474,0.207148,27000
3,50,rl,bm_gap,raw,5,0.0607082,0.269222,27000
3,50,rl,bm_gap,raw,6,0.121867,0.345222,27000
3,50,rl,bm_gap,raw,7,0.213651,0.413519,27000
3,50,rl,bm_gap,raw,8,0.322054,0.458852,27000
3,50,rl,bm_gap,raw,9,0.441815,0.487,27000
3,50,rl,bm_gap,temperature,0,0.0340679,0.0444815,27000
3,50,rl,bm_gap,temperature,1,0.0874605,0.0891852,27000
3,50,rl,bm_gap,temperature,2,0.125956,0.111815,27000
3,50,rl,bm_gap,temperature,3,0.170189,0.153704,27000
3,50,rl,bm_gap,temperature,4,0.219524,0.201852,27000
3,50,rl,bm_gap,temperature,5,0.273249,0.282148,27000
3,50,rl,bm_gap,temperature,6,0.332571,0.349963,27000
3,50,rl,bm_gap,temperature,7,0.388041,0.410407,27000
3,50,rl,bm_gap,temperature,8,0.435777,0.46037,27000
3,50,rl,bm_gap,temperature,9,0.479813,0.487074,27000
3,50,rl,mwpm_gap,isotonic,0,0.0956015,0.101556,27000
3,50,rl,mwpm_gap,isotonic,1,0.152978,0.149778,27000
3,50,rl,mwpm_gap,isotonic,2,0.188181,0.187407,27000
3,50,rl,mwpm_gap,isotonic,3,0.220487,0.217852,27000
3,50,rl,mwpm_gap,isotonic,4,0.263137,0.269407,27000
3,50,rl,mwpm_gap,isotonic,5,0.316859,0.316444,27000
3,50,rl,mwpm_gap,isotonic,6,0.378685,0.375889,27000
3,50,rl,mwpm_gap,isotonic,7,0.43,0.435222,27000
3,50,rl,mwpm_gap,isotonic,8,0.469266,0.47337,27000
3,50,rl,mwpm_gap,isotonic,9,0.508927,0.50237,27000
3,50,rl,mwpm_gap,platt,0,0.104302,0.103741,27000
3,50,rl,mwpm_gap,platt,1,0.159518,0.155074,27000
3,50,rl,mwpm_gap,platt,2,0.195395,0.188704,27000
3,50,rl,mwpm_gap,platt,3,0.227024,0.231556,27000
3,50,rl,mwpm_gap,platt,4,0.266507,0.253667,27000
3,50,rl,mwpm_gap,platt,5,0.311203,0.321407,27000
3,50,rl,mwpm_gap,platt,6,0.361266,0.380259,27000
3,50,rl,mwpm_gap,platt,7,0.413719,0.440593,27000
3,50,rl,mwpm_gap,platt,8,0.467501,0.466148,27000
3,50,rl,mwpm_gap,platt,9,0.517563,0.488148,27000
3,50,rl,mwpm_gap,raw,0,0.0185156,0.108519,27000
3,50,rl,mwpm_gap,raw,1,0.0364587,0.162741,27000
3,50,rl,mwpm_gap,raw,2,0.0553619,0.179519,27000
3,50,rl,mwpm_gap,raw,3,0.0767454,0.231963,27000
3,50,rl,mwpm_gap,raw,4,0.11529,0.277111,27000
3,50,rl,mwpm_gap,raw,5,0.168046,0.29963,27000
3,50,rl,mwpm_gap,raw,6,0.222691,0.381667,27000
3,50,rl,mwpm_gap,raw,7,0.297909,0.431037,27000
3,50,rl,mwpm_gap,raw,8,0.389437,0.470481,27000
3,50,rl,mwpm_gap,raw,9,0.466482,0.48663,27000
3,50,rl,mwpm_gap,temperature,0,0.111482,0.103519,27000
3,50,rl,mwpm_gap,temperature,1,0.164125,0.157519,27000
3,50,rl,mwpm_gap,temperature,2,0.19788,0.18363,27000
3,50,rl,mwpm_gap,temperature,3,0.228241,0.229963,27000
3,50,rl,mwpm_gap,temperature,4,0.265043,0.257296,27000
3,50,rl,mwpm_gap,temperature,5,0.304496,0.324889,27000
3,50,rl,mwpm_gap,temperature,6,0.3523,0.382889,27000
3,50,rl,mwpm_gap,temperature,7,0.39863,0.435111,27000
3,50,rl,mwpm_gap,temperature,8,0.446007,0.467111,27000
3,50,rl,mwpm_gap,temperature,9,0.483664,0.48737,27000
3,50,rl,nn,isotonic,0,0.0241056,0.0305185,27000
3,50,rl,nn,isotonic,1,0.0598233,0.0644074,27000
3,50,rl,nn,isotonic,2,0.0963319,0.107185,27000
3,50,rl,nn,isotonic,3,0.151415,0.149926,27000
3,50,rl,nn,isotonic,4,0.214076,0.21337,27000
3,50,rl,nn,isotonic,5,0.281047,0.285296,27000
3,50,rl,nn,isotonic,6,0.34609,0.358111,27000
3,50,rl,nn,isotonic,7,0.410851,0.414259,27000
3,50,rl,nn,isotonic,8,0.456873,0.459111,27000
3,50,rl,nn,isotonic,9,0.517021,0.482074,27000
3,50,rl,nn,platt,0,0.0293486,0.0297407,27000
3,50,rl,nn,platt,1,0.0639283,0.0641852,27000
3,50,rl,nn,platt,2,0.100056,0.106333,27000
3,50,rl,nn,platt,3,0.148187,0.149926,27000
3,50,rl,nn,platt,4,0.210504,0.214519,27000
3,50,rl,nn,platt,5,0.282319,0.284259,27000
3,50,rl,nn,platt,6,0.352163,0.352222,27000
3,50,rl,nn,platt,7,0.413582,0.415,27000
3,50,rl,nn,platt,8,0.46114,0.461185,27000
3,50,rl,nn,platt,9,0.495289,0.486889,27000
3,50,rl,nn,raw,0,0.0286462,0.0292593,27000
3,50,rl,nn,raw,1,0.062403,0.0638519,27000
3,50,rl,nn,raw,2,0.0979158,0.106185,27000
3,50,rl,nn,raw,3,0.145525,0.150889,27000
3,50,rl,nn,raw,4,0.207515,0.212519,27000
3,50,rl,nn,raw,5,0.279338,0.286926,27000
3,50,rl,nn,raw,6,0.349504,0.352,27000
3,50,rl,nn,raw,7,0.411446,0.414889,27000
3,50,rl,nn,raw,8,0.459591,0.459778,27000
3,50,rl,nn,raw,9,0.491737,0.487963,27000
3,50,rl,nn,temperature,0,0.0294069,0.0295926,27000
3,50,rl,nn,temperature,1,0.0640672,0.0641481,27000
3,50,rl,nn,temperature,2,0.100266,0.106593,27000
3,50,rl,nn,temperature,3,0.148384,0.149593,27000
3,50,rl,nn,temperature,4,0.210531,0.214222,27000
3,50,rl,nn,temperature,5,0.282013,0.285519,27000
3,50,rl,nn,temperature,6,0.35153,0.351704,27000
3,50,rl,nn,temperature,7,0.412706,0.415333,27000
3,50,rl,nn,temperature,8,0.460208,0.459,27000
3,50,rl,nn,temperature,9,0.491869,0.488556,27000
3,50,si1000,mwpm_gap,isotonic,0,0.100157,0.104296,27000
3,50,si1000,mwpm_gap,isotonic,1,0.143631,0.142519,27000
3,50,si1000,mwpm_gap,isotonic,2,0.179239,0.17837,27000
3,50,si1000,mwpm_gap,isotonic,3,0.224499,0.225185,27000
3,50,si1000,mwpm_gap,isotonic,4,0.264409,0.266519,27000
3,50,si1000,mwpm_gap,isotonic,5,0.320611,0.320704,27000
3,50,si1000,mwpm_gap,isotonic,6,0.380484,0.384667,27000
3,50,si1000,mwpm_gap,isotonic,7,0.445979,0.453037,27000
3,50,si1000,mwpm_gap,isotonic,8,0.49215,0.500222,27000
3,50,si1000,mwpm_gap,isotonic,9,0.538795,0.533593,27000
3,50,si1000,mwpm_gap,platt,0,0.109096,0.105148,27000
3,50,si1000,mwpm_gap,platt,1,0.147308,0.144333,27000
3,50,si1000,mwpm_gap,platt,2,0.177349,0.176148,27000
3,50,si1000,mwpm_gap,platt,3,0.225054,0.228778,27000
3,50,si1000,mwpm_gap,platt,4,0.26521,0.271963,27000
3,50,si1000,mwpm_gap,platt,5,0.315007,0.320815,27000
3,50,si1000,mwpm_gap,platt,6,0.382187,0.381815,27000
3,50,si1000,mwpm_gap,platt,7,0.436235,0.459852,27000
3,50,si1000,mwpm_gap,platt,8,0.500905,0.490333,27000
3,50,si1000,mwpm_gap,platt,9,0.532228,0.529926,27000
3,50,si1000,mwpm_gap,raw,0,0.0072829,0.112704,27000
3,50,si1000,mwpm_gap,raw,1,0.0122232,0.148333,27000
3,50,si1000,mwpm_gap,raw,2,0.0163579,0.186556,27000
3,50,si1000,mwpm_gap,raw,3,0.0329802,0.217444,27000
3,50,si1000,mwpm_gap,raw,4,0.061513,0.269963,27000
3,50,si1000,mwpm_gap,raw,5,0.0964231,0.315148,27000
3,50,si1000,mwpm_gap,raw,6,0.164624,0.382889,27000
3,50,si1000,mwpm_gap,raw,7,0.265271,0.455889,27000
3,50,si1000,mwpm_gap,raw,8,0.395471,0.503889,27000
3,50,si1000,mwpm_gap,raw,9,0.455715,0.516296,27000
3,50,si1000,mwpm_gap,temperature,0,0.118854,0.10563,27000
3,50,si1000,mwpm_gap,temperature,1,0.156336,0.143741,27000
3,50,si1000,mwpm_gap,temperature,2,0.183275,0.176889,27000
3,50,si1000,mwpm_gap,temperature,3,0.226742,0.23263,27000
3,50,si1000,mwpm_gap,temperature,4,0.260154,0.267481,27000
3,50,si1000,mwpm_gap,temperature,5,0.305663,0.32,27000
3,50,si1000,mwpm_gap,temperature,6,0.359157,0.398074,27000
3,50,si1000,mwpm_gap,temperature,7,0.407611,0.443704,27000
3,50,si1000,mwpm_gap,temperature,8,0.462533,0.496296,27000
3,50,si1000,mwpm_gap,temperature,9,0.484828,0.524667,27000
5,1,rl,bm_gap,isotonic,0,2.49988e-05,8.33333e-05,12000
5,1,rl,bm_gap,isotonic,1,2.49988e-05,8.33333e-05,12000
5,1,rl,bm_gap,isotonic,2,2.49988e-05,0,12000
5,1,rl,bm_gap,isotonic,3,2.49988e-05,8.33333e-05,12000
5,1,rl,bm_gap,isotonic,4,2.49988e-05,0.000166667,12000
5,1,rl,bm_gap,isotonic,5,2.49988e-05,0,12000
5,1,rl,bm_gap,isotonic,6,2.49988e-05,8.33333e-05,12000
5,1,rl,bm_gap,isotonic,7,2.49988e-05,8.33333e-05,12000
5,1,rl,bm_gap,isotonic,8,2.49988e-05,0,12000
5,1,rl,bm_gap,isotonic,9,0.0200209,0.0209167,12000
5,1,rl,bm_gap,platt,0,1.32093e-12,0,12000
5,1,rl,bm_gap,platt,1,7.01572e-12,0,12000
5,1,rl,bm_gap,platt,2,1.06554e-11,0,12000
5,1,rl,bm_gap,platt,3,2.20146e-11,0,12000
5,1,rl,bm_gap,platt,4,3.54249e-10,0,12000
5,1,rl,bm_gap,platt,5,4.38565e-09,0,12000
5,1,rl,bm_gap,platt,6,5.14443e-08,0,12000
5,1,rl,bm_gap,platt,7,6.16087e-07,0,12000
5,1,rl,bm_gap,platt,8,6.7122e-06,0.000166667,12000
5,1,rl,bm_gap,platt,9,0.0202329,0.0213333,12000
5,1,rl,bm_gap,raw,0,9.31354e-38,0,12000
5,1,rl,bm_gap,raw,1,1.66992e-37,0,12000
5,1,rl,bm_gap,raw,2,5.54964e-37,0,12000
5,1,rl,bm_gap,raw,3,4.98302e-36,0,12000
5,1,rl,bm_gap,raw,4,9.58927e-36,0,12000
5,1,rl,bm_gap,raw,5,2.98243e-32,0,12000
5,1,rl,bm_gap,raw,6,3.55728e-24,0,12000
5,1,rl,bm_gap,raw,7,2.34694e-21,8.33333e-05,12000
5,1,rl,bm_gap,raw,8,3.02152e-18,0,12000
5,1,rl,bm_gap,raw,9,0.0038298,0.0214167,12000
5,1,rl,bm_gap,temperature,0,1.50645e-14,0,12000
5,1,rl,bm_gap,temperature,1,7.4654e-13,0,12000
5,1,rl,bm_gap,temperature,2,2.69277e-12,0,12000
5,1,rl,bm_gap,temperature,3,2.13222e-11,0,12000
5,1,rl,bm_gap,temperature,4,5.65547e-11,0,12000
5,1,rl,bm_gap,temperature,5,2.43275e-10,0,12000
5,1,rl,bm_gap,temperature,6,9.92624e-09,0,12000
5,1,rl,bm_gap,temperature,7,2.3464e-07,0,12000
5,1,rl,bm_gap,temperature,8,2.94351e-06,0.000166667,12000
5,1,rl,bm_gap,temperature,9,0.0217551,0.0213333,12000
5,1,rl,exact,isotonic,0,2.49988e-05,8.33333e-05,12000
5,1,rl,exact,isotonic,1,2.49988e-05,0.000166667,12000
5,1,rl,exact,isotonic,2,2.49988e-05,0,12000
5,1,rl,exact,isotonic,3,2.49988e-05,8.33333e-05,12000
5,1,rl,exact,isotonic,4,2.49988e-05,8.33333e-05,12000
5,1,rl,exact,isotonic,5,2.49988e-05,0.000166667,12000
5,1,rl,exact,isotonic,6,2.49988e-05,8.33333e-05,12000
5,1,rl,exact,isotonic,7,2.49988e-05,8.33333e-05,12000
5,1,rl,exact,isotonic,8,2.49988e-05,0,12000
5,1,rl,exact,isotonic,9,0.0177243,0.0198333,12000
5,1,rl,exact,platt,0,4.73661e-09,0,12000
5,1,rl,exact,platt,1,9.58878e-09,0,12000
5,1,rl,exact,platt,2,3.04899e-08,0,12000
5,1,rl,exact,platt,3,1.18839e-07,0,12000
5,1,rl,exact,platt,4,2.74378e-07,0,12000
5,1,rl,exact,platt,5,1.14205e-06,0,12000
5,1,rl,exact,platt,6,3.19994e-06,0,12000
5,1,rl,exact,platt,7,1.35014e-05,0,12000
5,1,rl,exact,platt,8,6.35339e-05,8.33333e-05,12000
5,1,rl,exact,platt,9,0.0177782,0.0205,12000
5,1,rl,exact,raw,0,2.47989e-09,0,12000
5,1,rl,exact,raw,1,2.73169e-09,0,12000
5,1,rl,exact,raw,2,3.72407e-09,0,12000
5,1,rl,exact,raw,3,4.53037e-09,0,12000
5,1,rl,exact,raw,4,5.60689e-09,0,12000
5,1,rl,exact,raw,5,2.59897e-08,0,12000
5,1,rl,exact,raw,6,4.57875e-07,0,12000
5,1,rl,exact,raw,7,2.53004e-06,0,12000
5,1,rl,exact,raw,8,9.69756e-06,8.33333e-05,12000
5,1,rl,exact,raw,9,0.0145353,0.0205,12000
5,1,rl,exact,temperature,0,1.44519e-09,0,12000
5,1,rl,exact,temperature,1,1.70433e-08,0,12000
5,1,rl,exact,temperature,2,4.00781e-08,0,12000
5,1,rl,exact,temperature,3,5.80889e-08,0,12000
5,1,rl,exact,temperature,4,1.40857e-07,0,12000
5,1,rl,exact,temperature,5,2.8832e-07,0,12000
5,1,rl,exact,temperature,6,1.6858e-06,0,12000
5,1,rl,exact,temperature,7,1.02691e-05,0,12000
5,1,rl,exact,temperature,8,4.4663e-05,8.33333e-05,12000
5,1,rl,exact,temperature,9,0.0186363,0.0205,12000
5,1,rl,mwpm_gap,isotonic,0,2.49988e-05,8.33333e-05,12000
5,1,rl,mwpm_gap,isotonic,1,2.49988e-05,0.000166667,12000
5,1,rl,mwpm_gap,isotonic,2,2.49988e-05,0,12000
5,1,rl,mwpm_gap,isotonic,3,2.49988e-05,8.33333e-05,12000
5,1,rl,mwpm_gap,isotonic,4,2.49988e-05,0.000166667,12000
5,1,rl,mwpm_gap,isotonic,5,2.49988e-05,8.33333e-05,12000
5,1,rl,mwpm_gap,isotonic,6,2.49988e-05,8.33333e-05,12000
5,1,rl,mwpm_gap,isotonic,7,2.49988e-05,8.33333e-05,12000
5,1,rl,mwpm_gap,isotonic,8,2.49988e-05,0,12000
5,1,rl,mwpm_gap,isotonic,9,0.0189747,0.0205,12000
5,1,rl,mwpm_gap,platt,0,3.72237e-09,0,12000
5,1,rl,mwpm_gap,platt,1,5.73948e-09,0,12000
5,1,rl,mwpm_gap,platt,2,7.49392e-09,0,12000
5,1,rl,mwpm_gap,platt,3,5.66257e-08,0,12000
5,1,rl,mwpm_gap,platt,4,2.06386e-07,0,12000
5,1,rl,mwpm_gap,platt,5,8.22451e-07,0,12000
5,1,rl,mwpm_gap,platt,6,2.53683e-06,0,12000
5,1,rl,mwpm_gap,platt,7,9.68465e-06,0,12000
5,1,rl,mwpm_gap,platt,8,5.70866e-05,8.33333e-05,12000
5,1,rl,mwpm_gap,platt,9,0.0186657,0.0211667,12000
5,1,rl,mwpm_gap,raw,0,4.22675e-10,0,12000
5,1,rl,mwpm_gap,raw,1,5.24222e-10,0,12000
5,1,rl,mwpm_gap,raw,2,7.14752e-10,0,12000
5,1,rl,mwpm_gap,raw,3,7.33986e-10,0,12000
5,1,rl,mwpm_gap,raw,4,8.50491e-10,0,12000
5,1,rl,mwpm_gap,raw,5,5.31876e-09,0,12000
5,1,rl,mwpm_gap,raw,6,1.21268e-07,0,12000
5,1,rl,mwpm_gap,raw,7,9.28556e-07,0,12000
5,1,rl,mwpm_gap,raw,8,3.84982e-06,8.33333e-05,12000
5,1,rl,mwpm_gap,raw,9,0.0129073,0.0211667,12000
5,1,rl,mwpm_gap,temperature,0,1.33396e-09,0,12000
5,1,rl,mwpm_gap,temperature,1,1.26089e-08,0,12000
5,1,rl,mwpm_gap,temperature,2,2.56542e-08,0,12000
5,1,rl,mwpm_gap,temperature,3,5.36666e-08,0,12000
5,1,rl,mwpm_gap,temperature,4,1.18433e-07,0,12000
5,1,rl,mwpm_gap,temperature,5,2.44749e-07,0,12000
5,1,rl,mwpm_gap,temperature,6,1.45798e-06,0,12000
5,1,rl,mwpm_gap,temperature,7,9.95927e-06,0,12000
5,1,rl,mwpm_gap,temperature,8,4.52567e-05,0,12000
